"","Team","Opponent","Half","Direction","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","Thrower_ID","Receiver_ID","Lineout_Numbers","Lineout_Destination","Lineout_Outcome","Lineout_Secondary_Outcome","Contested","Distance","m_oppo_line","Distance_scaled","Minute_scaled","m_oppo_line_scaled","predit_success"
"196","Billingham","Leeds Tykes","First Half","Right to Left",00:08:53,"Lineout",73.07,70,73.49,56.94,"Ath16","Ath7",5,"Back","1","Off Top","None",13.07,26.93,1.44559604129394,-1.1971525591673,-0.739764461825675,0.54
"197","Billingham","Leeds Tykes","First Half","Right to Left",00:15:57,"Lineout",5.70999999999999,0,5.70999999999999,12.88,"Ath16","Ath29",7,"Back","1","Catch and Run","None",12.88,94.29,1.3819057805948,-0.924963328972779,1.77253214427439,0.46
"198","Billingham","Leeds Tykes","First Half","Right to Left",00:17:43,"Lineout",10.19,0,10.19,9.72,"Ath16","Ath6",7,"Middle","0","Catch and Run","None",9.72,89.81,0.322636181598572,-0.856916021424148,1.60544353389243,0.55
"199","Billingham","Leeds Tykes","First Half","Right to Left",00:21:06,"Lineout",88.34,70,88.34,64.44,"Ath16","Ath7",7,"Front","1","Down and Drive","Direct",5.56,11.66,-1.07184531581418,-0.726599007911206,-1.30928300658737,0.69
"200","Billingham","Leeds Tykes","First Half","Right to Left",00:25:34,"Lineout",10.89,70,10.89,58.52,"Ath16","Ath31",7,"Back","0","Lost","None",11.48,89.11,0.912609122811661,-0.554554871844858,1.57933593852025,0.57
"201","Billingham","Leeds Tykes","First Half","Right to Left",00:29:03,"Lineout",27.41,0,27.55,10.25,"Ath16","Ath7",7,"Middle","0","Catch and Run","Direct",10.25,72.59,0.500298487759332,-0.42038612394237,0.963196687736806,0.42
"202","Billingham","Leeds Tykes","First Half","Right to Left",00:30:55,"Lineout",6.13,0,6.13,13.67,"Ath16","Ath29",7,"Back","0","Lost","None",13.67,93.87,1.64672318034386,-0.348487082004194,1.75686758705108,0.46
"203","Billingham","Leeds Tykes","First Half","Right to Left",00:39:04,"Lineout",59.49,70,59.49,64.44,"Ath16","Ath29",5,"Front","1","Loose Ball","Direct",5.56,40.51,-1.07184531581418,-0.0345707292562682,-0.233277111605384,0.71
"204","Billingham","Hull I's","Second Half","Right to Left",00:43:34,"Lineout",26.25,0,26.25,5.51,"Ath2","Ath7",7,"Front","0","Lost","Direct",5.51,73.75,-1.08860591073501,0.138757318273262,1.00646070292499,0.7
"205","Billingham","Hull I's","Second Half","Right to Left",00:44:17,"Lineout",10.56,0,10.56,5.38,"Ath2","Ath6",7,"Front","1","Down and Drive","Direct",5.38,89.44,-1.13218345752916,0.166361414731668,1.59164380491,0.6
"206","Billingham","Hull I's","Second Half","Right to Left",00:48:01,"Lineout",39.27,0,38.85,5.64,"Ath2","Ath7",7,"No Jump Front","1","Catch and Run","Indirect",5.66,60.73,-1.03832412597253,0.310159498608019,0.520859429002443,0.89
"207","Billingham","Hull I's","Second Half","Right to Left",00:48:01,"Lineout",49.78,0,49.5,6.7,"Ath2","Ath6",5,"Front","1","Down and Drive","None",6.71,50.22,-0.686351632635177,0.310159498608019,0.12887253277157,0.81
"208","Billingham","Hull I's","Second Half","Right to Left",01:03:32,"Lineout",11.4,0,10.7,5.51,"Ath2","Ath7",7,"Front","0","Lost","Direct",5.55,88.6,-1.07519743479835,0.907820284719101,1.56031469046338,0.74
"209","Billingham","Hull I's","Second Half","Right to Left",01:03:20,"Lineout",43.61,0,43.19,5.51,"Ath2","Ath7",5,"Front","1","Loose Ball","Direct",5.53,56.39,-1.08190167276668,0.900116815940011,0.358992337694927,0.78
"210","Billingham","Hull I's","Second Half","Right to Left",01:12:37,"Lineout",27.37,0,27.37,8.54,"Ath2","Ath6",7,"Middle","0","Lost","None",8.54,72.63,-0.0729138585329312,1.25768615843611,0.964688550329502,0.77
"211","Billingham","Hull I's","Second Half","Right to Left",01:16:24,"Lineout",94.31,0,94.45,5.38,"Ath2","Ath7",7,"Front","1","Down and Drive","Direct",5.38,5.69,-1.13218345752916,1.40341010950724,-1.53194349854725,0.83
"212","Billingham","Hull I's","Second Half","Right to Left",01:26:09,"Lineout",77.37,0,77.37,12.62,"Ath2","Ath7",7,"Back","1","Off Top","None",12.62,22.63,1.2947506870065,1.77895421248789,-0.900139690540495,0.76
"213","Billingham","Wharfedale","First Half","Right to Left",00:01:26,"Lineout",55.66,70,55.38,60.1,"Ath2","Ath7",7,"Middle","1","Off Top","Direct",9.9,44.34,0.382974323313547,-1.48410677118841,-0.0904312683547419,0.63
"214","Billingham","Wharfedale","First Half","Right to Left",00:24:02,"Lineout",65.6,0,65.6,5.25,"Ath2","Ath7",7,"Front","1","Down and Drive","None",5.25,34.4,-1.17576100432331,-0.613614799151216,-0.461159122639697,0.94
"215","Billingham","Wharfedale","First Half","Right to Left",00:30:09,"Lineout",66.44,0,66.16,9.72,"Ath2","Ath29",7,"Middle","0","Lost","Direct",9.72,33.56,0.322636181598572,-0.378017045657374,-0.492488237086313,0.7
"216","Billingham","Wharfedale","First Half","Right to Left",00:34:17,"Lineout",75.97,0,75.97,6.04,"Ath2","Ath6",7,"Front","1","Down and Drive","None",6.04,24.03,-0.910943604574251,-0.218812024222842,-0.847924499796135,0.92
"217","Billingham","Sheffield","Second Half","Right to Left",01:08:40,"Lineout",14.06,0,13.5,8.8,"Ath2","Ath6",5,"Middle","1","Down and Drive","Direct",8.82,85.94,0.020945473023697,1.10554265004908,1.4611058280491,0.28
"218","Billingham","Sheffield","Second Half","Right to Left",01:27:07,"Lineout",10,0,9.86,5.25,"Ath2","Ath6",7,"No Jump Front","1","Catch and Run","Indirect",5.25,90,-1.17576100432331,1.81618764492016,1.61252988120774,0.74
"219","Billingham","Preston","Second Half","Right to Left",00:48:50,"Lineout",57.62,0,57.48,5.38,"Ath16","Ath8",7,"Front","1","Down and Drive","None",5.38,42.38,-1.13218345752916,0.34161532945597,-0.163532535396846,0.94
"220","Billingham","Preston","Second Half","Right to Left",01:07:19,"Lineout",79.19,70,78.91,61.41,"Ath2","Ath6",7,"Front","0","Catch and Run","Direct",8.59,20.81,-0.0561532636121046,1.05354423579022,-0.968019438508163,0.62
"221","Billingham","Preston","Second Half","Right to Left",01:09:40,"Lineout",61.12,0,60.84,5.51,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.52,38.88,-1.08525379175085,1.14405999394453,-0.294070512257746,0.95
"222","Billingham","Preston","Second Half","Right to Left",01:10:44,"Lineout",71.9,70,71.34,59.57,"Ath2","Ath8",7,"Middle","1","Off Top","None",10.45,28.1,0.567340867442637,1.18514516076635,-0.696127480989317,0.88
"223","Billingham","Preston","Second Half","Right to Left",01:13:06,"Lineout",94.03,70,94.03,60.89,"Ath2","Ath6",7,"Front","1","Down and Drive","None",9.11,5.97,0.11815692356449,1.27630287465225,-1.52150046039838,0.82
"224","Billingham","Preston","Second Half","Right to Left",01:29:01,"Lineout",90.11,0,89.83,8.41,"Ath2","Ath6",7,"Middle","1","Down and Drive","None",8.41,9.89,-0.116491405327079,1.88937059832151,-1.37529792631417,0.86
"225","Billingham","Lymm","Second Half","Right to Left",00:44:19,"Lineout",62.8,0,62.94,13.67,"Ath16","Ath6",7,"Back","0","Catch and Run","Direct",13.67,37.2,1.64672318034386,0.16764532619485,-0.356728741150978,0.21
"226","Billingham","Lymm","Second Half","Right to Left",00:48:00,"Lineout",40.81,0,41.09,13.93,"Ath16","Ath29",7,"Back","1","Off Top","None",13.93,59.19,1.73387827393215,0.309517542876428,0.463422719183647,0.48
"227","Billingham","Lymm","Second Half","Right to Left",01:14:16,"Lineout",24.01,0,24.01,13.27,"Ath2","Ath8",7,"Back","0","Lost","Direct",13.27,75.99,1.51263842097725,1.32123977586361,1.09000500811597,0.47
"228","Billingham","Lymm","Second Half","Right to Left",01:16:50,"Lineout",5.8,70,5.94,61.28,"Ath2","Ath6",7,"Front","1","Down and Drive","None",8.72,94.2,-0.0125757168179557,1.4201009585286,1.76917545344082,0.71
"229","Billingham","Lymm","Second Half","Right to Left",01:21:12,"Lineout",66.44,0,65.88,12.35,"Ath2","Ath29",7,"Back","0","Lost","Direct",12.36,33.56,1.20759559341821,1.5882933602054,-0.492488237086313,0.44
"230","Billingham","Lymm","Second Half","Right to Left",01:25:18,"Lineout",45.43,0,45.57,4.84999999999999,"Ath2","Ath6",7,"Front","1","Down and Drive","Direct",4.85,54.57,-1.30984576368992,1.74621447017675,0.291112589727259,0.72
"231","Billingham","Chester","Second Half","Right to Left",00:43:31,"Lineout",60.56,0,60.84,11.69,"Ath2","Ath29",7,"Back","0","Catch and Run","Direct",11.69,39.44,0.983003621479132,0.136831451078489,-0.273184435960002,0.31
"232","Billingham","Chester","Second Half","Right to Left",00:55:00,"Lineout",60.56,0,60.56,12.22,"Ath2","Ath8",7,"Back","0","Catch and Run","Direct",12.22,39.44,1.16066592763989,0.579138950144585,-0.273184435960002,0.44
"233","Billingham","Chester","Second Half","Right to Left",01:06:31,"Lineout",74.43,0,74.57,8.41,"Ath16","Ath6",7,"Middle","0","Lost","Direct",8.41,25.57,-0.116491405327079,1.02273036067386,-0.790487789977339,0.47
"234","Billingham","Chester","Second Half","Right to Left",01:12:55,"Lineout",72.18,70,72.04,58.78,"Ath16","Ath39",7,"Middle","1","Loose Ball","Indirect",11.22,27.82,0.825454029223364,1.26924136160475,-0.706570519138189,0.82
"235","Billingham","Chester","Second Half","Right to Left",01:18:00,"Lineout",37.03,70,37.03,59.57,"Ath16","Ath6",5,"Middle","1","Off Top","Direct",10.43,62.97,0.560636629474307,1.46503785973996,0.604403734193419,0.38
"236","Billingham","Sheffield Tigers","First Half","Right to Left",00:02:06,"Lineout",37.59,70,36.89,56.02,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",14,62.41,1.75734310682131,-1.45842854192478,0.583517657895675,0.68
"237","Billingham","Sheffield Tigers","First Half","Right to Left",00:03:57,"Lineout",57.34,70,56.5,56.02,"Ath2","Ath29",7,"Back","1","Off Top","Indirect",14.01,42.66,1.76069522580548,-1.38717145571819,-0.153089497247974,0.57
"238","Billingham","Sheffield Tigers","First Half","Right to Left",00:04:42,"Lineout",47.39,70,46.97,59.83,"Ath2","Ath39",7,"Middle","1","Off Top","Direct",10.18,52.61,0.476833654870175,-1.3582834477966,0.218011322685155,0.65
"239","Billingham","Sheffield Tigers","First Half","Right to Left",00:15:22,"Lineout",39.69,70,39.69,60.49,"Ath2","Ath8",7,"Middle","0","Lost","Direct",9.51,60.31,0.252241682931101,-0.947431779578458,0.505194871779135,0.67
"240","Billingham","Sheffield Tigers","First Half","Right to Left",00:18:00,"Lineout",82.97,0,83.11,6.3,"Ath2","Ath39",7,"Front","1","Down and Drive","None",6.3,17.03,-0.823788510985954,-0.846002773987104,-1.10900045351793,0.94
"241","Billingham","Sheffield Tigers","First Half","Right to Left",00:21:21,"Lineout",94.73,70,94.59,59.83,"Ath2","Ath8",7,"Middle","0","Catch and Run","Direct",10.17,5.27,0.47348153588601,-0.716969671937343,-1.54760805577056,0.7
"242","Billingham","Sheffield Tigers","First Half","Right to Left",00:26:07,"Lineout",66.44,70,66.3,57.47,"Ath2","Ath39",7,"Back","0","Lost","Direct",12.53,33.56,1.26458161614902,-0.533370332702359,-0.492488237086313,0.61
"243","Billingham","Tynedale","Second Half","Right to Left",00:56:54,"Lineout",36.33,0,36.33,5.12,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",5.12,63.67,-1.21933855111746,0.652321903545942,0.630511329565599,0.59
"244","Billingham","Tynedale","Second Half","Right to Left",01:01:10,"Lineout",21.91,70,21.91,59.7,"Ath2","Ath6",7,"Middle","1","Down and Drive","None",10.3,78.09,0.517059082680158,0.8166625708332,1.16832779423251,0.37
"245","Billingham","Tynedale","Second Half","Right to Left",01:18:35,"Lineout",60.98,0,60.98,5.51,"Ath18","Ath8",7,"Front","0","Lost","Indirect",5.51,39.02,-1.08860591073501,1.48750631034564,-0.28884899318331,0.86
"246","Billingham","Tynedale","Second Half","Right to Left",01:25:44,"Lineout",49.08,0,48.66,5.64,"Ath18","Ath8",7,"Front","0","Lost","None",5.66,50.92,-1.03832412597253,1.76290531919811,0.15498012814375,0.84
"247","Billingham","Hull","Second Half","Right to Left",00:44:41,"Lineout",47.96,0,48.24,14.19,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",14.19,52.04,1.82103336752045,0.181768352289849,0.196752280739238,0.52
"248","Billingham","Hull","Second Half","Right to Left",00:45:49,"Lineout",5.66,0,5.8,7.75,"Ath2","Ath8",7,"Front","0","Loose Ball","None",7.75,94.34,-0.337731258281988,0.225421342038026,1.77439697251526,0.75
"249","Billingham","Hull","Second Half","Right to Left",00:52:49,"Lineout",77.37,0,77.37,5.38,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.38,22.63,-1.13218345752916,0.495042749306184,-0.900139690540495,0.88
"250","Billingham","Hull","Second Half","Right to Left",00:54:21,"Lineout",48.66,0,48.38,9.59,"Ath2","Ath7",7,"Middle","1","Off Top","Indirect",9.59,51.34,0.279058634804423,0.554102676612542,0.170644685367058,0.66
"251","Billingham","Hull","Second Half","Right to Left",01:13:53,"Lineout",56.22,0,56.36,13.4,"Ath16","Ath7",7,"Back","0","Lost","Indirect",13.4,43.78,1.55621596777139,1.30647479403702,-0.111317344652486,0.54
"252","Billingham","Hull","Second Half","Right to Left",01:24:33,"Lineout",51.04,70,51.04,64.44,"Ath16","Ath8",7,"Front","1","Down and Drive","Direct",5.56,48.96,-1.07184531581418,1.71732646225516,0.0818788611016458,0.77
"253","Billingham","Leeds Tykes","First Half","Right to Left",00:11:14,"Lineout",77.65,70,77.51,62.6,"Ath2","Ath39",7,"Front","1","Down and Drive","Direct",7.4,22.35,-0.455055422727773,-1.10663680101299,-0.910582728689367,0.7
"254","Billingham","Leeds Tykes","First Half","Right to Left",00:14:25,"Lineout",77.79,70,77.23,59.7,"Ath2","Ath29",7,"Middle","0","Lost","Direct",10.32,22.21,0.523763320648489,-0.984023256279137,-0.915804247763802,0.41
"255","Billingham","Leeds Tykes","First Half","Right to Left",00:30:07,"Lineout",92.63,70,92.63,62.99,"Ath2","Ath39",7,"Front","1","Down and Drive","Indirect",7.01,7.37,-0.585788063110219,-0.379300957120555,-1.46928526965402,0.91
"256","Billingham","Fylde","Second Half","Right to Left",00:47:15,"Lineout",22.89,0,22.89,5.12,"Ath2","Ath7",6,"Front","1","Off Top","None",5.12,77.11,-1.21933855111746,0.28062953495484,1.13177716071145,0.89
"257","Billingham","Fylde","Second Half","Right to Left",01:12:28,"Lineout",64.34,70,63.92,59.7,"Ath2","Ath8",7,"Middle","1","Off Top","Direct",10.31,35.66,0.520411201664324,1.2519085568518,-0.414165450969774,0.71
"258","Billingham","Fylde","Second Half","Right to Left",01:13:41,"Lineout",43.05,70,43.05,62.99,"Ath2","Ath8",7,"Front","1","Down and Drive","None",7.01,56.95,-0.585788063110219,1.29877132525793,0.379878413992671,0.93
"259","Billingham","Fylde","Second Half","Right to Left",01:21:54,"Lineout",40.81,0,40.67,4.84999999999999,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.85,59.19,-1.30984576368992,1.61525550093222,0.463422719183647,0.89
"260","Billingham","Fylde","Second Half","Right to Left",01:26:54,"Lineout",65.04,70,64.9,60.76,"Ath2","Ath4",7,"Middle","0","Catch and Run","None",9.24,34.96,0.161734470358639,1.80784222040947,-0.440273046341953,0.83
"261","Billingham","Hull I's","First Half","Right to Left",00:02:47,"Lineout",50.9,70,50.9,61.28,"Ath2","Ath8",7,"Middle","1","Off Top","None",8.72,49.1,-0.0125757168179557,-1.43210835692955,0.0871003801760818,0.85
"262","Billingham","Hull I's","First Half","Right to Left",00:05:32,"Lineout",46.13,0,46.69,6.17,"Ath2","Ath7",7,"Front","1","Off Top","None",6.2,53.87,-0.857309700827606,-1.32618566121706,0.265004994355079,0.86
"263","Billingham","Hull I's","First Half","Right to Left",00:07:00,"Lineout",69.24,70,68.82,55.89,"Ath2","Ath39",7,"Back","1","Down and Drive","None",14.12,30.76,1.79756853463129,-1.26969355683707,-0.596918618575033,0.71
"264","Billingham","Hull I's","First Half","Right to Left",00:08:12,"Lineout",94.73,70,94.73,62.2,"Ath2","Ath8",7,"Front","1","Down and Drive","None",7.8,5.27,-0.320970663361162,-1.22347274416252,-1.54760805577056,0.89
"265","Billingham","Hull I's","First Half","Right to Left",00:09:49,"Lineout",94.59,70,94.59,59.83,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.17,5.41,0.47348153588601,-1.16120303819821,-1.54238653669612,0.86
"266","Billingham","Hull I's","First Half","Right to Left",00:13:07,"Lineout",56.92,70,57.06,55.23,"Ath2","Ath7",7,"Back","0","Loose Ball","Direct",14.77,43.08,2.01545626860204,-1.03409580334322,-0.137424940024666,0.3
"267","Billingham","Hull I's","First Half","Right to Left",00:21:02,"Lineout",28.63,0,28.63,5.64,"Ath2","Ath39",7,"Front","1","Off Top","None",5.64,71.37,-1.04502836394086,-0.729166830837569,0.917694878659579,0.93
"268","Billingham","Hull I's","First Half","Right to Left",00:23:18,"Lineout",84.09,0,84.09,5.51,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.51,15.91,-1.08860591073501,-0.641860851341213,-1.15077260611342,0.94
"269","Billingham","Hull I's","First Half","Right to Left",00:30:13,"Lineout",48.66,0,48.66,5.38,"Ath2","Ath39",7,"Front","1","Off Top","None",5.38,51.34,-1.13218345752916,-0.37544922273101,0.170644685367058,0.95
"270","Billingham","Hull I's","First Half","Right to Left",00:32:11,"Lineout",24.85,0,25.13,5.38,"Ath2","Ath8",6,"Front","1","Down and Drive","Direct",5.39,75.15,-1.12883133854499,-0.29969844640329,1.05867589366935,0.84
"271","Billingham","Hull I's","First Half","Right to Left",00:37:26,"Lineout",76.67,70,76.67,61.54,"Ath2","Ath8",6,"Middle","1","Off Top","Direct",8.46,23.33,-0.0997308104062529,-0.0974823909521716,-0.874032095168315,0.79
"272","Billingham","Hull I's","First Half","Right to Left",00:40:31,"Lineout",93.19,70,93.33,59.57,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.43,6.81,0.560636629474307,0.0212794193921358,-1.49017134595176,0.89
"273","Billingham","Wharfedale","Second Half","Right to Left",00:53:58,"Lineout",51.04,0,50.9,9.33,"Ath2","Ath7",7,"Middle","1","Off Top","Indirect",9.33,48.96,0.191903541216126,0.539337694785953,0.0818788611016458,0.88
"274","Billingham","Wharfedale","Second Half","Right to Left",01:04:40,"Lineout",23.59,70,24.15,57.2,"Ath16","Ath7",5,"Back","1","Off Top","None",12.81,76.41,1.35844094770564,0.951473274467279,1.10566956533927,0.77
"275","Billingham","Wharfedale","Second Half","Right to Left",01:08:53,"Lineout",79.05,70,79.33,64.44,"Ath16","Ath6",6,"No Jump Front","1","Catch and Run","None",5.57,20.95,-1.06849319683002,1.11388807455976,-0.962797919433727,0.93
"276","Billingham","Wharfedale","Second Half","Right to Left",01:21:32,"Lineout",25.97,0,25.97,6.96,"Ath16","Ath6",5,"Front","1","Loose Ball","None",6.96,74.03,-0.602548658031045,1.60113247483722,1.01690374107386,0.9
"277","Billingham","Wharfedale","Second Half","Right to Left",01:26:57,"Lineout",61.68,70,61.68,56.81,"Ath16","Ath7",5,"Back","1","Off Top","Direct",13.19,38.32,1.48582146910392,1.80976808760425,-0.31495658855549,0.64
"278","Billingham","Otley","Second Half","Right to Left",00:50:04,"Lineout",55.38,0,55.24,5.12,"Ath2","Ath39",5,"Front","1","Off Top","Direct",5.12,44.62,-1.21933855111746,0.389120053593694,-0.0799882302058701,0.81
"279","Billingham","Otley","Second Half","Right to Left",00:55:03,"Lineout",40.53,70,40.81,64.44,"Ath2","Ath39",5,"Front","1","Off Top","Direct",5.57,59.47,-1.06849319683002,0.581064817339358,0.473865757332519,0.8
"280","Billingham","Otley","Second Half","Right to Left",01:24:41,"Lineout",94.59,70,94.73,64.44,"Ath2","Ath6",5,"No Jump Front","1","Catch and Run","None",5.56,5.41,-1.07184531581418,1.72246210810789,-1.54238653669612,0.87
"281","Billingham","Sheffield","Second Half","Right to Left",00:47:11,"Lineout",56.5,0,56.36,4.99,"Ath2","Ath7",5,"Front","1","Off Top","Direct",4.99,43.5,-1.2629160979116,0.278061712028476,-0.121760382801358,0.54
"282","Billingham","Sheffield","Second Half","Right to Left",00:49:19,"Lineout",82.41,70,82.41,64.31,"Ath2","Ath29",5,"No Jump Front","0","Loose Ball","Indirect",5.69,17.59,-1.02826776902004,0.360232045672105,-1.08811437722019,0.77
"283","Billingham","Sheffield","Second Half","Right to Left",00:58:52,"Lineout",23.03,70,23.31,59.18,"Ath2","Ath7",5,"Middle","0","Lost","Direct",10.82,76.97,0.691369269856753,0.728072679873663,1.12655564163702,0.26
"284","Billingham","Preston","First Half","Right to Left",00:02:52,"Lineout",10.28,0,10.28,9.59,"Ath16","Ath8",7,"Middle","1","Down and Drive","None",9.59,89.72,0.279058634804423,-1.4288985782716,1.60208684305887,0.82
"285","Billingham","Preston","First Half","Right to Left",00:03:51,"Lineout",5.52,0,5.52,6.96,"Ath16","Ath7",7,"Front","1","Down and Drive","None",6.96,94.48,-0.602548658031045,-1.39102319010774,1.77961849158969,0.83
"286","Billingham","Preston","First Half","Right to Left",00:10:27,"Lineout",21.35,70,21.63,57.07,"Ath16","Ath29",7,"Back","0","Lost","None",12.93,78.65,1.39866637551563,-1.13680872039776,1.18921387053025,0.61
"287","Billingham","Preston","First Half","Right to Left",00:14:16,"Lineout",40.25,0,40.53,5.51,"Ath16","Ath7",7,"Front","0","Lost","Direct",5.52,59.75,-1.08525379175085,-0.989800857863455,0.484308795481391,0.76
"288","Billingham","Preston","First Half","Right to Left",00:44:22,"Lineout",26.95,70,27.23,64.44,"Ath16","Ath6",5,"No Jump Front","1","Catch and Run","Indirect",5.57,73.05,-1.06849319683002,0.169571193389622,0.98035310755281,0.91
"289","Billingham","Lymm","First Half","Right to Left",00:03:25,"Lineout",5.38,0,5.24,5.51,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.51,94.62,-1.08860591073501,-1.4077140391291,1.78484001066413,0.88
"290","Billingham","Lymm","First Half","Right to Left",00:05:56,"Lineout",25.41,0,25.13,8.41,"Ath2","Ath8",5,"Middle","1","Off Top","Direct",8.41,74.59,-0.116491405327079,-1.31077872365888,1.03778981737161,0.63
"291","Billingham","Lymm","First Half","Right to Left",00:08:47,"Lineout",13.5,70,13.78,61.41,"Ath2","Ath7",7,"Middle","1","Down and Drive","Indirect",8.59,86.5,-0.0561532636121046,-1.20100429355684,1.48199190434684,0.75
"292","Billingham","Lymm","First Half","Right to Left",00:12:06,"Lineout",75.27,70,75.41,60.49,"Ath2","Ath8",5,"Middle","1","Off Top","Direct",9.51,24.73,0.252241682931101,-1.07325510297027,-0.821816904423955,0.65
"293","Billingham","Lymm","First Half","Right to Left",00:14:02,"Lineout",94.87,70,95.01,59.83,"Ath2","Ath7",7,"Middle","1","Down and Drive","None",10.17,5.13,0.47348153588601,-0.998788238105726,-1.55282957484499,0.74
"294","Billingham","Lymm","First Half","Right to Left",00:15:39,"Lineout",34.51,70,34.65,56.41,"Ath2","Ath7",5,"Back","0","Lost","Direct",13.59,65.49,1.61990622847054,-0.936518532141414,0.698391077533267,0.31
"295","Billingham","Lymm","First Half","Right to Left",00:31:16,"Lineout",94.59,0,94.59,11.3,"Ath2","Ath29",7,"Back","1","Down and Drive","None",11.3,5.41,0.852270981096686,-0.335006011640787,-1.54238653669612,0.72
"296","Billingham","Lymm","First Half","Right to Left",00:36:14,"Lineout",73.3,70,73.02,56.81,"Ath2","Ath4",5,"Back","0","Catch and Run","None",13.19,26.7,1.48582146910392,-0.143703203626713,-0.748342671733677,0.6
"297","Billingham","Chester","Second Half","Right to Left",00:48:18,"Lineout",8.74,0,8.74,4.99,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,91.26,-1.2629160979116,0.321072746045063,1.65952355287766,0.72
"298","Billingham","Chester","Second Half","Right to Left",00:55:01,"Lineout",79.19,0,79.33,9.59,"Ath2","Ath6",7,"Middle","1","Down and Drive","None",9.59,20.81,0.279058634804423,0.579780905876176,-0.968019438508163,0.62
"299","Billingham","Chester","Second Half","Right to Left",01:00:31,"Lineout",40.67,0,40.81,7.49,"Ath2","Ath8",5,"Front","1","Off Top","Direct",7.49,59.33,-0.424886351870285,0.791626297301157,0.468644238258083,0.69
"300","Billingham","Chester","Second Half","Right to Left",01:07:26,"Lineout",72.6,0,72.6,8.67,"Ath2","Ath6",5,"Middle","0","Loose Ball","Indirect",8.67,27.4,-0.0293363117387823,1.05803792591136,-0.722235076361497,0.74
"301","Billingham","Chester","Second Half","Right to Left",01:09:37,"Lineout",90.11,0,90.11,6.3,"Ath2","Ath8",7,"Front","1","Down and Drive","None",6.3,9.89,-0.823788510985954,1.14213412674976,-1.37529792631417,0.91
"302","Billingham","Chester","Second Half","Right to Left",01:10:39,"Lineout",67.84,0,68.12,8.93,"Ath2","Ath7",7,"Middle","0","Lost","Indirect",8.93,32.16,0.0578187818495149,1.18193538210839,-0.544703427830673,0.79
"303","Billingham","Chester","Second Half","Right to Left",01:12:29,"Lineout",94.73,0,94.73,5.64,"Ath2","Ath6",7,"Front","1","Down and Drive","None",5.64,5.27,-1.04502836394086,1.25255051258339,-1.54760805577056,0.83
"304","Billingham","Chester","Second Half","Right to Left",01:17:02,"Lineout",94.87,70,94.73,62.6,"Ath2","Ath7",7,"Front","1","Down and Drive","None",7.4,5.13,-0.455055422727773,1.42780442730769,-1.55282957484499,0.85
"305","Billingham","Chester","Second Half","Right to Left",01:24:13,"Lineout",37.45,0,37.59,5.51,"Ath2","Ath6",7,"No Jump Front","1","Catch and Run","Direct",5.51,62.55,-1.08860591073501,1.70448734762335,0.588739176970111,0.63
"306","Billingham","Fylde","Second Half","Right to Left",01:12:38,"Lineout",94.73,70,94.45,62.33,"Ath2","Ath6",7,"Front","1","Down and Drive","None",7.68,5.27,-0.361196091171145,1.25832811416771,-1.54760805577056,0.85
"307","Billingham","Sheffield Tigers","Second Half","Right to Left",00:55:34,"Lineout",12.24,70,12.52,63.91,"Ath2","Ath6",7,"Front","0","Lost","Indirect",6.1,87.76,-0.890830890669259,0.600965445018674,1.52898557601676,0.83
"308","Billingham","Sheffield Tigers","Second Half","Right to Left",00:57:29,"Lineout",5.24,70,5.24,59.57,"Ath2","Ath29",7,"Middle","1","Catch and Run","Direct",10.43,94.76,0.560636629474307,0.674790354151622,1.79006152973856,0.47
"309","Billingham","Sheffield Tigers","Second Half","Right to Left",01:04:48,"Lineout",36.47,0,36.19,11.17,"Ath16","Ath6",5,"Middle","0","Lost","None",11.17,63.53,0.808693434302537,0.956608920320006,0.625289810491163,0.67
"310","Billingham","Sheffield Tigers","Second Half","Right to Left",01:07:31,"Lineout",95.01,70,94.59,63.91,"Ath16","Ath8",5,"Front","1","Down and Drive","Direct",6.1,4.99,-0.890830890669259,1.06124770456931,-1.55805109391943,0.87
"311","Billingham","Sheffield Tigers","Second Half","Right to Left",01:20:25,"Lineout",10.56,0,10.14,9.72,"Ath16","Ath8",7,"Middle","1","Down and Drive","Direct",9.73,89.44,0.325988300582737,1.55812144082063,1.59164380491,0.71
"312","Billingham","Harrogate","Second Half","Right to Left",00:48:25,"Lineout",53.84,0,53.84,12.88,"Ath2","Ath7",5,"Back","0","Lost","None",12.88,46.16,1.3819057805948,0.325566436166199,-0.0225515203870742,0.45
"313","Billingham","Harrogate","Second Half","Right to Left",00:48:25,"Lineout",42.63,0,42.77,9.46,"Ath2","Ath39",5,"Middle","0","Lost","None",9.46,57.37,0.235481088010275,0.325566436166199,0.395542971215979,0.75
