"","Team","Opponent","Half","Direction","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","Thrower_ID","Receiver_ID","Lineout_Numbers","Lineout_Destination","Lineout_Outcome","Lineout_Secondary_Outcome","Contested","Distance","m_oppo_line","Distance_scaled","Minute_scaled","m_oppo_line_scaled","predit_success"
"1","Billingham","Chester","First Half","Left to Right",00:03:18,"Lineout",58.63,70.27,58.63,64.75,"Ath2","Ath7",7,"Front","1","Down and Drive","Direct",5.52,41.37,-1.08525379175085,-1.41220772925023,-0.20120206586242,0.61
"2","Billingham","Chester","First Half","Left to Right",00:06:43,"Lineout",5.55,70.27,5.55,64.88,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.39,94.45,-1.12883133854499,-1.28060680427411,1.77849959464517,0.86
"3","Billingham","Chester","First Half","Left to Right",00:11:54,"Lineout",64.23,70.14,64.79,64.49,"Ath2","Ath8",7,"Front","0","Off Top","Direct",5.68,35.77,-1.0316198880042,-1.08095857174936,-0.41006282883986,0.74
"4","Billingham","Chester","First Half","Left to Right",00:12:50,"Lineout",63.53,70.27,64.23,61.07,"Ath2","Ath8",7,"Middle","0",NA,"Direct",9.23,36.47,0.158382351374473,-1.04500905078027,-0.38395523346768,0.58
"5","Billingham","Chester","First Half","Left to Right",00:21:48,"Lineout",61.43,70.14,61.29,65.15,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,38.57,-1.2629160979116,-0.69963686718439,-0.30563244735114,0.78
"6","Billingham","Chester","First Half","Left to Right",00:23:22,"Lineout",62.41,0.3,62.27,5.56,"Ath2","Ath7",7,"Front","1","Down and Drive","Direct",5.26,37.59,-1.17240888533914,-0.63929302841485,-0.342183080872192,0.69
"7","Billingham","Harrogate","First Half","Left to Right",00:01:04,"Lineout",56.67,0,57.09,10.17,"Ath2","Ath8",7,"Middle","1","Off Top","Direct",10.18,43.33,0.476833654870175,-1.49822979728341,-0.128100798820316,0.4
"8","Billingham","Harrogate","First Half","Left to Right",00:11:14,"Lineout",40,0,39.72,7.8,"Ath2","Ath6",7,"Front","1","Off Top","Indirect",7.81,60,-0.317618544376996,-1.10663680101299,0.493632936685741,0.6
"9","Billingham","Harrogate","First Half","Left to Right",00:17:25,"Lineout",34.96,70,34.54,55.41,"Ath2","Ath7",5,"Back","1","Off Top","None",14.6,65.04,1.95847024587123,-0.868471224592784,0.681607623365436,0.37
"10","Billingham","Harrogate","First Half","Left to Right",00:22:28,"Lineout",35.66,70,35.38,65.01,"Ath2","Ath6",5,"Front","0","Lost","Direct",5,64.34,-1.25956397892744,-0.673958637920756,0.655500027993257,0.51
"11","Billingham","Harrogate","First Half","Left to Right",00:25:24,"Lineout",72.77,70,72.77,56.6,"Ath2","Ath29",7,"Back","0","Lost","None",13.4,27.23,1.55621596777139,-0.560974429160766,-0.728575492380455,0.44
"12","Billingham","Harrogate","First Half","Left to Right",00:27:17,"Lineout",89.86,70,89.86,62.65,"Ath2","Ath8",7,"Middle","1","Loose Ball","None",7.35,10.14,-0.471816017648599,-0.488433431491,-1.36597378510982,0.84
"13","Billingham","Harrogate","First Half","Left to Right",00:34:22,"Lineout",94.62,70,94.62,65.01,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,5.38,-1.2629160979116,-0.215602245564888,-1.54350543364064,0.77
"14","Billingham","Harrogate","First Half","Left to Right",00:37:19,"Lineout",23.61,0,23.75,5.56,"Ath2","Ath8",7,"Front","1","Down and Drive","Indirect",5.56,76.39,-1.07184531581418,-0.101976081073308,1.10492363404293,0.88
"15","Billingham","Tynedale","Second Half","Left to Right",00:48:00,"Lineout",62.55,0,62.83,14.77,"Ath2","Ath8",7,"Back","1","Catch and Run","Indirect",14.77,37.45,2.01545626860204,0.309517542876428,-0.347404599946628,0.39
"16","Billingham","Tynedale","Second Half","Left to Right",00:49:57,"Lineout",84.26,70,84.68,64.36,"Ath2","Ath6",7,"Front","0","Catch and Run","Direct",5.66,15.74,-1.03832412597253,0.384626363472558,-1.15711302213238,0.38
"17","Billingham","Tynedale","Second Half","Left to Right",01:19:46,"Lineout",76.97,70,76.97,64.75,"Ath16","Ath6",7,"No Jump Front","0","Lost","Direct",5.25,23.03,-1.17576100432331,1.53308516728859,-0.885221064613535,0.48
"18","Billingham","Tynedale","Second Half","Left to Right",01:28:38,"Lineout",80.76,70,80.62,57.12,"Ath16","Ath29",7,"Back","1","Down and Drive","Indirect",12.88,19.24,1.3819057805948,1.87460561649492,-1.02657504527148,0.49
"19","Billingham","Otley","Second Half","Left to Right",00:43:48,"Lineout",38.88,0,38.88,13.98,"Ath2","Ath29",7,"Back","1","Off Top","Direct",13.98,61.12,1.75063886885298,0.147744698515534,0.535405089281229,0.22
"20","Billingham","Otley","Second Half","Left to Right",00:53:10,"Lineout",26.7,0,26.84,7.4,"Ath2","Ath8",7,"Front","0","Lost","Indirect",7.4,73.3,-0.455055422727773,0.508523819669592,0.98967724875716,0.86
"21","Billingham","Otley","Second Half","Left to Right",01:06:14,"Lineout",71.51,0,71.93,13.85,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.86,28.49,1.710413441043,1.01181711323682,-0.681581820710531,0.7
"22","Billingham","Hull","First Half","Left to Right",00:05:11,"Lineout",49.66,0,49.94,13.59,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.59,50.34,1.61990622847054,-1.33966673158047,0.133348120549658,0.54
"23","Billingham","Hull","First Half","Left to Right",00:15:48,"Lineout",60.39,0,60.39,8.26,"Ath2","Ath8",7,"Front","0","Lost","Indirect",8.26,39.61,-0.166773190089559,-0.930740930557096,-0.266844019941044,0.8
"24","Billingham","Hull","First Half","Left to Right",00:19:25,"Lineout",89.8,70,90.08,60.47,"Ath2","Ath8",7,"Middle","1","Down and Drive","None",9.53,10.2,0.258945920899432,-0.791436536801882,-1.36373599122078,0.77
"25","Billingham","Hull","First Half","Left to Right",00:25:39,"Lineout",29.15,70,29.15,59.95,"Ath2","Ath8",7,"Middle","1","Off Top","None",10.05,70.85,0.433256108076026,-0.551345093186903,0.89830066495453,0.71
"26","Billingham","Hull","First Half","Left to Right",00:40:44,"Lineout",49.04,0,48.9,11.28,"Ath2","Ath6",7,"Middle","0","Lost","Direct",11.28,50.96,0.845566743128355,0.0296248439028169,0.156471990736446,0.28
"27","Billingham","Leeds Tykes","Second Half","Left to Right",00:57:08,"Lineout",53.26,0,53.12,10.43,"Ath16","Ath6",5,"Middle","1","Catch and Run","Direct",10.43,46.74,0.560636629474307,0.661309283788214,-0.000919512792982078,0.34
"28","Billingham","Leeds Tykes","Second Half","Left to Right",01:01:43,"Lineout",21.47,0,21.47,10.56,"Ath16","Ath6",7,"Middle","0","Lost","None",10.56,78.53,0.604214176268456,0.837847109975698,1.18473828275216,0.54
"29","Billingham","Leeds Tykes","Second Half","Left to Right",01:05:17,"Lineout",11.38,0,11.38,8.72,"Ath2","Ath6",7,"Middle","1","Down and Drive","Direct",8.72,88.62,-0.0125757168179557,0.975225636536141,1.56106062175973,0.39
"30","Billingham","Leeds Tykes","Second Half","Left to Right",01:17:47,"Lineout",26.23,0,26.23,7.67,"Ath2","Ath6",7,"Front","0","Lost","None",7.67,73.77,-0.36454821015531,1.45669243522928,1.00720663422134,0.73
"31","Billingham","Leeds Tykes","Second Half","Left to Right",01:26:27,"Lineout",54.38,0,54.38,10.3,"Ath2","Ath7",6,"Middle","1","Off Top","Direct",10.3,45.62,0.517059082680158,1.79050941565652,-0.0426916653884702,0.52
"32","Billingham","Hull I's","First Half","Left to Right",00:26:31,"Lineout",10.45,70,10.73,64.22,"Ath16","Ath6",6,"Front","1","Down and Drive","None",5.79,89.55,-0.994746579178383,-0.517963395144179,1.59574642703991,0.83
"33","Billingham","Hull I's","First Half","Left to Right",00:28:26,"Lineout",5.27,70,5.69,60.94,"Ath16","Ath6",6,"Middle","1","Down and Drive","Indirect",9.07,94.73,0.104748447627829,-0.444138486011231,1.78894263279404,0.74
"34","Billingham","Hull I's","First Half","Left to Right",00:29:38,"Lineout",18.57,70,18.57,63.17,"Ath16","Ath6",6,"Front","1","Down and Drive","None",6.83,81.43,-0.646126204825194,-0.39791767333669,1.29289832072262,0.81
"35","Billingham","Hull I's","First Half","Left to Right",00:35:48,"Lineout",37.76,70,37.62,62.51,"Ath2","Ath6",5,"Front","0","Catch and Run","Direct",7.49,62.24,-0.424886351870285,-0.160394052648075,0.577177241876717,0.62
"36","Billingham","Hull I's","First Half","Left to Right",00:42:40,"Lineout",60.31,70,60.59,64.88,"Ath2","Ath7",7,"Front","1","Off Top","None",5.13,39.69,-1.21598643213329,0.104091708767356,-0.263860294755652,0.92
"37","Billingham","Wharfedale","Second Half","Left to Right",00:48:29,"Lineout",83.56,0,83.42,10.43,"Ath2","Ath6",7,"Middle","1","Down and Drive","Indirect",10.43,16.44,0.560636629474307,0.328134259092563,-1.1310054267602,0.8
"38","Billingham","Wharfedale","Second Half","Left to Right",00:49:25,"Lineout",93.22,0,92.8,9.24,"Ath2","Ath29",7,"Front","0","Lost","Direct",9.25,6.78,0.165086589342804,0.36408378006165,-1.49129024289628,0.7
"39","Billingham","Wharfedale","Second Half","Left to Right",01:07:19,"Lineout",23.61,0,23.33,14.11,"Ath2","Ath29",7,"Back","1","Off Top","Indirect",14.11,76.39,1.79421641564713,1.05354423579022,1.10492363404293,0.72
"40","Billingham","Wharfedale","Second Half","Left to Right",01:20:28,"Lineout",26.28,0,26.56,13.72,"Ath2","Ath7",5,"Back","1","Off Top","Indirect",13.72,73.72,1.66348377526468,1.56004730801541,1.00534180598047,0.8
"41","Billingham","Wharfedale","Second Half","Left to Right",01:23:03,"Lineout",46.44,70,46.72,56.07,"Ath2","Ath7",5,"Back","1","Off Top","Direct",13.93,53.56,1.73387827393215,1.65955044641199,0.253443059261686,0.58
"42","Billingham","Wharfedale","Second Half","Left to Right",01:28:58,"Lineout",67.17,0,67.17,6.61,"Ath2","Ath29",5,"Front","1","Off Top","None",6.61,32.83,-0.71987282247683,1.88744473112674,-0.519714729403015,0.95
"43","Billingham","Sheffield","First Half","Left to Right",00:02:41,"Lineout",14.65,0,14.93,9.9,"Ath16","Ath8",7,"Middle","1","Down and Drive","Indirect",9.9,85.35,0.382974323313547,-1.4359600913191,1.43910085480683,0.6
"44","Billingham","Sheffield","First Half","Left to Right",00:13:25,"Lineout",20.67,0,20.67,10.69,"Ath16","Ath7",7,"Middle","1","Down and Drive","Direct",10.69,79.33,0.647791723062604,-1.02254060017459,1.21457553460608,0.23
"45","Billingham","Sheffield","First Half","Left to Right",00:15:40,"Lineout",9.33,70,9.33,61.86,"Ath16","Ath6",7,"Middle","0","Lost","Direct",8.14,90.67,-0.206998617899542,-0.935876576409823,1.6375185796354,0.25
"46","Billingham","Sheffield","First Half","Left to Right",00:26:41,"Lineout",26.42,70,26.56,63.3,"Ath16","Ath8",7,"Front","0","Lost","Direct",6.7,73.58,-0.689703751619342,-0.51154383782827,1.00012028690603,0.56
"47","Billingham","Sheffield","First Half","Left to Right",00:29:14,"Lineout",10.31,70,10.03,63.96,"Ath16","Ath7",7,"Front","0","Lost","Direct",6.05,89.69,-0.907591485590085,-0.41332461089487,1.60096794611435,0.47
"48","Billingham","Sheffield","First Half","Left to Right",00:36:50,"Lineout",62.55,70,63.39,58.17,"Ath16","Ath7",5,"Back","1","Off Top","Indirect",11.86,37.45,1.03998964420994,-0.120592797289442,-0.347404599946628,0.55
"49","Billingham","Sheffield","First Half","Left to Right",00:37:55,"Lineout",27.68,70,27.82,58.17,"Ath16","Ath7",5,"Back","0","Catch and Run","Indirect",11.83,72.32,1.02993328725745,-0.0788656747360369,0.953126615236108,0.52
"50","Billingham","Preston","First Half","Left to Right",00:05:02,"Lineout",50.78,0,51.34,10.3,"Ath16","Ath8",7,"Middle","1","Off Top","None",10.32,49.22,0.523763320648489,-1.34544433316479,0.0915759679541697,0.83
"51","Billingham","Preston","First Half","Left to Right",00:07:16,"Lineout",95.04,70,94.9,60.67,"Ath16","Ath6",7,"Middle","1","Down and Drive","None",9.33,4.95999999999999,0.191903541216126,-1.25942226513161,-1.55916999086395,0.75
"52","Billingham","Preston","First Half","Left to Right",00:08:18,"Lineout",94.76,70,94.9,64.36,"Ath16","Ath39",7,"Front","1","Down and Drive","None",5.64,5.24,-1.04502836394086,-1.21962100977298,-1.54872695271508,0.95
"53","Billingham","Preston","First Half","Left to Right",00:11:45,"Lineout",59.05,0,59.05,13.98,"Ath16","Ath6",7,"Back","0","Off Top","Indirect",13.98,40.95,1.75063886885298,-1.08673617333367,-0.216866623085728,0.55
"54","Billingham","Preston","First Half","Left to Right",00:17:43,"Lineout",94.62,0,94.34,10.3,"Ath16","Ath39",7,"Middle","1","Down and Drive","None",10.3,5.38,0.517059082680158,-0.856916021424148,-1.54350543364064,0.89
"55","Billingham","Preston","First Half","Left to Right",00:19:08,"Lineout",94.48,0,94.34,7.93,"Ath16","Ath7",7,"Front","1","Off Top","None",7.93,5.52,-0.277393116567013,-0.802349784238926,-1.53828391456621,0.87
"56","Billingham","Preston","First Half","Left to Right",00:23:33,"Lineout",40.14,70,40.42,58.83,"Ath16","Ath39",7,"Back","1","Off Top","Indirect",11.17,59.86,0.808693434302537,-0.63223151536735,0.488411417611305,0.86
"57","Billingham","Preston","First Half","Left to Right",00:36:38,"Lineout",81.46,0,81.74,6.35,"Ath16","Ath6",7,"Front","1","Down and Drive","None",6.36,18.54,-0.803675797080962,-0.128296266068532,-1.05268264064366,0.88
"58","Billingham","Preston","First Half","Left to Right",00:37:49,"Lineout",93.92,0,93.78,7.4,"Ath16","Ath6",7,"Front","1","Down and Drive","None",7.4,6.08,-0.455055422727773,-0.082717409125582,-1.51739783826846,0.87
"59","Billingham","Lymm","First Half","Left to Right",00:01:33,"Lineout",25.71,0,26.14,9.64,"Ath16","Ath8",7,"Middle","0","Lost","Direct",9.65,74.29,0.299171348709415,-1.47961308106727,1.02660084792639,0.54
"60","Billingham","Lymm","First Half","Left to Right",00:17:11,"Lineout",27.54,70,27.12,58.31,"Ath16","Ath6",7,"Back","1","Off Top","Indirect",11.7,72.46,0.986355740463297,-0.877458604835056,0.958348134310545,0.55
"61","Billingham","Lymm","First Half","Left to Right",00:30:36,"Lineout",48.4,70,48.54,58.31,"Ath16","Ath29",5,"Back","0","Lost","Indirect",11.69,51.6,0.983003621479132,-0.36068424090442,0.180341792219582,0.7
"62","Billingham","Chester","First Half","Left to Right",00:03:49,"Lineout",53.59,0,53.59,7.27,"Ath2","Ath8",7,"Front","1","Off Top","Direct",7.27,46.41,-0.498632969521921,-1.39230710157092,-0.0132273791827243,0.64
"63","Billingham","Chester","First Half","Left to Right",00:07:42,"Lineout",64.23,0,64.51,9.11,"Ath2","Ath6",7,"Front","0","Lost","Direct",9.11,35.77,0.11815692356449,-1.24273141611025,-0.41006282883986,0.35
"64","Billingham","Chester","First Half","Left to Right",00:11:39,"Lineout",64.79,70,65.21,56.99,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.02,35.21,1.42883544637311,-1.09058790772322,-0.430948905137604,0.66
"65","Billingham","Chester","First Half","Left to Right",00:18:41,"Lineout",94.9,0,95.04,9.77,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",9.77,5.09999999999999,0.339396776519398,-0.819682588991879,-1.55394847178952,0.82
"66","Billingham","Chester","First Half","Left to Right",00:21:17,"Lineout",94.62,0,93.92,10.03,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.05,5.38,0.433256108076026,-0.719537494863706,-1.54350543364064,0.82
"67","Billingham","Chester","First Half","Left to Right",00:29:25,"Lineout",54.71,0,54.57,10.56,"Ath2","Ath8",7,"Middle","0","Lost","Direct",10.56,45.29,0.604214176268456,-0.406263097847371,-0.0549995317782121,0.55
"68","Billingham","Chester","First Half","Left to Right",00:38:19,"Lineout",54.57,0,54.71,13.59,"Ath2","Ath6",7,"Back","0","Catch and Run","Direct",13.59,45.43,1.61990622847054,-0.0634587371778565,-0.0497780127037761,0.23
"69","Billingham","Chester","First Half","Left to Right",00:40:04,"Lineout",71.51,0,71.37,6.22,"Ath2","Ath8",7,"Front","1","Down and Drive","None",6.22,28.49,-0.850605462859276,0.00394661463918287,-0.681581820710531,0.91
"70","Billingham","Chester","First Half","Left to Right",00:41:10,"Lineout",91.12,0,90.56,10.56,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.57,8.88,0.607566295252621,0.046315692924179,-1.41296745677974,0.84
"71","Billingham","Sheffield Tigers","Second Half","Left to Right",00:55:15,"Lineout",51.48,0,51.76,6.09,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",6.1,48.52,-0.890830890669259,0.588768286118448,0.0654683725819899,0.82
"72","Billingham","Sheffield Tigers","Second Half","Left to Right",01:01:04,"Lineout",58.63,0,58.77,5.69,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",5.69,41.37,-1.02826776902004,0.812810836443655,-0.20120206586242,0.84
"73","Billingham","Sheffield Tigers","Second Half","Left to Right",01:06:14,"Lineout",25.57,0,26.56,5.69,"Ath2","Ath8",7,"No Jump Front","1","Catch and Run","Indirect",5.78,74.43,-0.998098698162548,1.01181711323682,1.03182236700082,0.94
"74","Billingham","Sheffield Tigers","Second Half","Left to Right",01:12:15,"Lineout",81.6,70,81.6,64.49,"Ath2","Ath39",7,"Front","1","Down and Drive","Direct",5.51,18.4,-1.08860591073501,1.24356313234112,-1.0579041597181,0.89
"75","Billingham","Sheffield Tigers","Second Half","Left to Right",01:13:20,"Lineout",90.28,70,90.56,60.8,"Ath2","Ath8",7,"Middle","1","Down and Drive","Direct",9.2,9.72,0.148325994421977,1.28529025489452,-1.38163834233313,0.77
"76","Billingham","Tynedale","First Half","Left to Right",00:06:46,"Lineout",44.48,70,44.62,62.91,"Ath2","Ath39",7,"Front","1","Off Top","Indirect",7.09,55.52,-0.558971111236896,-1.27868093707934,0.32654432630379,0.75
"77","Billingham","Tynedale","First Half","Left to Right",00:11:48,"Lineout",77.11,70,77.11,64.36,"Ath2","Ath39",7,"Front","1","Down and Drive","None",5.64,22.89,-1.04502836394086,-1.0848103061389,-0.890442583687971,0.81
