ID,Venue,Team,Opponent,Half,Direction,Minute,Event_Type,Start_X,Start_Y,End_X,End_Y,GLS,Linebreak,Prior_GLS,Type,Pass_Receipt,Source,Defenders_Infront,Tackle_Type,Outcome,Kick_Type,Kick_Outcome,Possession_Type,Pen_Type,Pen_Won_Type,Pass_Type,Kick_Receipt,Kick_Receipt_Source,Kick_Type_Received,Catch_Pressure,Try_Outcome,Try_Assist_Type,Thrower_ID,Receiver_ID,Lineout_Numbers,Lineout_Destination,Lineout_Outcome,Lineout_Secondary_Outcome,Contested,Scrum_Outcome,Scrum_Dominance,Secondary_Outcome,Card_Colour,Player_On,Player_Off,Substitution_Type,Defender_Beaten_Type,Offload_Outcome,Interception_Outcome,Error,Error_Outcome,Turnover_Won,Additional_Info
13,Away,Billingham,Preston,First Half,Right to Left,00:19:09,Tackle,51.18,10.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:19:09,Tackle,52.21,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,Away,Billingham,Preston,First Half,Right to Left,00:19:18,Tackle,53.23,21.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,Away,Billingham,Preston,First Half,Right to Left,00:19:24,Tackle,53.74,28.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:19:24,Tackle,53.57,28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,Away,Billingham,Preston,First Half,Right to Left,00:19:29,Pen Won,54.76,26.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jackel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:19:55,Possession,53.4,24.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:20:00,Kick,54.08,24.11,22.06,-0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touch Kick,In Touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:20:00,Possession,22.06,-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:20:25,Possession,22.4,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:20:26,Lineout,21.03,0.07,20.69,10.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,7,Middle,Lost,Lost,Indirect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:20:26,Possession,20.35,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:21:17,Scrum,21.72,15.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposition,Neutral,Eight Pick,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,Away,Billingham,Preston,First Half,Right to Left,00:21:22,Tackle,22.06,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,Away,Billingham,Preston,First Half,Right to Left,00:21:24,Tackle,30.4,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29,Away,Billingham,Preston,First Half,Right to Left,00:21:25,Tackle,37.05,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:21:26,Tackle,38.24,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assist,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,Away,Billingham,Preston,First Half,Right to Left,00:21:35,Tackle,39.26,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,Away,Billingham,Preston,First Half,Right to Left,00:21:42,Tackle,38.07,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Dominant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:21:51,Tackle,36.53,51.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
24,Away,Billingham,Preston,First Half,Right to Left,00:21:56,Tackle,53.23,64.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,Away,Billingham,Preston,First Half,Right to Left,00:22:03,Tackle,50.16,45.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:22:13,Possession,76.56,6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:22:13,Kick Received,76.56,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Opposition,Punt,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:22:20,Carry,75.71,7.15,53.57,13.77,0,0,0,Kick Return,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:22:16,Defender Beaten,63.28,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran Over,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:22:17,Defender Beaten,60.89,10.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ran Over,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:22:20,Ruck,53.57,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:22:21,Pass,54.25,14.22,54.25,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,Away,Billingham,Preston,First Half,Right to Left,00:22:27,Carry,55.78,16.92,54.08,27.14,0,0,0,One Out,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:22:27,Ruck,54.08,27.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:22:29,Pass,54.08,27.14,54.08,27.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13,Away,Billingham,Preston,First Half,Right to Left,00:22:32,Error,59.7,47.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,To Floor,,
13,Away,Billingham,Preston,First Half,Right to Left,00:22:32,Possession,59.36,47.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:23:34,Scrum,59.02,54.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opposition,Neutral,Eight Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:23:44,Tackle,59.7,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Dominant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:23:47,Tackle,62.25,21.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,Away,Billingham,Preston,First Half,Right to Left,00:23:47,Tackle,62.77,18.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assist,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,Away,Billingham,Preston,First Half,Right to Left,00:23:53,Tackle,63.79,27.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,Away,Billingham,Preston,First Half,Right to Left,00:24:00,Tackle,66.68,54.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,Away,Billingham,Preston,First Half,Right to Left,00:24:01,Tackle,68.39,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,Away,Billingham,Preston,First Half,Right to Left,00:24:04,Tackle,74.52,53.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,Away,Billingham,Preston,First Half,Right to Left,00:24:05,Tackle,76.73,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
24,Away,Billingham,Preston,First Half,Right to Left,00:24:11,Tackle,78.27,68.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missed,Passive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15,Away,Billingham,Preston,First Half,Right to Left,00:24:13,Tackle,90.19,64.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,Away,Billingham,Preston,First Half,Right to Left,00:24:19,Tackle,94.45,52.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4,Away,Billingham,Preston,First Half,Right to Left,00:24:19,Tackle,94.28,52.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assist,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,Away,Billingham,Preston,First Half,Right to Left,00:24:25,Tackle,94.96,51.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,Away,Billingham,Preston,First Half,Right to Left,00:24:35,Tackle,94.79,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,Away,Billingham,Preston,First Half,Right to Left,00:24:35,Tackle,94.28,48.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assist,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,Away,Billingham,Preston,First Half,Right to Left,00:24:45,Tackle,99.73,42.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Dominant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:26:52,Kick,50.16,34.77,25.46,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kick-Off,Opposition Collection Full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29,Away,Billingham,Preston,First Half,Right to Left,00:26:53,Tackle,25.46,7.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
14,Away,Billingham,Preston,First Half,Right to Left,00:26:53,Tackle,25.63,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,Assist,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,Away,Billingham,Preston,First Half,Right to Left,00:27:02,Tackle,22.23,18.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successful,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:27:48,Possession,21.03,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:27:48,Lineout,20.86,-0.15,20.86,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,5,Front,Successful,Off Top,Direct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,Away,Billingham,Preston,First Half,Right to Left,00:27:53,Carry,26.49,21.75,20.18,18.6,1,0,0,Other,On Target,Lineout,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:27:53,Ruck,20.18,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:27:55,Pass,22.06,19.5,22.06,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,Away,Billingham,Preston,First Half,Right to Left,00:27:59,Carry,26.31,29.27,21.72,31.4,0,0,0,One Out,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:27:59,Ruck,21.72,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:02,Pass,21.72,31.4,21.72,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,Away,Billingham,Preston,First Half,Right to Left,00:28:08,Carry,26.31,21.41,22.74,20.4,0,0,0,One Out,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:08,Ruck,22.74,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:10,Pass,22.74,22.2,22.74,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,Away,Billingham,Preston,First Half,Right to Left,00:28:14,Carry,26.14,12.43,22.23,12.99,0,0,0,One Out,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:14,Ruck,22.23,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:19,Pass,22.23,12.99,22.23,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gainline Not Made,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8,Away,Billingham,Preston,First Half,Right to Left,00:28:22,Carry,27.17,21.41,20.69,23.77,1,0,0,One Out,On Target,Multi-Phase,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,Away,Billingham,Preston,First Half,Right to Left,00:28:22,Ruck,20.69,23.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:28:24,Pen Won,21.38,22.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Offside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:28:24,Possession,21.38,23.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:28:48,Possession,21.89,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:28:50,Kick,21.89,14.34,5.19,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Touch Kick,In Touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:28:50,Possession,5.02,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,Away,Billingham,Preston,First Half,Right to Left,00:29:14,Possession,5.02,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Start,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Team,Away,Billingham,Preston,First Half,Right to Left,00:29:14,Lineout,4.85,-0.38,5.19,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,7,Front,Successful,Down and Drive,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
