"Team","Opponent","Half","Direction","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","Thrower_ID","Receiver_ID","Lineout_Numbers","Lineout_Destination","Lineout_Outcome","Lineout_Secondary_Outcome","Contested","Distance","m_oppo_line","Distance_scaled","Minute_scaled","m_oppo_line_scaled","predit_success"
"Billingham","Lymm","Second Half","Right to Left",01:14:16,"Lineout",24.01,0,24.01,13.27,"Ath2","Ath8",7,"Back","0","Lost","Direct",13.27,75.99,1.44810859581829,1.34329442116278,1.09766796984982,0.49
"Billingham","Lymm","Second Half","Right to Left",01:16:50,"Lineout",5.8,70,5.94,61.28,"Ath2","Ath6",7,"Front","1","Down and Drive","None",8.72,94.2,-0.031080432201722,1.44221861828451,1.77358618028794,0.69
"Billingham","Lymm","Second Half","Right to Left",01:21:12,"Lineout",66.44,0,65.88,12.35,"Ath2","Ath29",7,"Back","0","Lost","Direct",12.36,33.56,1.15227079021429,1.61051822637473,-0.477247443049104,0.46
"Billingham","Lymm","Second Half","Right to Left",01:25:18,"Lineout",45.43,0,45.57,4.84999999999999,"Ath2","Ath6",7,"Front","1","Down and Drive","Direct",4.85,54.57,-1.28920384724292,1.76853999580295,0.30260107981223,0.71
"Billingham","Chester","Second Half","Right to Left",00:43:31,"Lineout",60.56,0,60.84,11.69,"Ath2","Ath29",7,"Back","0","Catch and Run","Direct",11.69,39.44,0.934456142132219,0.158131150451132,-0.258993786960354,0.35
"Billingham","Chester","Second Half","Right to Left",00:55:00,"Lineout",60.56,0,60.56,12.22,"Ath2","Ath8",7,"Back","0","Catch and Run","Direct",12.22,39.44,1.10675728165983,0.600720577833422,-0.258993786960354,0.47
"Billingham","Chester","Second Half","Right to Left",01:06:31,"Lineout",74.43,0,74.57,8.41,"Ath16","Ath6",7,"Middle","0","Lost","Direct",8.41,25.57,-0.131860344000888,1.04459473504846,-0.773820013142491,0.49
"Billingham","Chester","Second Half","Right to Left",01:12:55,"Lineout",72.18,70,72.04,58.78,"Ath16","Ath39",7,"Middle","1","Loose Ball","Indirect",11.22,27.82,0.781660791985097,1.29126286293641,-0.690304583516694,0.81
"Billingham","Chester","Second Half","Right to Left",01:18:00,"Lineout",37.03,70,37.03,59.57,"Ath16","Ath6",5,"Middle","1","Off Top","Direct",10.43,62.97,0.524834565142062,1.48718416243075,0.614392017081874,0.42
"Billingham","Sheffield Tigers","First Half","Right to Left",00:02:06,"Lineout",37.59,70,36.89,56.02,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",14,62.41,1.68542903328084,-1.43814566674044,0.593605954597231,0.69
"Billingham","Sheffield Tigers","First Half","Right to Left",00:03:57,"Lineout",57.34,70,56.5,56.02,"Ath2","Ath29",7,"Back","1","Off Top","Indirect",14.01,42.66,1.68867999817759,-1.36684316102283,-0.139473927673657,0.6
"Billingham","Sheffield Tigers","First Half","Right to Left",00:04:42,"Lineout",47.39,70,46.97,59.83,"Ath2","Ath39",7,"Middle","1","Off Top","Direct",10.18,52.61,0.44356044272338,-1.33793673978596,0.22984986111598,0.67
"Billingham","Sheffield Tigers","First Half","Right to Left",00:15:22,"Lineout",39.69,70,39.69,60.49,"Ath2","Ath8",7,"Middle","0","Lost","Direct",9.51,60.31,0.225745794641313,-0.926823193306035,0.51565822027982,0.68
"Billingham","Sheffield Tigers","First Half","Right to Left",00:18:00,"Lineout",82.97,0,83.11,6.3,"Ath2","Ath39",7,"Front","1","Down and Drive","None",6.3,17.03,-0.817813937214563,-0.825329536518804,-1.0908074660333,0.92
"Billingham","Sheffield Tigers","First Half","Right to Left",00:21:21,"Lineout",94.73,70,94.59,59.83,"Ath2","Ath8",7,"Middle","0","Catch and Run","Direct",10.17,5.27,0.440309477826633,-0.696214188327454,-1.5273147782108,0.7
"Billingham","Sheffield Tigers","First Half","Right to Left",00:26:07,"Lineout",66.44,70,66.3,57.47,"Ath2","Ath39",7,"Back","0","Lost","Direct",12.53,33.56,1.20753719345899,-0.512497822244239,-0.477247443049104,0.64
"Billingham","Tynedale","Second Half","Right to Left",00:56:54,"Lineout",36.33,0,36.33,5.12,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",5.12,63.67,-1.20142779503074,0.673950178300158,0.640374595187678,0.59
"Billingham","Tynedale","Second Half","Right to Left",01:01:10,"Lineout",21.91,70,21.91,59.7,"Ath2","Ath6",7,"Middle","1","Down and Drive","None",10.3,78.09,0.482572021484348,0.838395596892126,1.17561570416723,0.37
"Billingham","Tynedale","Second Half","Right to Left",01:18:35,"Lineout",60.98,0,60.98,5.51,"Ath18","Ath8",7,"Front","0","Lost","Indirect",5.51,39.02,-1.0746401640576,1.50966693450387,-0.274583333823836,0.83
"Billingham","Tynedale","Second Half","Right to Left",01:25:44,"Lineout",49.08,0,48.66,5.64,"Ath18","Ath8",7,"Front","0","Lost","None",5.66,50.92,-1.02587569060639,1.78524148362869,0.167120493974826,0.8
"Billingham","Hull","Second Half","Right to Left",00:44:41,"Lineout",47.96,0,48.24,14.19,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",14.19,52.04,1.74719736631904,0.203096694597373,0.208692618944112,0.53
"Billingham","Hull","Second Half","Right to Left",00:45:49,"Lineout",5.66,0,5.8,7.75,"Ath2","Ath8",7,"Front","0","Loose Ball","None",7.75,94.34,-0.346424027186208,0.246777508910865,1.7787826959091,0.72
"Billingham","Hull","Second Half","Right to Left",00:52:49,"Lineout",77.37,0,77.37,5.38,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.38,22.63,-1.11690270771531,0.516570773788313,-0.882946841186866,0.85
"Billingham","Hull","Second Half","Right to Left",00:54:21,"Lineout",48.66,0,48.38,9.59,"Ath2","Ath7",7,"Middle","1","Off Top","Indirect",9.59,51.34,0.251753513815291,0.575668346094802,0.182710040838308,0.66
"Billingham","Hull","Second Half","Right to Left",01:13:53,"Lineout",56.22,0,56.36,13.4,"Ath16","Ath7",7,"Back","0","Lost","Indirect",13.4,43.78,1.490371139476,1.32852002808616,-0.097901802704371,0.55
"Billingham","Hull","Second Half","Right to Left",01:24:33,"Lineout",51.04,70,51.04,64.44,"Ath16","Ath8",7,"Front","1","Down and Drive","Direct",5.56,48.96,-1.05838533957386,1.73963357456608,0.0943692752785758,0.75
"Billingham","Leeds Tykes","First Half","Right to Left",00:11:14,"Lineout",77.65,70,77.51,62.6,"Ath2","Ath39",7,"Front","1","Down and Drive","Direct",7.4,22.35,-0.460207798572363,-1.086129692567,-0.893339872429188,0.7
"Billingham","Leeds Tykes","First Half","Right to Left",00:14:25,"Lineout",77.79,70,77.23,59.7,"Ath2","Ath29",7,"Middle","0","Lost","Direct",10.32,22.21,0.489073951277842,-0.963437993539403,-0.898536388050348,0.43
"Billingham","Leeds Tykes","First Half","Right to Left",00:30:07,"Lineout",92.63,70,92.63,62.99,"Ath2","Ath39",7,"Front","1","Down and Drive","Indirect",7.01,7.37,-0.586995429545507,-0.358330242314269,-1.44936704389338,0.9
"Billingham","Fylde","Second Half","Right to Left",00:47:15,"Lineout",22.89,0,22.89,5.12,"Ath2","Ath7",6,"Front","1","Off Top","None",5.12,77.11,-1.20142779503074,0.302020891719104,1.13924009481911,0.88
"Billingham","Fylde","Second Half","Right to Left",01:12:28,"Lineout",64.34,70,63.92,59.7,"Ath2","Ath8",7,"Middle","1","Off Top","Direct",10.31,35.66,0.485822986381095,1.27391901019429,-0.399299708731693,0.72
"Billingham","Fylde","Second Half","Right to Left",01:13:41,"Lineout",43.05,70,43.05,62.99,"Ath2","Ath8",7,"Front","1","Down and Drive","None",7.01,56.95,-0.586995429545507,1.32081164908966,0.390941845371963,0.91
"Billingham","Fylde","Second Half","Right to Left",01:21:54,"Lineout",40.81,0,40.67,4.84999999999999,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.85,59.19,-1.28920384724292,1.63749755286247,0.474086095310534,0.88
"Billingham","Fylde","Second Half","Right to Left",01:26:54,"Lineout",65.04,70,64.9,60.76,"Ath2","Ath4",7,"Middle","0","Catch and Run","None",9.24,34.96,0.137969742429136,1.83020702777494,-0.425282286837496,0.82
"Billingham","Hull I's","First Half","Right to Left",00:02:47,"Lineout",50.9,70,50.9,61.28,"Ath2","Ath8",7,"Middle","1","Off Top","None",8.72,49.1,-0.031080432201722,-1.41180870516907,0.0995657908997365,0.83
"Billingham","Hull I's","First Half","Right to Left",00:05:32,"Lineout",46.13,0,46.69,6.17,"Ath2","Ath7",7,"Front","1","Off Top","None",6.2,53.87,-0.850323586182036,-1.30581849396721,0.276618501706427,0.84
"Billingham","Hull I's","First Half","Right to Left",00:07:00,"Lineout",69.24,70,68.82,55.89,"Ath2","Ath39",7,"Back","1","Down and Drive","None",14.12,30.76,1.72444061204181,-1.24929038132622,-0.581177755472318,0.71
"Billingham","Hull I's","First Half","Right to Left",00:08:12,"Lineout",94.73,70,94.73,62.2,"Ath2","Ath8",7,"Front","1","Down and Drive","None",7.8,5.27,-0.330169202702472,-1.20304010734723,-1.5273147782108,0.88
"Billingham","Hull I's","First Half","Right to Left",00:09:49,"Lineout",94.59,70,94.59,59.83,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.17,5.41,0.440309477826633,-1.14073071045887,-1.52211826258964,0.85
"Billingham","Hull I's","First Half","Right to Left",00:13:07,"Lineout",56.92,70,57.06,55.23,"Ath2","Ath7",7,"Back","0","Loose Ball","Direct",14.77,43.08,1.93575333033038,-1.01354245701664,-0.123884380810175,0.37
"Billingham","Hull I's","First Half","Right to Left",00:21:02,"Lineout",28.63,0,28.63,5.64,"Ath2","Ath39",7,"Front","1","Off Top","None",5.64,71.37,-1.03237762039988,-0.708419121738577,0.926182954351518,0.92
"Billingham","Hull I's","First Half","Right to Left",00:23:18,"Lineout",84.09,0,84.09,5.51,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.51,15.91,-1.0746401640576,-0.621057493111593,-1.13237959100258,0.92
"Billingham","Hull I's","First Half","Right to Left",00:30:13,"Lineout",48.66,0,48.66,5.38,"Ath2","Ath39",7,"Front","1","Off Top","None",5.38,51.34,-1.11690270771531,-0.35447605281602,0.182710040838308,0.93
"Billingham","Hull I's","First Half","Right to Left",00:32:11,"Lineout",24.85,0,25.13,5.38,"Ath2","Ath8",6,"Front","1","Down and Drive","Direct",5.39,75.15,-1.11365174281857,-0.278676992683784,1.06648887612286,0.84
"Billingham","Hull I's","First Half","Right to Left",00:37:26,"Lineout",76.67,70,76.67,61.54,"Ath2","Ath8",6,"Middle","1","Off Top","Direct",8.46,23.33,-0.115605519517151,-0.0763320440256982,-0.856964263081063,0.79
"Billingham","Hull I's","First Half","Right to Left",00:40:31,"Lineout",93.19,70,93.33,59.57,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.43,6.81,0.524834565142062,0.042505465503654,-1.47015310637803,0.88
"Billingham","Wharfedale","Second Half","Right to Left",00:53:58,"Lineout",51.04,0,50.9,9.33,"Ath2","Ath7",7,"Middle","1","Off Top","Indirect",9.33,48.96,0.167228426499862,0.560893953018179,0.0943692752785758,0.87
"Billingham","Wharfedale","Second Half","Right to Left",01:04:40,"Lineout",23.59,70,24.15,57.2,"Ath16","Ath7",5,"Back","1","Off Top","None",12.81,76.41,1.29856421056791,0.97329222933085,1.1132575167133,0.77
"Billingham","Wharfedale","Second Half","Right to Left",01:08:53,"Lineout",79.05,70,79.33,64.44,"Ath16","Ath6",6,"No Jump Front","1","Catch and Run","None",5.57,20.95,-1.05513437467711,1.13581055317369,-0.945305028640795,0.91
"Billingham","Wharfedale","Second Half","Right to Left",01:21:32,"Lineout",25.97,0,25.97,6.96,"Ath16","Ath6",5,"Front","1","Loose Ball","None",6.96,74.03,-0.603250254029243,1.62336552470223,1.02491675115357,0.88
"Billingham","Wharfedale","Second Half","Right to Left",01:26:57,"Lineout",61.68,70,61.68,56.81,"Ath16","Ath7",5,"Back","1","Off Top","Direct",13.19,38.32,1.42210087664431,1.83213412252406,-0.300565911929639,0.66
"Billingham","Otley","Second Half","Right to Left",00:50:04,"Lineout",55.38,0,55.24,5.12,"Ath2","Ath39",5,"Front","1","Off Top","Direct",5.12,44.62,-1.20142779503074,0.410580562586458,-0.0667227089774068,0.81
"Billingham","Otley","Second Half","Right to Left",00:55:03,"Lineout",40.53,70,40.81,64.44,"Ath2","Ath39",5,"Front","1","Off Top","Direct",5.57,59.47,-1.05513437467711,0.602647672582546,0.484479126552856,0.8
"Billingham","Otley","Second Half","Right to Left",01:24:41,"Lineout",94.59,70,94.73,64.44,"Ath2","Ath6",5,"No Jump Front","1","Catch and Run","None",5.56,5.41,-1.05838533957386,1.74477249389708,-1.52211826258964,0.85
"Billingham","Sheffield","Second Half","Right to Left",00:47:11,"Lineout",56.5,0,56.36,4.99,"Ath2","Ath7",5,"Front","1","Off Top","Direct",4.99,43.5,-1.24369033868846,0.299451432053605,-0.108294833946693,0.54
"Billingham","Sheffield","Second Half","Right to Left",00:49:19,"Lineout",82.41,70,82.41,64.31,"Ath2","Ath29",5,"No Jump Front","0","Loose Ball","Indirect",5.69,17.59,-1.01612279591615,0.381674141349589,-1.07002140354865,0.73
"Billingham","Sheffield","Second Half","Right to Left",00:58:52,"Lineout",23.03,70,23.31,59.18,"Ath2","Ath7",5,"Middle","0","Lost","Direct",10.82,76.97,0.651622196115206,0.749749238432393,1.13404357919795,0.29
"Billingham","Preston","First Half","Right to Left",00:02:52,"Lineout",10.28,0,10.28,9.59,"Ath16","Ath8",7,"Middle","1","Down and Drive","None",9.59,89.72,0.251753513815291,-1.40859688058719,1.6072976804108,0.81
"Billingham","Preston","First Half","Right to Left",00:03:51,"Lineout",5.52,0,5.52,6.96,"Ath16","Ath7",7,"Front","1","Down and Drive","None",6.96,94.48,-0.603250254029243,-1.37069735052107,1.78397921153026,0.83
"Billingham","Preston","First Half","Right to Left",00:10:27,"Lineout",21.35,70,21.63,57.07,"Ath16","Ath29",7,"Back","0","Lost","None",12.93,78.65,1.33757578932888,-1.11632084363662,1.19640176665188,0.63
"Billingham","Preston","First Half","Right to Left",00:14:16,"Lineout",40.25,0,40.53,5.51,"Ath16","Ath7",7,"Front","0","Lost","Direct",5.52,59.75,-1.07138919916085,-0.969219277786777,0.494872157795177,0.77
"Billingham","Preston","First Half","Right to Left",00:44:22,"Lineout",26.95,70,27.23,64.44,"Ath16","Ath6",5,"No Jump Front","1","Catch and Run","Indirect",5.57,73.05,-1.05513437467711,0.19089176118625,0.988541141805446,0.9
"Billingham","Lymm","First Half","Right to Left",00:03:25,"Lineout",5.38,0,5.24,5.51,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.51,94.62,-1.0746401640576,-1.38739883834682,1.78917572715142,0.85
"Billingham","Lymm","First Half","Right to Left",00:05:56,"Lineout",25.41,0,25.13,8.41,"Ath2","Ath8",5,"Middle","1","Off Top","Direct",8.41,74.59,-0.131860344000888,-1.29040173597421,1.04570281363821,0.64
"Billingham","Lymm","First Half","Right to Left",00:08:47,"Lineout",13.5,70,13.78,61.41,"Ath2","Ath7",7,"Middle","1","Down and Drive","Indirect",8.59,86.5,-0.0733429758594368,-1.18055733527411,1.4877778211241,0.75
"Billingham","Lymm","First Half","Right to Left",00:12:06,"Lineout",75.27,70,75.41,60.49,"Ath2","Ath8",5,"Middle","1","Off Top","Direct",9.51,24.73,0.225745794641313,-1.05272671691551,-0.804999106869455,0.65
"Billingham","Lymm","First Half","Right to Left",00:14:02,"Lineout",94.87,70,95.01,59.83,"Ath2","Ath7",7,"Middle","1","Down and Drive","None",10.17,5.13,0.440309477826633,-0.978212386616025,-1.53251129383196,0.72
"Billingham","Lymm","First Half","Right to Left",00:15:39,"Lineout",34.51,70,34.65,56.41,"Ath2","Ath7",5,"Back","0","Lost","Direct",13.59,65.49,1.5521394725142,-0.915902989727662,0.707929298262767,0.35
"Billingham","Lymm","First Half","Right to Left",00:31:16,"Lineout",94.59,0,94.59,11.3,"Ath2","Ath29",7,"Back","1","Down and Drive","None",11.3,5.41,0.807668511159076,-0.314007063084402,-1.52211826258964,0.69
"Billingham","Lymm","First Half","Right to Left",00:36:14,"Lineout",73.3,70,73.02,56.81,"Ath2","Ath4",5,"Back","0","Catch and Run","None",13.19,26.7,1.42210087664431,-0.122582318004689,-0.731876708485979,0.6
"Billingham","Chester","Second Half","Right to Left",00:48:18,"Lineout",8.74,0,8.74,4.99,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,91.26,-1.24369033868846,0.342489881450721,1.66445935224357,0.71
"Billingham","Chester","Second Half","Right to Left",00:55:01,"Lineout",79.19,0,79.33,9.59,"Ath2","Ath6",7,"Middle","1","Down and Drive","None",9.59,20.81,0.251753513815291,0.601362942749797,-0.950501544261956,0.61
"Billingham","Chester","Second Half","Right to Left",01:00:31,"Lineout",40.67,0,40.81,7.49,"Ath2","Ath8",5,"Front","1","Off Top","Direct",7.49,59.33,-0.430949114501637,0.813343365153506,0.479282610931695,0.68
"Billingham","Chester","Second Half","Right to Left",01:07:26,"Lineout",72.6,0,72.6,8.67,"Ath2","Ath6",5,"Middle","0","Loose Ball","Indirect",8.67,27.4,-0.0473352566854586,1.07992480544908,-0.705894130380176,0.73
"Billingham","Chester","Second Half","Right to Left",01:09:37,"Lineout",90.11,0,90.11,6.3,"Ath2","Ath8",7,"Front","1","Down and Drive","None",6.3,9.89,-0.817813937214563,1.16407460949419,-1.35582976271249,0.88
"Billingham","Chester","Second Half","Right to Left",01:10:39,"Lineout",67.84,0,68.12,8.93,"Ath2","Ath7",7,"Middle","0","Lost","Indirect",8.93,32.16,0.0371898306299705,1.20390123430943,-0.529212599260711,0.78
"Billingham","Chester","Second Half","Right to Left",01:12:29,"Lineout",94.73,0,94.73,5.64,"Ath2","Ath6",7,"Front","1","Down and Drive","None",5.64,5.27,-1.03237762039988,1.27456137511067,-1.5273147782108,0.8
"Billingham","Chester","Second Half","Right to Left",01:17:02,"Lineout",94.87,70,94.73,62.6,"Ath2","Ath7",7,"Front","1","Down and Drive","None",7.4,5.13,-0.460207798572363,1.44992699728101,-1.53251129383196,0.82
"Billingham","Chester","Second Half","Right to Left",01:24:13,"Lineout",37.45,0,37.59,5.51,"Ath2","Ath6",7,"No Jump Front","1","Catch and Run","Direct",5.51,62.55,-1.0746401640576,1.72678627623858,0.598802470218392,0.63
"Billingham","Fylde","Second Half","Right to Left",01:12:38,"Lineout",94.73,70,94.45,62.33,"Ath2","Ath6",7,"Front","1","Down and Drive","None",7.68,5.27,-0.369180781463439,1.28034265935804,-1.5273147782108,0.83
"Billingham","Sheffield Tigers","Second Half","Right to Left",00:55:34,"Lineout",12.24,70,12.52,63.91,"Ath2","Ath6",7,"Front","0","Lost","Indirect",6.1,87.76,-0.882833235149509,0.622560984990168,1.53454646171455,0.83
"Billingham","Sheffield Tigers","Second Half","Right to Left",00:57:29,"Lineout",5.24,70,5.24,59.57,"Ath2","Ath29",7,"Middle","1","Catch and Run","Direct",10.43,94.76,0.524834565142062,0.696432950373278,1.79437224277258,0.51
"Billingham","Sheffield Tigers","Second Half","Right to Left",01:04:48,"Lineout",36.47,0,36.19,11.17,"Ath16","Ath6",5,"Middle","0","Lost","None",11.17,63.53,0.765405967501361,0.978431148661849,0.635178079566517,0.67
"Billingham","Sheffield Tigers","Second Half","Right to Left",01:07:31,"Lineout",95.01,70,94.59,63.91,"Ath16","Ath8",5,"Front","1","Down and Drive","Direct",6.1,4.99,-0.882833235149509,1.08313663003095,-1.53770780945312,0.86
"Billingham","Sheffield Tigers","Second Half","Right to Left",01:20:25,"Lineout",10.56,0,10.14,9.72,"Ath16","Ath8",7,"Middle","1","Down and Drive","Direct",9.73,89.44,0.297267022369753,1.58032707530511,1.59690464916848,0.71
"Billingham","Harrogate","Second Half","Right to Left",00:48:25,"Lineout",53.84,0,53.84,12.88,"Ath2","Ath7",5,"Back","0","Lost","None",12.88,46.16,1.32132096484515,0.346986435865345,-0.00956103714463888,0.47
"Billingham","Harrogate","Second Half","Right to Left",00:48:25,"Lineout",42.63,0,42.77,9.46,"Ath2","Ath39",5,"Middle","0","Lost","None",9.46,57.37,0.209490970157577,0.346986435865345,0.406531392235445,0.73
"Billingham","Harrogate","Second Half","Right to Left",01:02:36,"Lineout",79.47,0,79.47,5.51,"Ath16","Ath8",5,"Front","1","Down and Drive","Direct",5.51,20.53,-1.0746401640576,0.893638979700365,-0.960894575504277,0.73
"Billingham","Harrogate","Second Half","Right to Left",01:03:28,"Lineout",89.97,0,89.41,5.38,"Ath16","Ath39",5,"Front","0","Lost","Direct",5.41,10.03,-1.10714981302507,0.927041955351859,-1.35063324709133,0.77
"Billingham","Harrogate","Second Half","Right to Left",01:04:56,"Lineout",84.65,0,84.79,5.51,"Ath16","Ath35",5,"No Jump Front","1","Catch and Run","None",5.51,15.35,-1.0746401640576,0.983570067992848,-1.15316565348722,0.83
"Billingham","Harrogate","Second Half","Right to Left",01:10:46,"Lineout",62.1,0,61.82,9.72,"Ath16","Ath29",5,"Middle","1","Off Top","None",9.72,37.9,0.294016057473006,1.20839778872405,-0.316155458793122,0.64
"Billingham","Harrogate","Second Half","Right to Left",01:15:39,"Lineout",35.21,70,35.35,58.12,"Ath16","Ath39",5,"Middle","1","Off Top","Direct",11.88,64.79,0.996224475170418,1.39661070922189,0.681946720156964,0.5
