"Team","Opponent","Half","Direction","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","Thrower_ID","Receiver_ID","Lineout_Numbers","Lineout_Destination","Lineout_Outcome","Lineout_Secondary_Outcome","Contested","Distance","m_oppo_line","Distance_scaled","Minute_scaled","m_oppo_line_scaled","predit_success"
"Billingham","Chester","First Half","Left to Right",00:03:18,"Lineout",58.63,70.27,58.63,64.75,"Ath2","Ath7",7,"Front","1","Down and Drive","Direct",5.52,41.37,-1.07138919916085,-1.39189539276145,-0.187356107325781,0.63
"Billingham","Chester","First Half","Left to Right",00:06:43,"Lineout",5.55,70.27,5.55,64.88,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.39,94.45,-1.11365174281857,-1.2602105849046,1.78286567246859,0.83
"Billingham","Chester","First Half","Left to Right",00:11:54,"Lineout",64.23,70.14,64.79,64.49,"Ath2","Ath8",7,"Front","0","Off Top","Direct",5.68,35.77,-1.01937376081289,-1.06043509591201,-0.39521673217221,0.72
"Billingham","Chester","First Half","Left to Right",00:12:50,"Lineout",63.53,70.27,64.23,61.07,"Ath2","Ath8",7,"Middle","0",NA,"Direct",9.23,36.47,0.134718777532389,-1.02446266059502,-0.369234154066406,0.58
"Billingham","Chester","First Half","Left to Right",00:21:48,"Lineout",61.43,70.14,61.29,65.15,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,38.57,-1.24369033868846,-0.678870335585332,-0.291286419748995,0.76
"Billingham","Chester","First Half","Left to Right",00:23:22,"Lineout",62.41,0.3,62.27,5.56,"Ath2","Ath7",7,"Front","1","Down and Drive","Direct",5.26,37.59,-1.15591428647628,-0.618488033446094,-0.32766202909712,0.68
"Billingham","Harrogate","First Half","Left to Right",00:01:04,"Lineout",56.67,0,57.09,10.17,"Ath2","Ath8",7,"Middle","1","Off Top","Direct",10.18,43.33,0.44356044272338,-1.47797229155568,-0.114604888629531,0.44
"Billingham","Harrogate","First Half","Left to Right",00:11:14,"Lineout",40,0,39.72,7.8,"Ath2","Ath6",7,"Front","1","Off Top","Indirect",7.81,60,-0.326918237805725,-1.086129692567,0.504151649975821,0.61
"Billingham","Harrogate","First Half","Left to Right",00:17:25,"Lineout",34.96,70,34.54,55.41,"Ath2","Ath7",5,"Back","1","Off Top","None",14.6,65.04,1.88048692708568,-0.847812308591925,0.691226212337607,0.39
"Billingham","Harrogate","First Half","Left to Right",00:22:28,"Lineout",35.66,70,35.38,65.01,"Ath2","Ath6",5,"Front","0","Lost","Direct",5,64.34,-1.24043937379171,-0.653175738930337,0.665243634231804,0.53
"Billingham","Harrogate","First Half","Left to Right",00:25:24,"Lineout",72.77,70,72.77,56.6,"Ath2","Ath29",7,"Back","0","Lost","None",13.4,27.23,1.490371139476,-0.540119513648359,-0.712204185063014,0.45
"Billingham","Harrogate","First Half","Left to Right",00:27:17,"Lineout",89.86,70,89.86,62.65,"Ath2","Ath8",7,"Middle","1","Loose Ball","None",7.35,10.14,-0.476462623056099,-0.467532278097998,-1.34655027053185,0.81
"Billingham","Harrogate","First Half","Left to Right",00:34:22,"Lineout",94.62,70,94.62,65.01,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",4.99,5.38,-1.24369033868846,-0.194527188638675,-1.52323180165131,0.76
"Billingham","Harrogate","First Half","Left to Right",00:37:19,"Lineout",23.61,0,23.75,5.56,"Ath2","Ath8",7,"Front","1","Down and Drive","Indirect",5.56,76.39,-1.05838533957386,-0.0808285984403223,1.11251515733885,0.86
"Billingham","Tynedale","Second Half","Left to Right",00:48:00,"Lineout",62.55,0,62.83,14.77,"Ath2","Ath8",7,"Back","1","Catch and Run","Indirect",14.77,37.45,1.93575333033038,0.330927312955974,-0.332858544718281,0.41
"Billingham","Tynedale","Second Half","Left to Right",00:49:57,"Lineout",84.26,70,84.68,64.36,"Ath2","Ath6",7,"Front","0","Catch and Run","Direct",5.66,15.74,-1.02587569060639,0.406084008171834,-1.13868964568542,0.4
"Billingham","Tynedale","Second Half","Left to Right",01:19:46,"Lineout",76.97,70,76.97,64.75,"Ath16","Ath6",7,"No Jump Front","0","Lost","Direct",5.25,23.03,-1.15916525137303,1.55527484356649,-0.868099653697835,0.49
"Billingham","Tynedale","Second Half","Left to Right",01:28:38,"Lineout",80.76,70,80.62,57.12,"Ath16","Ath29",7,"Back","1","Down and Drive","Indirect",12.88,19.24,1.32132096484515,1.89701297907792,-1.0087767551564,0.49
"Billingham","Otley","Second Half","Left to Right",00:43:48,"Lineout",38.88,0,38.88,13.98,"Ath2","Ath29",7,"Back","1","Off Top","Direct",13.98,61.12,1.67892710348735,0.169051354029505,0.545723774945107,0.27
"Billingham","Otley","Second Half","Left to Right",00:53:10,"Lineout",26.7,0,26.84,7.4,"Ath2","Ath8",7,"Front","0","Lost","Indirect",7.4,73.3,-0.460207798572363,0.530060437032185,0.99782063398609,0.85
"Billingham","Otley","Second Half","Left to Right",01:06:14,"Lineout",71.51,0,71.93,13.85,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.86,28.49,1.63991552472638,1.03367453147009,-0.665435544472567,0.7
"Billingham","Hull","First Half","Left to Right",00:05:11,"Lineout",49.66,0,49.94,13.59,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.59,50.34,1.5521394725142,-1.31930815721108,0.145592072115732,0.55
"Billingham","Hull","First Half","Left to Right",00:15:48,"Lineout",60.39,0,60.39,8.26,"Ath2","Ath8",7,"Front","0","Lost","Indirect",8.26,39.61,-0.180624817452097,-0.910121705480288,-0.252683732277516,0.79
"Billingham","Hull","First Half","Left to Right",00:19:25,"Lineout",89.8,70,90.08,60.47,"Ath2","Ath8",7,"Middle","1","Down and Drive","None",9.53,10.2,0.232247724434807,-0.77072851862694,-1.34432319240849,0.74
"Billingham","Hull","First Half","Left to Right",00:25:39,"Lineout",29.15,70,29.15,59.95,"Ath2","Ath8",7,"Middle","1","Off Top","None",10.05,70.85,0.401297899065666,-0.530484039902736,0.906881610615777,0.69
"Billingham","Hull","First Half","Left to Right",00:40:44,"Lineout",49.04,0,48.9,11.28,"Ath2","Ath6",7,"Middle","0","Lost","Direct",11.28,50.96,0.801166581365581,0.0508562094165274,0.168605212723729,0.32
"Billingham","Leeds Tykes","Second Half","Left to Right",00:57:08,"Lineout",53.26,0,53.12,10.43,"Ath16","Ath6",5,"Middle","1","Catch and Run","Direct",10.43,46.74,0.524834565142062,0.682943287129406,0.0119673847144558,0.37
"Billingham","Leeds Tykes","Second Half","Left to Right",01:01:43,"Lineout",21.47,0,21.47,10.56,"Ath16","Ath6",7,"Middle","0","Lost","None",10.56,78.53,0.567097108799777,0.859593639132497,1.19194761040517,0.53
"Billingham","Leeds Tykes","Second Half","Left to Right",01:05:17,"Lineout",11.38,0,11.38,8.72,"Ath2","Ath6",7,"Middle","1","Down and Drive","Direct",8.72,88.62,-0.031080432201722,0.99705973123672,1.56646791481596,0.41
"Billingham","Leeds Tykes","Second Half","Left to Right",01:17:47,"Lineout",26.23,0,26.23,7.67,"Ath2","Ath6",7,"Front","0","Lost","None",7.67,73.77,-0.372431746360186,1.47883341851788,1.0152660792857,0.69
"Billingham","Leeds Tykes","Second Half","Left to Right",01:26:27,"Lineout",54.38,0,54.38,10.3,"Ath2","Ath7",6,"Middle","1","Off Top","Direct",10.3,45.62,0.482572021484348,1.81286317503281,-0.0296047402548302,0.53
"Billingham","Hull I's","First Half","Left to Right",00:26:31,"Lineout",10.45,70,10.73,64.22,"Ath16","Ath6",6,"Front","1","Down and Drive","None",5.79,89.55,-0.983613146948675,-0.497081064251242,1.60098762572796,0.82
"Billingham","Hull I's","First Half","Left to Right",00:28:26,"Lineout",5.27,70,5.69,60.94,"Ath16","Ath6",6,"Middle","1","Down and Drive","Indirect",9.07,94.73,0.0827033391844326,-0.423209098868131,1.79325870371091,0.75
"Billingham","Hull I's","First Half","Left to Right",00:29:38,"Lineout",18.57,70,18.57,63.17,"Ath16","Ath6",6,"Front","1","Down and Drive","None",6.83,81.43,-0.645512797686958,-0.37695882488914,1.29958971970064,0.8
"Billingham","Hull I's","First Half","Left to Right",00:35:48,"Lineout",37.76,70,37.62,62.51,"Ath2","Ath6",5,"Front","0","Catch and Run","Direct",7.49,62.24,-0.430949114501637,-0.139283805830436,0.587295899914393,0.65
"Billingham","Hull I's","First Half","Left to Right",00:42:40,"Lineout",60.31,70,60.59,64.88,"Ath2","Ath7",7,"Front","1","Off Top","None",5.13,39.69,-1.19817683013399,0.125370539716013,-0.249714294779709,0.91
"Billingham","Wharfedale","Second Half","Left to Right",00:48:29,"Lineout",83.56,0,83.42,10.43,"Ath2","Ath6",7,"Middle","1","Down and Drive","Indirect",10.43,16.44,0.524834565142062,0.349555895530845,-1.11270706757962,0.8
"Billingham","Wharfedale","Second Half","Left to Right",00:49:25,"Lineout",93.22,0,92.8,9.24,"Ath2","Ath29",7,"Front","0","Lost","Direct",9.25,6.78,0.141220707325884,0.385528330847838,-1.47126664543971,0.72
"Billingham","Wharfedale","Second Half","Left to Right",01:07:19,"Lineout",23.61,0,23.33,14.11,"Ath2","Ath29",7,"Back","1","Off Top","Indirect",14.11,76.39,1.72118964714506,1.07542825103446,1.11251515733885,0.73
"Billingham","Wharfedale","Second Half","Left to Right",01:20:28,"Lineout",26.28,0,26.56,13.72,"Ath2","Ath7",5,"Back","1","Off Top","Indirect",13.72,73.72,1.59440201617192,1.58225417005423,1.01341018084957,0.8
"Billingham","Wharfedale","Second Half","Left to Right",01:23:03,"Lineout",46.44,70,46.72,56.07,"Ath2","Ath7",5,"Back","1","Off Top","Direct",13.93,53.56,1.66267227900361,1.68182073209234,0.265111931402428,0.61
"Billingham","Wharfedale","Second Half","Left to Right",01:28:58,"Lineout",67.17,0,67.17,6.61,"Ath2","Ath29",5,"Front","1","Off Top","None",6.61,32.83,-0.717034025415398,1.90986027740542,-0.504343560216585,0.93
"Billingham","Sheffield","First Half","Left to Right",00:02:41,"Lineout",14.65,0,14.93,9.9,"Ath16","Ath8",7,"Middle","1","Down and Drive","Indirect",9.9,85.35,0.352533425614457,-1.41566289466732,1.44509215709314,0.58
"Billingham","Sheffield","First Half","Left to Right",00:13:25,"Lineout",20.67,0,20.67,10.69,"Ath16","Ath7",7,"Middle","1","Down and Drive","Direct",10.69,79.33,0.609359652457491,-1.0019798885219,1.22164198538323,0.26
"Billingham","Sheffield","First Half","Left to Right",00:15:40,"Lineout",9.33,70,9.33,61.86,"Ath16","Ath6",7,"Middle","0","Lost","Direct",8.14,90.67,-0.219636396213064,-0.915260624811287,1.64255975069725,0.27
"Billingham","Sheffield","First Half","Left to Right",00:26:41,"Lineout",26.42,70,26.56,63.3,"Ath16","Ath8",7,"Front","0","Lost","Direct",6.7,73.58,-0.687775341344672,-0.490657415087493,1.00821366522841,0.55
"Billingham","Sheffield","First Half","Left to Right",00:29:14,"Lineout",10.31,70,10.03,63.96,"Ath16","Ath7",7,"Front","0","Lost","Direct",6.05,89.69,-0.899088059633245,-0.392375582882137,1.60618414134912,0.47
"Billingham","Sheffield","First Half","Left to Right",00:36:50,"Lineout",62.55,70,63.39,58.17,"Ath16","Ath7",5,"Back","1","Off Top","Indirect",11.86,37.45,0.989722545376923,-0.0994571810151937,-0.332858544718281,0.54
"Billingham","Sheffield","First Half","Left to Right",00:37:55,"Lineout",27.68,70,27.82,58.17,"Ath16","Ath7",5,"Back","0","Catch and Run","Indirect",11.83,72.32,0.979969650686681,-0.0577034614508267,0.961445024637965,0.52
"Billingham","Preston","First Half","Left to Right",00:05:02,"Lineout",50.78,0,51.34,10.3,"Ath16","Ath8",7,"Middle","1","Off Top","None",10.32,49.22,0.489073951277842,-1.32508944145846,0.104019947146446,0.82
"Billingham","Preston","First Half","Left to Right",00:07:16,"Lineout",95.04,70,94.9,60.67,"Ath16","Ath6",7,"Middle","1","Down and Drive","None",9.33,4.95999999999999,0.167228426499862,-1.23901254266422,-1.5388213485148,0.75
"Billingham","Preston","First Half","Left to Right",00:08:18,"Lineout",94.76,70,94.9,64.36,"Ath16","Ath39",7,"Front","1","Down and Drive","None",5.64,5.24,-1.03237762039988,-1.19918591784898,-1.52842831727247,0.94
"Billingham","Preston","First Half","Left to Right",00:11:45,"Lineout",59.05,0,59.05,13.98,"Ath16","Ath6",7,"Back","0","Off Top","Indirect",13.98,40.95,1.67892710348735,-1.06621638015938,-0.202945654189263,0.59
"Billingham","Preston","First Half","Left to Right",00:17:43,"Lineout",94.62,0,94.34,10.3,"Ath16","Ath39",7,"Middle","1","Down and Drive","None",10.3,5.38,0.482572021484348,-0.836249740097177,-1.52323180165131,0.88
"Billingham","Preston","First Half","Left to Right",00:19:08,"Lineout",94.48,0,94.34,7.93,"Ath16","Ath7",7,"Front","1","Off Top","None",7.93,5.52,-0.287906659044757,-0.781648722205313,-1.51803528603015,0.86
"Billingham","Preston","First Half","Left to Right",00:23:33,"Lineout",40.14,70,40.42,58.83,"Ath16","Ath39",7,"Back","1","Off Top","Indirect",11.17,59.86,0.765405967501361,-0.61142201936597,0.498955134354661,0.87
"Billingham","Preston","First Half","Left to Right",00:36:38,"Lineout",81.46,0,81.74,6.35,"Ath16","Ath6",7,"Front","1","Down and Drive","None",6.36,18.54,-0.79830814783408,-0.107165560011692,-1.0347593332622,0.87
"Billingham","Preston","First Half","Left to Right",00:37:49,"Lineout",93.92,0,93.78,7.4,"Ath16","Ath6",7,"Front","1","Down and Drive","None",7.4,6.08,-0.460207798572363,-0.061557650949076,-1.49724922354551,0.85
"Billingham","Lymm","First Half","Left to Right",00:01:33,"Lineout",25.71,0,26.14,9.64,"Ath16","Ath8",7,"Middle","0","Lost","Direct",9.65,74.29,0.271259303195775,-1.45934370898081,1.03456742302144,0.56
"Billingham","Lymm","First Half","Left to Right",00:17:11,"Lineout",27.54,70,27.12,58.31,"Ath16","Ath6",7,"Back","1","Off Top","Indirect",11.7,72.46,0.937707107028966,-0.856805417421173,0.966641540259126,0.57
"Billingham","Lymm","First Half","Left to Right",00:30:36,"Lineout",48.4,70,48.54,58.31,"Ath16","Ath29",5,"Back","0","Lost","Indirect",11.69,51.6,0.934456142132219,-0.339701659739398,0.192360712706178,0.7
"Billingham","Chester","First Half","Left to Right",00:03:49,"Lineout",53.59,0,53.59,7.27,"Ath2","Ath8",7,"Front","1","Off Top","Direct",7.27,46.41,-0.502470342230078,-1.37198208035382,-0.000281544963994728,0.64
"Billingham","Chester","First Half","Left to Right",00:07:42,"Lineout",64.23,0,64.51,9.11,"Ath2","Ath6",7,"Front","0","Lost","Direct",9.11,35.77,0.0957071987714214,-1.22231105483848,-0.39521673217221,0.39
"Billingham","Chester","First Half","Left to Right",00:11:39,"Lineout",64.79,70,65.21,56.99,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",13.02,35.21,1.36683447339961,-1.07007056965763,-0.416002794656853,0.66
"Billingham","Chester","First Half","Left to Right",00:18:41,"Lineout",94.9,0,95.04,9.77,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",9.77,5.09999999999999,0.310270881956742,-0.798992574947434,-1.53362483289363,0.8
"Billingham","Chester","First Half","Left to Right",00:21:17,"Lineout",94.62,0,93.92,10.03,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.05,5.38,0.401297899065666,-0.698783647992953,-1.52323180165131,0.8
"Billingham","Chester","First Half","Left to Right",00:29:25,"Lineout",54.71,0,54.57,10.56,"Ath2","Ath8",7,"Middle","0","Lost","Direct",10.56,45.29,0.567097108799777,-0.385309568802014,-0.0418536699332804,0.56
"Billingham","Chester","First Half","Left to Right",00:38:19,"Lineout",54.57,0,54.71,13.59,"Ath2","Ath6",7,"Back","0","Catch and Run","Direct",13.59,45.43,1.5521394725142,-0.0422867034578297,-0.0366571543121197,0.28
"Billingham","Chester","First Half","Left to Right",00:40:04,"Lineout",71.51,0,71.37,6.22,"Ath2","Ath8",7,"Front","1","Down and Drive","None",6.22,28.49,-0.843821656388542,0.0251616127615323,-0.665435544472567,0.88
"Billingham","Chester","First Half","Left to Right",00:41:10,"Lineout",91.12,0,90.56,10.56,"Ath2","Ath39",7,"Middle","1","Down and Drive","None",10.57,8.88,0.570348073696524,0.0675576972422742,-1.39331891112229,0.81
"Billingham","Sheffield Tigers","Second Half","Left to Right",00:55:15,"Lineout",51.48,0,51.76,6.09,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",6.1,48.52,-0.882833235149509,0.610356051579045,0.0780373690406422,0.81
"Billingham","Sheffield Tigers","Second Half","Left to Right",01:01:04,"Lineout",58.63,0,58.77,5.69,"Ath2","Ath8",7,"Front","1","Down and Drive","Direct",5.69,41.37,-1.01612279591615,0.834541407393877,-0.187356107325781,0.83
"Billingham","Sheffield Tigers","Second Half","Left to Right",01:06:14,"Lineout",25.57,0,26.56,5.69,"Ath2","Ath8",7,"No Jump Front","1","Catch and Run","Indirect",5.78,74.43,-0.986864111845422,1.03367453147009,1.0397639386426,0.93
"Billingham","Sheffield Tigers","Second Half","Left to Right",01:12:15,"Lineout",81.6,70,81.6,64.49,"Ath2","Ath39",7,"Front","1","Down and Drive","Direct",5.51,18.4,-1.0746401640576,1.26556826628142,-1.03995584888337,0.88
"Billingham","Sheffield Tigers","Second Half","Left to Right",01:13:20,"Lineout",90.28,70,90.56,60.8,"Ath2","Ath8",7,"Middle","1","Down and Drive","Direct",9.2,9.72,0.124965882842147,1.30732198584579,-1.36213981739533,0.77
"Billingham","Tynedale","First Half","Left to Right",00:06:46,"Lineout",44.48,70,44.62,62.91,"Ath2","Ath39",7,"Front","1","Off Top","Indirect",7.09,55.52,-0.560987710371529,-1.25828349015547,0.337863150098678,0.74
"Billingham","Tynedale","First Half","Left to Right",00:11:48,"Lineout",77.11,70,77.11,64.36,"Ath2","Ath39",7,"Front","1","Down and Drive","None",5.64,22.89,-1.03237762039988,-1.06428928541026,-0.873296169318996,0.78
"Billingham","Tynedale","First Half","Left to Right",00:33:26,"Lineout",77.53,0,77.95,10.56,"Ath2","Ath39",7,"Middle","1","Down and Drive","Indirect",10.57,22.47,0.570348073696524,-0.230499623955669,-0.888885716182478,0.69
"Billingham","Tynedale","First Half","Left to Right",00:36:07,"Lineout",58.77,0,58.91,8.85,"Ath2","Ath8",7,"Middle","1","Down and Drive","Direct",8.85,41.23,0.0111821114559923,-0.127078872419313,-0.192552622946942,0.48
"Billingham","Tynedale","First Half","Left to Right",00:41:18,"Lineout",18.43,70,17.87,65.28,"Ath2","Ath39",7,"Front","1","Down and Drive","None",4.75,81.57,-1.32171349621039,0.0726966165732732,1.3047862353218,0.82
"Billingham","Hull","First Half","Left to Right",00:01:06,"Lineout",47.28,70,47.28,65.01,"Ath2","Ath8",7,"Front","1","Off Top","Direct",4.99,52.72,-1.24369033868846,-1.47668756172293,0.233932837675464,0.67
"Billingham","Hull","First Half","Left to Right",00:06:15,"Lineout",36.5,70,35.94,58.7,"Ath2","Ath6",7,"Back","1","Down and Peel","Indirect",11.31,63.5,0.810919476055823,-1.27819680256309,0.63406454050484,0.46
"Billingham","Hull","First Half","Left to Right",00:07:35,"Lineout",5.41,70,5.55,61.46,"Ath2","Ath8",7,"Middle","0","Loose Ball","None",8.54,94.59,-0.0895978003431735,-1.2268076092531,1.78806218808975,0.69
"Billingham","Hull","First Half","Left to Right",00:15:12,"Lineout",65.63,70,65.91,56.6,"Ath2","Ath29",7,"Back","1","Off Top","None",13.4,34.37,1.490371139476,-0.933246842469783,-0.447181888383817,0.43
"Billingham","Hull","First Half","Left to Right",00:17:50,"Lineout",41.12,70,41.12,65.15,"Ath2","Ath6",7,"Front","0","Loose Ball","None",4.85,58.88,-1.28920384724292,-0.831753185682553,0.462579525006536,0.72
"Billingham","Hull","First Half","Left to Right",00:20:20,"Lineout",22.77,70,22.77,63.83,"Ath2","Ath6",7,"Front","1","Down and Drive","Indirect",6.17,77.23,-0.860076480872278,-0.735398448226321,1.14369425106582,0.7
"Billingham","Leeds Tykes","Second Half","Left to Right",01:02:21,"Lineout",84.96,70,84.96,61.86,"Ath2","Ath39",7,"Middle","1","Down and Drive","Direct",8.14,15.04,-0.219636396213064,0.884003505954742,-1.16467222379122,0.71
"Billingham","Leeds Tykes","Second Half","Left to Right",01:02:21,"Lineout",90.42,0,90.42,7.93,"Ath16","Ath7",7,"Front","0","Lost","Indirect",7.93,9.58,-0.287906659044757,0.884003505954742,-1.36733633301649,0.8
"Billingham","Leeds Tykes","Second Half","Left to Right",01:16:32,"Lineout",59.19,0,59.19,13.85,"Ath16","Ath7",7,"Back","0","Lost","Indirect",13.85,40.81,1.63666455982963,1.43065604978976,-0.208142169810423,0.59
"Billingham","Leeds Tykes","Second Half","Left to Right",01:18:11,"Lineout",44.62,70,44.48,56.33,"Ath16","Ath29",7,"Back","1","Loose Ball","Direct",13.67,55.38,1.57814719168818,1.49425017651087,0.332666634477518,0.33
"Billingham","Leeds Tykes","Second Half","Left to Right",01:28:02,"Lineout",48.68,0,48.68,10.43,"Ath16","Ath8",5,"Middle","1","Off Top","Direct",10.43,51.32,0.524834565142062,1.87388784208843,0.181967681463857,0.63
"Billingham","Fylde","First Half","Left to Right",00:01:37,"Lineout",33.98,70,33.84,57.38,"Ath2","Ath8",7,"Back","1","Off Top","Indirect",12.62,66.02,1.23679587752972,-1.45677424931531,0.727601821685733,0.75
"Billingham","Fylde","First Half","Left to Right",00:02:28,"Lineout",10.03,70,9.89,64.36,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.64,89.97,-1.03237762039988,-1.42401363858019,1.61657717259144,0.89
"Billingham","Fylde","First Half","Left to Right",00:07:50,"Lineout",11.43,70,11.71,64.49,"Ath2","Ath8",7,"Front","1","Down and Drive","None",5.52,88.57,-1.07138919916085,-1.21717213550748,1.56461201637983,0.9
"Billingham","Fylde","First Half","Left to Right",00:15:21,"Lineout",48.12,70,47.98,56.07,"Ath2","Ath7",7,"Back","0","Lost","None",13.93,51.88,1.66267227900361,-0.92746555822241,0.2027537439485,0.62
"Billingham","Fylde","First Half","Left to Right",00:17:53,"Lineout",40.7,0,41.12,13.45,"Ath2","Ath7",5,"Back","0","Lost","Direct",13.46,59.3,1.50987692885649,-0.829826090933428,0.478169071870018,0.46
"Billingham","Fylde","First Half","Left to Right",00:27:34,"Lineout",64.93,70,65.63,63.7,"Ath2","Ath7",7,"Front","0","Catch and Run","None",6.34,35.07,-0.804810077627574,-0.456612074519625,-0.421199310278014,0.88
"Billingham","Hull I's","Second Half","Left to Right",00:52:42,"Lineout",61.01,70,60.87,63.17,"Ath2","Ath6",7,"Front","0","Lost","Direct",6.83,38.99,-0.645512797686958,0.512074219373689,-0.275696872885513,0.64
"Billingham","Hull I's","Second Half","Left to Right",01:00:44,"Lineout",87.9,70,88.18,57.65,"Ath2","Ath39",7,"Back","1","Down and Drive","None",12.35,12.1,1.14901982531754,0.821694109066379,-1.2737990518356,0.81
"Billingham","Wharfedale","First Half","Left to Right",00:02:06,"Lineout",64.79,70,64.79,61.46,"Ath2","Ath7",7,"Middle","0","Lost","Direct",8.54,35.21,-0.0895978003431735,-1.43814566674044,-0.416002794656853,0.72
"Billingham","Wharfedale","First Half","Left to Right",00:14:28,"Lineout",94.2,0,93.92,5.96,"Ath2","Ath39",6,"Front","0","Lost","Direct",5.97,5.8,-0.925095778807224,-0.961510898790278,-1.50764225478783,0.9
"Billingham","Wharfedale","First Half","Left to Right",00:24:48,"Lineout",61.29,70,61.43,60.54,"Ath2","Ath39",6,"Middle","1","Loose Ball","Direct",9.46,38.71,0.209490970157577,-0.563244650637855,-0.286089904127834,0.83
"Billingham","Wharfedale","First Half","Left to Right",00:25:21,"Lineout",30.2,0,30.06,6.35,"Ath2","Ath20",6,"Front","1","Catch and Run","None",6.35,69.8,-0.801559112730827,-0.542046608397484,0.867907743457072,0.91
"Billingham","Wharfedale","First Half","Left to Right",00:26:44,"Lineout",26.14,0,25.99,5.43,"Ath2","Ath39",6,"Front","1","Off Top","Direct",5.43,73.86,-1.10064788323158,-0.488730320338369,1.01860669647073,0.9
"Billingham","Wharfedale","First Half","Left to Right",00:40:15,"Lineout",17.03,70,16.61,65.01,"Ath2","Ath39",7,"Front","1","Off Top","Direct",5.01,82.97,-1.23718840889496,0.032227626841656,1.35675139153341,0.91
"Billingham","Otley","First Half","Left to Right",00:00:40,"Lineout",58.63,70,58.63,64.49,"Ath2","Ath39",5,"Front","1","Off Top","None",5.51,41.37,-1.0746401640576,-1.49338904954868,-0.187356107325781,0.89
"Billingham","Otley","First Half","Left to Right",00:01:37,"Lineout",89.02,70,89.02,56.2,"Ath2","Ath7",7,"Back","0","Loose Ball","Indirect",13.8,10.98,1.6204097353459,-1.45677424931531,-1.31537117680488,0.56
"Billingham","Otley","First Half","Left to Right",00:05:24,"Lineout",61.85,70,61.85,58.17,"Ath2","Ath7",5,"Back","1","Off Top","Indirect",11.83,38.15,0.979969650686681,-1.31095741329821,-0.306875966612477,0.65
"Billingham","Otley","First Half","Left to Right",00:09:22,"Lineout",59.19,70,58.91,60.54,"Ath2","Ath6",4,"Middle","0","Lost","Indirect",9.46,40.81,0.209490970157577,-1.15807456320099,-0.208142169810423,0.68
"Billingham","Otley","First Half","Left to Right",00:23:02,"Lineout",79.5,0,79.5,5.82,"Ath2","Ath7",7,"Front","1","Down and Drive","None",5.82,20.5,-0.973860252258433,-0.631335331773591,-0.962008114565954,0.84
"Billingham","Otley","First Half","Left to Right",00:29:07,"Lineout",71.23,0,71.23,10.3,"Ath2","Ath6",5,"Middle","0","Lost","None",10.3,28.77,0.482572021484348,-0.396872137296762,-0.655042513230246,0.64
