"","ID","Team","Opponent","Half","Minute","Event_Type","Tackle_Type","Outcome","Start_X","Start_Y","pitch_location","pitch_width"
"206","24","Billingham","Fylde","Second Half",01:25:55,"Tackle","Missed","Passive",36.8,8.25,"Own 22 to Halfway","Lower 15"
"207","5","Billingham","Fylde","Second Half",01:25:56,"Tackle","Missed","Passive",40.47,7.58,"Own 22 to Halfway","Lower 15"
"208","30","Billingham","Fylde","Second Half",01:25:57,"Tackle","Successful","Neutral",36.34,10.61,"Own 22 to Halfway","Lower 15"
"209","12","Billingham","DMP","First Half",00:01:12,"Tackle","Successful","Neutral",23.8,30.33,"Own 22 to Halfway","Between 15's"
"210","27","Billingham","DMP","First Half",00:01:12,"Tackle","Assist","Neutral",23.17,26.85,"Own 22 to Halfway","Between 15's"
"211","11","Billingham","DMP","First Half",00:01:19,"Tackle","Successful","Neutral",23.59,13.39,"Own 22 to Halfway","Lower 15"
"212","31","Billingham","DMP","First Half",00:01:25,"Tackle","Successful","Neutral",25.89,22.81,"Own 22 to Halfway","Between 15's"
"213","7","Billingham","DMP","First Half",00:01:31,"Tackle","Successful","Neutral",29.23,14.06,"Own 22 to Halfway","Lower 15"
"214","27","Billingham","DMP","First Half",00:01:31,"Tackle","Assist","Neutral",29.86,13.73,"Own 22 to Halfway","Lower 15"
"215","5","Billingham","DMP","First Half",00:01:45,"Tackle","Successful","Neutral",43.03,37.06,"Own 22 to Halfway","Between 15's"
"216","4","Billingham","DMP","First Half",00:01:46,"Tackle","Assist","Neutral",41.77,39.98,"Own 22 to Halfway","Between 15's"
"217","7","Billingham","DMP","First Half",00:01:54,"Tackle","Successful","Neutral",44.07,32.13,"Own 22 to Halfway","Between 15's"
"218","27","Billingham","DMP","First Half",00:02:01,"Tackle","Successful","Neutral",43.86,17.88,"Own 22 to Halfway","Between 15's"
"219","30","Billingham","DMP","First Half",00:02:01,"Tackle","Assist","Neutral",43.03,17.88,"Own 22 to Halfway","Between 15's"
"220","11","Billingham","DMP","First Half",00:02:04,"Tackle","Successful","Neutral",42.82,10.25,"Own 22 to Halfway","Lower 15"
"221","30","Billingham","DMP","First Half",00:02:07,"Tackle","Successful","Neutral",40.1,6.88,"Own 22 to Halfway","Lower 15"
"222","31","Billingham","DMP","First Half",00:02:07,"Tackle","Assist","Neutral",38.43,16.08,"Own 22 to Halfway","Between 15's"
"223","12","Billingham","DMP","First Half",00:03:23,"Tackle","Successful","Neutral",30.07,23.49,"Own 22 to Halfway","Between 15's"
"224","10","Billingham","DMP","First Half",00:03:23,"Tackle","Assist","Neutral",29.86,23.38,"Own 22 to Halfway","Between 15's"
"225","8","Billingham","DMP","First Half",00:03:28,"Tackle","Successful","Neutral",30.49,32.35,"Own 22 to Halfway","Between 15's"
"226","27","Billingham","DMP","First Half",00:03:35,"Tackle","Successful","Neutral",30.69,41.89,"Own 22 to Halfway","Between 15's"
"227","30","Billingham","DMP","First Half",00:03:35,"Tackle","Assist","Neutral",29.86,41.78,"Own 22 to Halfway","Between 15's"
"228","9","Billingham","DMP","First Half",00:04:59,"Tackle","Missed","Passive",23.17,62.31,"Own 22 to Halfway","Upper 15"
"229","7","Billingham","DMP","First Half",00:05:00,"Tackle","Missed","Passive",20.45,56.47,"Own 22","Upper 15"
"230","10","Billingham","DMP","First Half",00:05:01,"Tackle","Successful","Neutral",18.99,54.68,"Own 22","Between 15's"
"231","7","Billingham","DMP","First Half",00:05:01,"Tackle","Assist","Neutral",17.94,54.34,"Own 22","Between 15's"
"232","12","Billingham","DMP","First Half",00:05:06,"Tackle","Successful","Dominant",15.23,36.05,"Own 22","Between 15's"
"233","27","Billingham","DMP","First Half",00:05:06,"Tackle","Assist","Dominant",15.85,35.72,"Own 22","Between 15's"
"234","30","Billingham","DMP","First Half",00:05:16,"Tackle","Missed","Passive",7.7,38.19,"Own 22","Between 15's"
"235","9","Billingham","DMP","First Half",00:05:17,"Tackle","Missed","Passive",1.22,39.2,"Own 22","Between 15's"
"236","7","Billingham","DMP","First Half",00:06:59,"Tackle","Successful","Neutral",81.9,10.36,"Oppostion 22","Lower 15"
"237","9","Billingham","DMP","First Half",00:07:51,"Tackle","Successful","Neutral",41.56,6.32,"Own 22 to Halfway","Lower 15"
"238","8","Billingham","DMP","First Half",00:07:56,"Tackle","Successful","Neutral",38.22,14.96,"Own 22 to Halfway","Lower 15"
"239","7","Billingham","DMP","First Half",00:07:56,"Tackle","Assist","Neutral",37.38,17.2,"Own 22 to Halfway","Between 15's"
"240","30","Billingham","DMP","First Half",00:09:26,"Tackle","Successful","Neutral",20.03,13.73,"Own 22","Lower 15"
"241","5","Billingham","DMP","First Half",00:09:27,"Tackle","Assist","Neutral",18.15,13.95,"Own 22","Lower 15"
"242","10","Billingham","DMP","First Half",00:09:27,"Tackle","Assist","Neutral",18.15,13.95,"Own 22","Lower 15"
"243","8","Billingham","DMP","First Half",00:09:33,"Tackle","Successful","Neutral",18.57,18.55,"Own 22","Between 15's"
"244","7","Billingham","DMP","First Half",00:09:33,"Tackle","Assist","Neutral",18.78,19.9,"Own 22","Between 15's"
"245","7","Billingham","DMP","First Half",00:12:10,"Tackle","Successful","Neutral",73.75,7.56,"Halfway to Opposition 22","Lower 15"
"246","8","Billingham","DMP","First Half",00:12:16,"Tackle","Successful","Neutral",75.21,25.84,"Halfway to Opposition 22","Between 15's"
"247","5","Billingham","DMP","First Half",00:12:17,"Tackle","Assist","Neutral",75.84,28.09,"Halfway to Opposition 22","Between 15's"
"248","27","Billingham","DMP","First Half",00:13:55,"Tackle","Successful","Neutral",18.57,9.69,"Own 22","Lower 15"
"249","10","Billingham","DMP","First Half",00:13:57,"Tackle","Successful","Neutral",11.26,4.86,"Own 22","Lower 15"
"250","7","Billingham","DMP","First Half",00:15:08,"Tackle","Successful","Neutral",26.31,18.78,"Own 22 to Halfway","Between 15's"
"251","32","Billingham","DMP","First Half",00:15:08,"Tackle","Assist","Neutral",25.47,18.78,"Own 22 to Halfway","Between 15's"
"252","7","Billingham","DMP","First Half",00:15:13,"Tackle","Successful","Neutral",22.96,14.51,"Own 22 to Halfway","Lower 15"
"253","3","Billingham","DMP","First Half",00:15:13,"Tackle","Assist","Neutral",22.96,14.4,"Own 22 to Halfway","Lower 15"
"254","27","Billingham","DMP","First Half",00:15:20,"Tackle","Successful","Neutral",23.59,32.58,"Own 22 to Halfway","Between 15's"
"255","7","Billingham","DMP","First Half",00:15:25,"Tackle","Successful","Neutral",22.33,43.57,"Own 22 to Halfway","Between 15's"
"256","31","Billingham","DMP","First Half",00:16:26,"Tackle","Successful","Neutral",11.67,14.85,"Own 22","Lower 15"
"257","27","Billingham","DMP","First Half",00:17:31,"Tackle","Successful","Neutral",37.17,57.82,"Own 22 to Halfway","Upper 15"
"258","7","Billingham","DMP","First Half",00:17:38,"Tackle","Successful","Neutral",35.5,51.99,"Own 22 to Halfway","Between 15's"
"259","10","Billingham","DMP","First Half",00:17:38,"Tackle","Assist","Neutral",35.92,51.76,"Own 22 to Halfway","Between 15's"
"260","32","Billingham","DMP","First Half",00:17:45,"Tackle","Successful","Neutral",35.5,24.72,"Own 22 to Halfway","Between 15's"
"261","31","Billingham","DMP","First Half",00:17:48,"Tackle","Successful","Neutral",31.95,22.48,"Own 22 to Halfway","Between 15's"
"262","5","Billingham","DMP","First Half",00:18:01,"Tackle","Successful","Neutral",17.74,10.14,"Own 22","Lower 15"
"263","30","Billingham","DMP","First Half",00:18:03,"Tackle","Successful","Neutral",13.76,14.96,"Own 22","Lower 15"
"264","10","Billingham","DMP","First Half",00:18:04,"Tackle","Assist","Neutral",9.79,15.41,"Own 22","Between 15's"
"265","3","Billingham","DMP","First Half",00:18:11,"Tackle","Missed","Passive",8.54,26.29,"Own 22","Between 15's"
"266","30","Billingham","DMP","First Half",00:18:12,"Tackle","Successful","Neutral",7.08,26.74,"Own 22","Between 15's"
"267","12","Billingham","DMP","First Half",00:18:13,"Tackle","Assist","Neutral",6.87,27.53,"Own 22","Between 15's"
"268","12","Billingham","DMP","First Half",00:19:24,"Tackle","Successful","Neutral",10.84,26.29,"Own 22","Between 15's"
"269","10","Billingham","DMP","First Half",00:19:24,"Tackle","Assist","Neutral",10.21,26.74,"Own 22","Between 15's"
"270","8","Billingham","DMP","First Half",00:19:28,"Tackle","Successful","Dominant",7.08,32.13,"Own 22","Between 15's"
"271","9","Billingham","DMP","First Half",00:20:55,"Tackle","Missed","Passive",0.39,2.4,"Own 22","Lower 15"
"272","5","Billingham","DMP","First Half",00:28:23,"Tackle","Successful","Neutral",12.26,64.58,"Own 22","Upper 15"
"273","18","Billingham","DMP","First Half",00:30:16,"Tackle","Successful","Neutral",62.78,13.64,"Halfway to Opposition 22","Lower 15"
"274","29","Billingham","DMP","First Half",00:30:17,"Tackle","Assist","Neutral",63.24,11.84,"Halfway to Opposition 22","Lower 15"
"275","31","Billingham","DMP","First Half",00:30:53,"Tackle","Successful","Neutral",57.32,52.23,"Halfway to Opposition 22","Between 15's"
"276","30","Billingham","DMP","First Half",00:30:56,"Tackle","Successful","Neutral",54.59,41.69,"Halfway to Opposition 22","Between 15's"
"277","8","Billingham","DMP","First Half",00:31:05,"Tackle","Successful","Neutral",48.52,5.11,"Own 22 to Halfway","Lower 15"
"278","18","Billingham","DMP","First Half",00:35:05,"Tackle","Missed","Passive",25.01,13.75,"Own 22 to Halfway","Lower 15"
"279","30","Billingham","DMP","First Half",00:35:08,"Tackle","Missed","Passive",23.49,15.77,"Own 22 to Halfway","Between 15's"
"280","8","Billingham","DMP","First Half",00:35:09,"Tackle","Successful","Neutral",24.85,18.91,"Own 22 to Halfway","Between 15's"
"281","15","Billingham","DMP","First Half",00:35:18,"Tackle","Successful","Neutral",19.85,67.27,"Own 22","Upper 15"
"282","8","Billingham","DMP","First Half",00:37:54,"Tackle","Successful","Neutral",16.66,64.13,"Own 22","Upper 15"
"283","18","Billingham","DMP","First Half",00:38:00,"Tackle","Assist","Neutral",17.27,64.24,"Own 22","Upper 15"
"284","12","Billingham","DMP","First Half",00:40:13,"Tackle","Successful","Neutral",15.6,9.6,"Own 22","Lower 15"
"285","11","Billingham","DMP","First Half",00:40:15,"Tackle","Assist","Neutral",8.01,8.37,"Own 22","Lower 15"
"286","29","Billingham","DMP","First Half",00:40:23,"Tackle","Successful","Neutral",6.5,12.85,"Own 22","Lower 15"
"287","7","Billingham","DMP","First Half",00:40:23,"Tackle","Assist","Neutral",6.95,12.4,"Own 22","Lower 15"
"288","9","Billingham","DMP","First Half",00:40:29,"Tackle","Missed","Neutral",3.16,9.71,"Own 22","Lower 15"
"289","32","Billingham","Hull","Second Half",00:49:57,"Tackle","Successful","Neutral",73.07,17.79,"Halfway to Opposition 22","Between 15's"
"290","17","Billingham","Hull","Second Half",00:49:58,"Tackle","Assist","Dominant",73.38,18.01,"Halfway to Opposition 22","Between 15's"
"291","19","Billingham","Hull","Second Half",00:55:32,"Tackle","Successful","Neutral",62.97,21.27,"Halfway to Opposition 22","Between 15's"
"292","5","Billingham","Hull","Second Half",00:55:34,"Tackle","Assist","Neutral",60.06,20.26,"Halfway to Opposition 22","Between 15's"
"293","30","Billingham","Hull","Second Half",00:57:00,"Tackle","Missed","Passive",5.12,9.38,"Own 22","Lower 15"
"294","31","Billingham","Hull","Second Half",00:57:01,"Tackle","Successful","Neutral",4.97,8.7,"Own 22","Lower 15"
"295","13","Billingham","Hull","Second Half",00:57:05,"Tackle","Successful","Neutral",2.37,7.58,"Own 22","Lower 15"
"296","19","Billingham","Hull","Second Half",00:57:05,"Tackle","Assist","Neutral",2.06,7.47,"Own 22","Lower 15"
"297","17","Billingham","Hull","Second Half",00:57:09,"Tackle","Successful","Neutral",0.99,8.7,"Own 22","Lower 15"
"298","30","Billingham","Hull","Second Half",00:57:10,"Tackle","Assist","Neutral",0.99,8.25,"Own 22","Lower 15"
"299","10","Billingham","Hull","Second Half",00:57:14,"Tackle","Successful","Neutral",0.99,5.67,"Own 22","Lower 15"
"300","34","Billingham","Hull","Second Half",00:57:14,"Tackle","Assist","Neutral",0.69,6.12,"Own 22","Lower 15"
"301","14","Billingham","Hull","Second Half",01:04:19,"Tackle","Successful","Neutral",35.27,69.06,"Own 22 to Halfway","Upper 15"
"302","29","Billingham","Hull","Second Half",01:04:22,"Tackle","Assist","Neutral",34.51,69.06,"Own 22 to Halfway","Upper 15"
"303","16","Billingham","Hull","Second Half",01:04:28,"Tackle","Successful","Neutral",31.6,54.37,"Own 22 to Halfway","Between 15's"
"304","3","Billingham","Hull","Second Half",01:04:28,"Tackle","Assist","Neutral",32.21,54.48,"Own 22 to Halfway","Between 15's"
"305","29","Billingham","Hull","Second Half",01:05:49,"Tackle","Successful","Neutral",12.01,64.69,"Own 22","Upper 15"
"306","31","Billingham","Hull","Second Half",01:05:49,"Tackle","Assist","Neutral",11.55,64.35,"Own 22","Upper 15"
"307","2","Billingham","Hull","Second Half",01:05:53,"Tackle","Successful","Neutral",10.02,67.04,"Own 22","Upper 15"
"308","31","Billingham","Hull","Second Half",01:06:00,"Tackle","Successful","Neutral",6.2,59.3,"Own 22","Upper 15"
"309","5","Billingham","Hull","Second Half",01:06:06,"Tackle","Successful","Neutral",5.43,57.06,"Own 22","Upper 15"
"310","2","Billingham","Hull","Second Half",01:06:06,"Tackle","Assist","Neutral",5.12,58.74,"Own 22","Upper 15"
"311","29","Billingham","Hull","Second Half",01:06:13,"Tackle","Successful","Neutral",5.28,49.88,"Own 22","Between 15's"
"312","19","Billingham","Hull","Second Half",01:06:13,"Tackle","Assist","Neutral",5.28,50.33,"Own 22","Between 15's"
"313","13","Billingham","Hull","Second Half",01:06:20,"Tackle","Missed","Passive",6.96,29.68,"Own 22","Between 15's"
"314","16","Billingham","Hull","Second Half",01:15:22,"Tackle","Successful","Dominant",50.12,60.09,"Halfway to Opposition 22","Upper 15"
"315","29","Billingham","Hull","Second Half",01:15:23,"Tackle","Assist","Dominant",53.02,59.75,"Halfway to Opposition 22","Upper 15"
"316","33","Billingham","Hull","Second Half",01:19:15,"Tackle","Successful","Neutral",36.19,48.53,"Own 22 to Halfway","Between 15's"
"317","2","Billingham","Hull","Second Half",01:23:25,"Tackle","Successful","Neutral",17.98,7.13,"Own 22","Lower 15"
"318","31","Billingham","Hull","Second Half",01:23:26,"Tackle","Assist","Neutral",18.28,6.57,"Own 22","Lower 15"
"319","2","Billingham","Hull","Second Half",01:23:33,"Tackle","Successful","Neutral",17.52,12.29,"Own 22","Lower 15"
"320","5","Billingham","Hull","Second Half",01:23:33,"Tackle","Assist","Neutral",17.06,12.63,"Own 22","Lower 15"
"321","29","Billingham","Hull","Second Half",01:23:38,"Tackle","Successful","Neutral",16.6,18.91,"Own 22","Between 15's"
"322","16","Billingham","Hull","Second Half",01:23:39,"Tackle","Assist","Neutral",16.91,18.24,"Own 22","Between 15's"
"323","10","Billingham","Hull","Second Half",01:23:45,"Tackle","Successful","Neutral",17.21,22.05,"Own 22","Between 15's"
"324","16","Billingham","Hull","Second Half",01:23:46,"Tackle","Assist","Neutral",16.6,21.94,"Own 22","Between 15's"
"325","10","Billingham","Hull","Second Half",01:26:23,"Tackle","Missed","Passive",5.74,18.46,"Own 22","Between 15's"
"326","12","Billingham","Hull","Second Half",01:26:23,"Tackle","Successful","Neutral",4.51,15.66,"Own 22","Between 15's"
"327","7","Billingham","Hull","Second Half",01:26:24,"Tackle","Assist","Neutral",4.51,16.22,"Own 22","Between 15's"
"328","31","Billingham","Otley","First Half",00:08:09,"Tackle","Successful","Neutral",62.25,54.9,"Halfway to Opposition 22","Between 15's"
"329","30","Billingham","Otley","First Half",00:08:10,"Tackle","Assist","Neutral",60.37,54.9,"Halfway to Opposition 22","Between 15's"
"330","29","Billingham","Otley","First Half",00:08:27,"Tackle","Successful","Neutral",33.2,55.24,"Own 22 to Halfway","Upper 15"
"331","27","Billingham","Otley","First Half",00:08:36,"Tackle","Successful","Neutral",43.23,21.58,"Own 22 to Halfway","Between 15's"
"332","16","Billingham","Otley","First Half",00:08:43,"Tackle","Missed","Passive",43.44,27.75,"Own 22 to Halfway","Between 15's"
"333","7","Billingham","Otley","First Half",00:08:45,"Tackle","Successful","Neutral",40.1,31.68,"Own 22 to Halfway","Between 15's"
"334","29","Billingham","Otley","First Half",00:08:50,"Tackle","Successful","Neutral",38.01,46.49,"Own 22 to Halfway","Between 15's"
"335","31","Billingham","Otley","First Half",00:08:50,"Tackle","Assist","Neutral",37.59,45.37,"Own 22 to Halfway","Between 15's"
"336","11","Billingham","Otley","First Half",00:08:57,"Tackle","Successful","Neutral",35.29,60.96,"Own 22 to Halfway","Upper 15"
"337","16","Billingham","Otley","First Half",00:08:58,"Tackle","Assist","Neutral",34.25,61.52,"Own 22 to Halfway","Upper 15"
"338","16","Billingham","Otley","First Half",00:09:01,"Tackle","Successful","Neutral",32.16,55.8,"Own 22 to Halfway","Upper 15"
"339","3","Billingham","Otley","First Half",00:09:06,"Tackle","Successful","Neutral",32.78,45.48,"Own 22 to Halfway","Between 15's"
"340","8","Billingham","Otley","First Half",00:09:13,"Tackle","Successful","Neutral",34.04,31.68,"Own 22 to Halfway","Between 15's"
"341","27","Billingham","Otley","First Half",00:13:56,"Tackle","Successful","Dominant",48.67,15.41,"Own 22 to Halfway","Between 15's"
"342","13","Billingham","Otley","First Half",00:15:22,"Tackle","Missed","Passive",5.2,46.49,"Own 22","Between 15's"
"343","12","Billingham","Otley","First Half",00:20:25,"Tackle","Missed","Passive",39.89,14.4,"Own 22 to Halfway","Lower 15"
"344","8","Billingham","Otley","First Half",00:20:26,"Tackle","Missed","Passive",37.17,19.34,"Own 22 to Halfway","Between 15's"
"345","27","Billingham","Otley","First Half",00:20:27,"Tackle","Successful","Dominant",37.17,22.03,"Own 22 to Halfway","Between 15's"
"346","3","Billingham","Otley","First Half",00:20:34,"Tackle","Successful","Neutral",39.05,33.02,"Own 22 to Halfway","Between 15's"
"347","5","Billingham","Otley","First Half",00:20:44,"Tackle","Missed","Passive",43.86,64.21,"Own 22 to Halfway","Upper 15"
"348","5","Billingham","Otley","First Half",00:20:45,"Tackle","Successful","Neutral",41.98,61.97,"Own 22 to Halfway","Upper 15"
"349","7","Billingham","Otley","First Half",00:20:45,"Tackle","Assist","Neutral",41.98,61.97,"Own 22 to Halfway","Upper 15"
"350","30","Billingham","Otley","First Half",00:20:45,"Tackle","Assist","Neutral",42.19,62.31,"Own 22 to Halfway","Upper 15"
"351","8","Billingham","Otley","First Half",00:20:53,"Tackle","Successful","Neutral",43.86,47.72,"Own 22 to Halfway","Between 15's"
"352","31","Billingham","Otley","First Half",00:20:55,"Tackle","Missed","Passive",35.08,46.6,"Own 22 to Halfway","Between 15's"
"353","27","Billingham","Otley","First Half",00:20:57,"Tackle","Successful","Neutral",24.63,40.88,"Own 22 to Halfway","Between 15's"
"354","5","Billingham","Otley","First Half",00:27:04,"Tackle","Successful","Neutral",82.53,64.1,"Oppostion 22","Upper 15"
"355","12","Billingham","Otley","First Half",00:27:04,"Tackle","Assist","Neutral",83.15,64.44,"Oppostion 22","Upper 15"
"356","29","Billingham","Otley","First Half",00:27:11,"Tackle","Successful","Neutral",85.87,61.07,"Oppostion 22","Upper 15"
"357","5","Billingham","Otley","First Half",00:29:29,"Tackle","Successful","Neutral",80.86,21.69,"Oppostion 22","Between 15's"
"358","11","Billingham","Otley","First Half",00:29:59,"Tackle","Successful","Neutral",53.06,43.35,"Halfway to Opposition 22","Between 15's"
"359","9","Billingham","Otley","First Half",00:30:04,"Tackle","Successful","Neutral",54.73,52.21,"Halfway to Opposition 22","Between 15's"
"360","27","Billingham","Otley","First Half",00:30:04,"Tackle","Assist","Neutral",54.31,51.76,"Halfway to Opposition 22","Between 15's"
"361","7","Billingham","Macclesfield","Second Half",00:44:59,"Tackle","Successful","Neutral",78.12,47.07,"Oppostion 22","Between 15's"
"362","12","Billingham","Macclesfield","Second Half",00:45:00,"Tackle","Assist","Neutral",77.05,46.29,"Halfway to Opposition 22","Between 15's"
"363","14","Billingham","Macclesfield","Second Half",00:47:44,"Tackle","Missed","Passive",45.68,48.53,"Own 22 to Halfway","Between 15's"
"364","32","Billingham","Macclesfield","Second Half",00:47:45,"Tackle","Successful","Neutral",44.3,51.79,"Own 22 to Halfway","Between 15's"
"365","12","Billingham","Macclesfield","Second Half",00:47:47,"Tackle","Assist","Dominant",43.08,53.24,"Own 22 to Halfway","Between 15's"
"366","13","Billingham","Macclesfield","Second Half",00:50:49,"Tackle","Successful","Neutral",36.19,4.78,"Own 22 to Halfway","Lower 15"
"367","32","Billingham","Macclesfield","Second Half",00:50:49,"Tackle","Assist","Neutral",36.65,4.89,"Own 22 to Halfway","Lower 15"
"368","34","Billingham","Macclesfield","Second Half",00:50:55,"Tackle","Successful","Neutral",31.6,15.99,"Own 22 to Halfway","Between 15's"
"369","35","Billingham","Macclesfield","Second Half",00:50:55,"Tackle","Assist","Neutral",30.99,16.78,"Own 22 to Halfway","Between 15's"
"370","29","Billingham","Macclesfield","Second Half",00:51:07,"Tackle","Successful","Neutral",47.82,53.13,"Own 22 to Halfway","Between 15's"
"371","2","Billingham","Macclesfield","Second Half",00:51:16,"Tackle","Successful","Neutral",48.59,43.82,"Own 22 to Halfway","Between 15's"
"372","29","Billingham","Macclesfield","Second Half",00:51:27,"Tackle","Missed","Passive",47.36,65.14,"Own 22 to Halfway","Upper 15"
"373","7","Billingham","Macclesfield","Second Half",00:51:28,"Tackle","Successful","Neutral",44.91,64.69,"Own 22 to Halfway","Upper 15"
"374","5","Billingham","Macclesfield","Second Half",00:51:28,"Tackle","Assist","Neutral",45.07,64.8,"Own 22 to Halfway","Upper 15"
"375","35","Billingham","Macclesfield","Second Half",00:51:35,"Tackle","Missed","Passive",44.3,42.47,"Own 22 to Halfway","Between 15's"
"376","4","Billingham","Macclesfield","Second Half",00:51:35,"Tackle","Successful","Neutral",43.99,42.02,"Own 22 to Halfway","Between 15's"
"377","35","Billingham","Macclesfield","Second Half",00:51:41,"Tackle","Missed","Passive",39.1,33.05,"Own 22 to Halfway","Between 15's"
"378","14","Billingham","Macclesfield","Second Half",00:51:46,"Tackle","Successful","Neutral",5.74,19.7,"Own 22","Between 15's"
"379","4","Billingham","Macclesfield","Second Half",00:53:28,"Tackle","Successful","Neutral",65.42,55.49,"Halfway to Opposition 22","Upper 15"
"380","12","Billingham","Macclesfield","Second Half",01:11:22,"Tackle","Successful","Neutral",14,37.99,"Own 22","Between 15's"
"381","36","Billingham","Macclesfield","Second Half",01:11:22,"Tackle","Assist","Neutral",14.15,38.32,"Own 22","Between 15's"
"382","33","Billingham","Macclesfield","Second Half",01:11:25,"Tackle","Assist","Neutral",9.56,39.22,"Own 22","Between 15's"
"383","12","Billingham","Macclesfield","Second Half",01:12:57,"Tackle","Missed","Passive",9.56,43.37,"Own 22","Between 15's"
"384","10","Billingham","Macclesfield","Second Half",01:12:57,"Tackle","Missed","Passive",7.73,44.83,"Own 22","Between 15's"
"385","36","Billingham","Macclesfield","Second Half",01:28:11,"Tackle","Successful","Neutral",27.62,50.21,"Own 22 to Halfway","Between 15's"
"386","10","Billingham","Macclesfield","Second Half",01:28:11,"Tackle","Assist","Neutral",26.85,50.44,"Own 22 to Halfway","Between 15's"
"387","17","Billingham","Sheffield Tigers","Second Half",00:45:32,"Tackle","Successful","Neutral",78.35,38.3,"Oppostion 22","Between 15's"
"388","1","Billingham","Sheffield Tigers","Second Half",00:45:39,"Tackle","Successful","Neutral",78.56,40.09,"Oppostion 22","Between 15's"
"389","14","Billingham","Sheffield Tigers","Second Half",00:45:48,"Tackle","Missed","Passive",72.91,69.71,"Halfway to Opposition 22","Upper 15"
"390","29","Billingham","Sheffield Tigers","Second Half",00:45:50,"Tackle","Successful","Passive",69.57,68.03,"Halfway to Opposition 22","Upper 15"
"391","9","Billingham","Sheffield Tigers","Second Half",00:45:54,"Tackle","Successful","Neutral",64.76,63.65,"Halfway to Opposition 22","Upper 15"
"392","35","Billingham","Sheffield Tigers","Second Half",00:46:01,"Tackle","Successful","Neutral",64.14,44.8,"Halfway to Opposition 22","Between 15's"
"393","7","Billingham","Sheffield Tigers","Second Half",00:49:27,"Tackle","Missed","Passive",67.9,54.68,"Halfway to Opposition 22","Between 15's"
"394","10","Billingham","Sheffield Tigers","Second Half",00:49:28,"Tackle","Successful","Neutral",66.23,55.46,"Halfway to Opposition 22","Upper 15"
"395","29","Billingham","Sheffield Tigers","Second Half",00:49:32,"Tackle","Missed","Passive",64.55,54.9,"Halfway to Opposition 22","Between 15's"
"396","10","Billingham","Sheffield Tigers","Second Half",00:49:33,"Tackle","Missed","Passive",62.67,57.6,"Halfway to Opposition 22","Upper 15"
"397","14","Billingham","Sheffield Tigers","Second Half",00:49:33,"Tackle","Successful","Neutral",59.95,62.31,"Halfway to Opposition 22","Upper 15"
"398","7","Billingham","Sheffield Tigers","Second Half",00:49:36,"Tackle","Successful","Neutral",50.76,65.45,"Halfway to Opposition 22","Upper 15"
"399","17","Billingham","Sheffield Tigers","Second Half",00:49:44,"Tackle","Missed","Passive",54.94,46.49,"Halfway to Opposition 22","Between 15's"
"400","31","Billingham","Sheffield Tigers","Second Half",00:49:44,"Tackle","Successful","Neutral",55.15,46.04,"Halfway to Opposition 22","Between 15's"
"401","2","Billingham","Sheffield Tigers","Second Half",00:49:50,"Tackle","Missed","Passive",55.36,26.18,"Halfway to Opposition 22","Between 15's"
"402","12","Billingham","Sheffield Tigers","Second Half",00:49:51,"Tackle","Missed","Passive",54.73,25.73,"Halfway to Opposition 22","Between 15's"
"403","31","Billingham","Sheffield Tigers","Second Half",00:49:52,"Tackle","Successful","Passive",46.58,26.29,"Own 22 to Halfway","Between 15's"
"404","7","Billingham","Sheffield Tigers","Second Half",00:49:59,"Tackle","Missed","Passive",40.31,11.26,"Own 22 to Halfway","Lower 15"
"405","27","Billingham","Sheffield Tigers","Second Half",00:50:00,"Tackle","Successful","Neutral",34.04,12.83,"Own 22 to Halfway","Lower 15"
"406","2","Billingham","Sheffield Tigers","Second Half",00:50:06,"Tackle","Missed","Passive",32.37,18.1,"Own 22 to Halfway","Between 15's"
"407","15","Billingham","Sheffield Tigers","Second Half",00:50:07,"Tackle","Successful","Neutral",28.81,17.54,"Own 22 to Halfway","Between 15's"
"408","9","Billingham","Sheffield Tigers","Second Half",00:50:08,"Tackle","Assist","Neutral",27.98,17.2,"Own 22 to Halfway","Between 15's"
"409","12","Billingham","Sheffield Tigers","Second Half",00:50:18,"Tackle","Missed","Passive",33.83,54.57,"Own 22 to Halfway","Between 15's"
"410","35","Billingham","Sheffield Tigers","Second Half",00:50:18,"Tackle","Missed","Passive",31.95,54.57,"Own 22 to Halfway","Between 15's"
"411","29","Billingham","Sheffield Tigers","Second Half",00:50:19,"Tackle","Successful","Neutral",30.07,54.79,"Own 22 to Halfway","Between 15's"
"412","9","Billingham","Sheffield Tigers","Second Half",00:50:22,"Tackle","Successful","Neutral",27.77,52.32,"Own 22 to Halfway","Between 15's"
"413","5","Billingham","Sheffield Tigers","Second Half",00:50:22,"Tackle","Assist","Neutral",27.14,52.43,"Own 22 to Halfway","Between 15's"
"414","17","Billingham","Sheffield Tigers","Second Half",00:50:26,"Tackle","Successful","Neutral",24.21,37.06,"Own 22 to Halfway","Between 15's"
"415","15","Billingham","Sheffield Tigers","Second Half",00:50:27,"Tackle","Assist","Neutral",20.66,36.28,"Own 22","Between 15's"
"416","7","Billingham","Sheffield Tigers","Second Half",00:50:33,"Tackle","Successful","Neutral",24.63,22.93,"Own 22 to Halfway","Between 15's"
"417","27","Billingham","Sheffield Tigers","Second Half",00:50:33,"Tackle","Assist","Neutral",24.63,20.46,"Own 22 to Halfway","Between 15's"
