"","ID","Team","Opponent","Half","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","GLS","Linebreak","Prior_GLS","Type","Pass_Receipt","Source","Defenders_Infront","Distance","pitch_location"
"143","7","Anselmians","Huddersfield","Second Half",01:03:06,"Carry",38.79,6.49,65.37,5.14,"GLS",1,1,"Other",NA,"Multi-Phase",NA,26.61,"Own 22 to Halfway"
"144","8","Anselmians","Huddersfield","Second Half",01:03:08,"Carry",65.25,3.90000000000001,75.4,1.88,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,10.35,"Halfway to Opposition 22"
"145","19","Anselmians","Huddersfield","Second Half",01:04:52,"Carry",59.73,48.08,69.64,48.08,"GLS",0,0,"Other","On Target","Multi-Phase",NA,9.91,"Halfway to Opposition 22"
"146","10","Anselmians","Huddersfield","Second Half",01:04:57,"Carry",66.75,55.06,73.52,57.19,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,7.1,"Halfway to Opposition 22"
"147","6","Anselmians","Huddersfield","Second Half",01:05:06,"Carry",66.25,50.9,78.79,43.03,"GLS",0,1,"One Out","On Target","Multi-Phase",NA,14.81,"Halfway to Opposition 22"
"148","15","Anselmians","Huddersfield","Second Half",01:05:12,"Carry",74.4,18.07,76.53,18.63,"No GLS",0,1,"Other","On Target","Multi-Phase",NA,2.2,"Halfway to Opposition 22"
"149","8","Anselmians","Huddersfield","Second Half",01:07:00,"Carry",30.39,10.76,31.65,9.75,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,1.61,"Own 22 to Halfway"
"150","6","Anselmians","Huddersfield","Second Half",01:10:04,"Carry",10.34,47.86,18.23,50,"GLS",0,0,"One Out","On Target","Lineout",NA,8.18,"Own 22"
"151","9","Anselmians","Huddersfield","Second Half",01:11:29,"Carry",66,38.3,100.35,35.27,"GLS",1,0,"Other","On Target","Lineout",NA,34.48,"Halfway to Opposition 22"
"152","8","Anselmians","Huddersfield","Second Half",01:12:58,"Carry",21.12,14.69,22.25,18.29,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,3.77,"Own 22"
"153","1","Anselmians","Huddersfield","Second Half",01:13:06,"Carry",20.37,36.62,25.76,37.07,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,5.41,"Own 22"
"154","15","Anselmians","Huddersfield","Second Half",01:15:06,"Carry",5.31999999999999,18.63,99.72,13.46,"GLS",1,0,"One Out","On Target","Multi-Phase",NA,94.54,"Own 22"
"155","5","Anselmians","Huddersfield","Second Half",01:16:52,"Carry",36.41,39.09,47.19,36.17,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,11.17,"Own 22 to Halfway"
"156","19","Anselmians","Huddersfield","Second Half",01:17:06,"Carry",44.19,57.3,50.33,58.54,"GLS",0,0,"Other","On Target","Multi-Phase",NA,6.26,"Own 22 to Halfway"
"157","14","Anselmians","Huddersfield","Second Half",01:17:20,"Carry",55.09,9.97,69.13,14.81,"GLS",1,0,"Other","On Target","Multi-Phase",NA,14.85,"Halfway to Opposition 22"
"158","1","Anselmians","Huddersfield","Second Half",01:17:27,"Carry",65.75,20.65,67.75,20.99,"No GLS",0,1,"One Out","On Target","Multi-Phase",NA,2.03,"Halfway to Opposition 22"
"159","6","Anselmians","Huddersfield","Second Half",01:17:30,"Carry",67.25,22,67.75,20.76,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,1.34,"Halfway to Opposition 22"
"160","19","Anselmians","Huddersfield","Second Half",01:17:40,"Carry",60.23,61.8,64.37,65.17,"No GLS",0,1,"Other","On Target","Multi-Phase",NA,5.34,"Halfway to Opposition 22"
"161","11","Anselmians","Huddersfield","Second Half",01:17:45,"Carry",65.25,68.43,70.14,54.27,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,14.98,"Halfway to Opposition 22"
"162","6","Anselmians","Huddersfield","Second Half",01:17:52,"Carry",69.38,38.87,77.03,39.09,"GLS",0,1,"Other","On Target","Multi-Phase",NA,7.65,"Halfway to Opposition 22"
"163","18","Anselmians","Huddersfield","Second Half",01:18:03,"Carry",72.02,15.26,78.41,14.13,"GLS",0,1,"Other","On Target","Multi-Phase",NA,6.49,"Halfway to Opposition 22"
"164","4","Anselmians","Huddersfield","Second Half",01:18:07,"Carry",78.03,14.02,85.68,15.03,"GLS",0,1,"Pick & Go",NA,"Multi-Phase",NA,7.72,"Opposition 22"
"165","6","Anselmians","Huddersfield","Second Half",01:18:12,"Carry",85.68,17.73,90.45,18.74,"GLS",0,1,"One Out","On Target","Multi-Phase",NA,4.88,"Opposition 22"
"166","8","Anselmians","Huddersfield","Second Half",01:21:02,"Carry",27.64,14.92,27.64,14.92,"GLS",0,1,"Kick Return",NA,"Multi-Phase",NA,0,"Own 22 to Halfway"
"167","13","Anselmians","Huddersfield","Second Half",01:21:16,"Carry",21.87,54.72,37.04,53.82,"GLS",0,0,"Other","On Target","Multi-Phase",NA,15.2,"Own 22"
"168","6","Anselmians","Huddersfield","Second Half",01:21:25,"Carry",33.03,45.72,36.54,41.23,"GLS",0,1,"One Out","On Target","Multi-Phase",NA,5.7,"Own 22 to Halfway"
"169","8","Anselmians","Huddersfield","Second Half",01:21:35,"Carry",36.29,15.03,49.7,7.05,"GLS",0,0,"Other","On Target","Multi-Phase",NA,15.6,"Own 22 to Halfway"
"170","19","Anselmians","Huddersfield","Second Half",01:24:43,"Carry",64.37,19.87,100.35,24.81,"GLS",1,0,"One Out","On Target","Lineout",NA,36.32,"Halfway to Opposition 22"
"171","13","Anselmians","Huddersfield","Second Half",01:28:10,"Carry",35.79,21.33,49.7,15.48,"GLS",0,0,"Other",NA,"Scrum",NA,15.09,"Own 22 to Halfway"
"172","4","Anselmians","Huddersfield","Second Half",01:28:16,"Carry",54.09,10.08,59.35,7.72,"No GLS",0,0,"Support Carry","On Target","Scrum",NA,5.77,"Halfway to Opposition 22"
"173","13","Anselmians","Huddersfield","Second Half",01:28:24,"Carry",49.58,46.96,56.35,52.58,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,8.8,"Own 22 to Halfway"
"174","15","Anselmians","Huddersfield","Second Half",01:28:31,"Carry",58.73,61.24,99.97,68.77,"GLS",1,1,"Other","On Target","Multi-Phase",NA,41.92,"Halfway to Opposition 22"
"175","18","Anselmians","Huddersfield","Second Half",01:29:49,"Carry",31.65,5.47,33.03,5.02,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,1.45,"Own 22 to Halfway"
"176","7","Anselmians","Huddersfield","Second Half",01:29:56,"Carry",32.53,14.58,38.29,17.84,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,6.62,"Own 22 to Halfway"
"177","18","Anselmians","Huddersfield","Second Half",01:30:43,"Carry",17.73,5.36,20.74,5.59,"GLS",0,0,"Other",NA,"Multi-Phase",NA,3.02,"Own 22"
"178","11","Anselmians","Huddersfield","Second Half",01:32:26,"Carry",19.24,50.22,21.24,50.78,"GLS",0,0,"Other","On Target","Multi-Phase",NA,2.08,"Own 22"
"179","9","Anselmians","Leek","First Half",00:05:10,"Carry",49.7,50.05,49.7,50.05,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,0,"Own 22 to Halfway"
"180","7","Anselmians","Leek","First Half",00:05:23,"Carry",44.93,65.1,47.23,64.65,"GLS",0,0,"Other","On Target","Multi-Phase",NA,2.34,"Own 22 to Halfway"
"181","17","Anselmians","Leek","First Half",00:05:31,"Carry",44.05,55.44,47.05,55.67,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,3.01,"Own 22 to Halfway"
"182","15","Anselmians","Leek","First Half",00:05:49,"Carry",39.99,12.76,45.46,9.96,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,6.14,"Own 22 to Halfway"
"183","19","Anselmians","Leek","First Half",00:06:41,"Carry",44.93,18.6,55.52,17.37,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,10.66,"Own 22 to Halfway"
"184","7","Anselmians","Leek","First Half",00:06:48,"Carry",50.05,27.81,55.35,30.4,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,5.9,"Halfway to Opposition 22"
"185","17","Anselmians","Leek","First Half",00:10:12,"Carry",79.99,8.61,81.7,8.5,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,1.71,"Opposition 22"
"186","19","Anselmians","Leek","First Half",00:12:48,"Carry",45.58,41.63,69.09,39.16,"GLS",1,0,"One Out","On Target","Multi-Phase",NA,23.64,"Own 22 to Halfway"
"187","14","Anselmians","Leek","First Half",00:12:57,"Carry",72.16,1.42,85.28,2.88,"GLS",0,0,"Other","On Target","Multi-Phase",NA,13.2,"Halfway to Opposition 22"
"188","17","Anselmians","Leek","First Half",00:13:34,"Carry",61.77,32.31,65.34,35.79,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,4.99,"Halfway to Opposition 22"
"189","19","Anselmians","Leek","First Half",00:13:45,"Carry",64.66,51.85,70.62,51.96,"GLS",0,0,"Other","On Target","Multi-Phase",NA,5.96,"Halfway to Opposition 22"
"190","4","Anselmians","Leek","First Half",00:13:56,"Carry",71.14,60.05,76.08,59.94,"GLS",0,0,"Other","On Target","Multi-Phase",NA,4.94,"Halfway to Opposition 22"
"191","14","Anselmians","Leek","First Half",00:15:34,"Carry",44.9,5.58,44.9,5.58,"GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,0,"Own 22 to Halfway"
"192","10","Anselmians","Leek","First Half",00:16:54,"Carry",21.9,54.1,34.51,47.47,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,14.25,"Own 22"
"193","4","Anselmians","Leek","First Half",00:17:19,"Carry",59.72,49.04,59.72,48.71,"GLS",0,0,"Other",NA,"Multi-Phase",NA,0.33,"Halfway to Opposition 22"
"194","17","Anselmians","Leek","First Half",00:20:28,"Carry",48.65,64.32,50.52,59.15,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,5.5,"Own 22 to Halfway"
"195","6","Anselmians","Leek","First Half",00:20:33,"Carry",49.16,55.22,58.19,54.66,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,9.05,"Own 22 to Halfway"
"196","10","Anselmians","Leek","First Half",00:20:39,"Carry",52.74,37.14,56.48,35.45,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,4.1,"Halfway to Opposition 22"
"197","9","Anselmians","Leek","First Half",00:22:52,"Carry",86.47,55.22,94.64,53.09,"GLS",0,0,"Support Carry","On Target","Multi-Phase",NA,8.44,"Opposition 22"
"198","1","Anselmians","Leek","First Half",00:22:56,"Carry",94.99,50.73,96.69,50.61,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,1.7,"Opposition 22"
"199","6","Anselmians","Leek","First Half",00:23:00,"Carry",96.01,50.28,97.88,49.04,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,2.24,"Opposition 22"
"200","7","Anselmians","Leek","First Half",00:23:06,"Carry",97.88,49.04,98.05,48.48,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,0.59,"Opposition 22"
"201","2","Anselmians","Leek","First Half",00:23:15,"Carry",98.22,45.79,98.56,43.43,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,2.38,"Opposition 22"
"202","13","Anselmians","Leek","First Half",00:23:26,"Carry",91.24,28.83,99.93,27.93,"GLS",1,0,"Other","On Target","Multi-Phase",NA,8.74,"Opposition 22"
"203","6","Anselmians","Leek","First Half",00:25:02,"Carry",31.44,14.45,31.78,14.79,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,0.48,"Own 22 to Halfway"
"204","7","Anselmians","Leek","First Half",00:25:13,"Carry",31.44,15.91,32.8,16.02,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,1.36,"Own 22 to Halfway"
"205","9","Anselmians","Leek","First Half",00:31:32,"Carry",33.83,5.13,35.02,18.6,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,13.52,"Own 22 to Halfway"
"206","17","Anselmians","Leek","First Half",00:31:52,"Carry",22.24,5.58,24.46,5.45999999999999,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,2.22,"Own 22 to Halfway"
"207","17","Anselmians","Leek","First Half",00:38:07,"Carry",44.05,50.39,45.92,48.82,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,2.44,"Own 22 to Halfway"
"208","6","Anselmians","Leek","First Half",00:38:10,"Carry",44.05,47.58,49.84,41.85,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,8.15,"Own 22 to Halfway"
"209","20","Anselmians","Leek","First Half",00:38:18,"Carry",63.81,5.13,73.35,5.69,"GLS",1,0,"Kick Return","On Target","Multi-Phase",NA,9.56,"Halfway to Opposition 22"
"210","9","Anselmians","Leek","First Half",00:39:26,"Carry",25.31,60.95,29.23,68.14,"GLS",0,0,"Other","On Target","Multi-Phase",NA,8.19,"Own 22 to Halfway"
"211","2","Anselmians","Leek","First Half",00:39:29,"Carry",27.35,68.47,31.78,67.35,"No GLS",0,0,"Support Carry","On Target","Multi-Phase",NA,4.57,"Own 22 to Halfway"
"212","6","Anselmians","Leek","First Half",00:39:33,"Carry",31.61,60.16,33.66,59.94,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,2.06,"Own 22 to Halfway"
"213","21","Anselmians","Leek","First Half",00:40:37,"Carry",21.73,46.46,24.29,47.13,"GLS",0,0,"Other","On Target","Multi-Phase",NA,2.65,"Own 22"
"214","14","Anselmians","Leek","First Half",00:42:15,"Carry",33.49,15.35,33.49,15.35,"No GLS",0,0,"Kick Return","On Target","Multi-Phase",NA,0,"Own 22 to Halfway"
"215","1","Anselmians","Leek","First Half",00:42:25,"Carry",34.17,10.63,36.38,10.07,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,2.28,"Own 22 to Halfway"
"216","6","Anselmians","Leek","First Half",00:42:32,"Carry",34.34,18.6,35.7,19.05,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,1.43,"Own 22 to Halfway"
"217","7","Anselmians","Leek","First Half",00:42:38,"Carry",32.63,43.2,34.17,43.2,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,1.54,"Own 22 to Halfway"
"218","4","Anselmians","Leek","First Half",00:42:42,"Carry",33.66,45.34,35.19,45.34,"GLS",0,0,"Pick & Go","On Target","Multi-Phase",NA,1.53,"Own 22 to Halfway"
"219","13","Anselmians","Leek","First Half",00:42:50,"Carry",34.51,47.36,77.95,65.55,"GLS",1,0,"Support Carry","On Target","Multi-Phase",NA,47.09,"Own 22 to Halfway"
"220","2","Anselmians","Leek","First Half",00:44:02,"Carry",94.64,65.55,97.37,68.25,"GLS",1,0,"Other","On Target","Multi-Phase",NA,3.84,"Opposition 22"
"221","9","Anselmians","Leek","First Half",00:44:03,"Carry",95.5,67.58,100.44,67.13,"GLS",1,0,"Support Carry","On Target","Multi-Phase",NA,4.96,"Opposition 22"
"222","8","Anselmians","Manchester","Second Half",00:43:00,"Carry",28.13,15.66,30.01,16.67,"No GLS",0,0,"Kick Return",NA,"Lineout",NA,2.13,"Own 22 to Halfway"
"223","17","Anselmians","Manchester","Second Half",00:43:19,"Carry",37.12,5,38.37,5.11,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,1.25,"Own 22 to Halfway"
"224","7","Anselmians","Manchester","Second Half",00:43:27,"Carry",34.61,15.32,40.46,17.23,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,6.15,"Own 22 to Halfway"
"225","2","Anselmians","Manchester","Second Half",00:43:47,"Carry",88.12,7.58,91.67,6.01,"GLS",1,0,"Other",NA,"Multi-Phase",NA,3.88,"Opposition 22"
"226","21","Anselmians","Manchester","Second Half",00:43:51,"Carry",91.67,6.01,93.34,11.62,"GLS",1,0,"Pick & Go",NA,"Multi-Phase",NA,5.85,"Opposition 22"
"227","8","Anselmians","Manchester","Second Half",00:47:09,"Carry",23.95,12.4,27.09,15.1,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,4.14,"Own 22 to Halfway"
"228","17","Anselmians","Manchester","Second Half",00:48:34,"Carry",2.01,51.79,6.81,51,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,4.86,"Own 22"
"229","14","Anselmians","Manchester","Second Half",00:49:29,"Carry",35.86,17,41.3,18.58,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,5.66,"Own 22 to Halfway"
"230","3","Anselmians","Manchester","Second Half",00:49:37,"Carry",36.07,26.09,40.46,23.96,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,4.88,"Own 22 to Halfway"
"231","1","Anselmians","Manchester","Second Half",00:49:43,"Carry",36.07,39.78,40.46,43.48,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,5.74,"Own 22 to Halfway"
"232","2","Anselmians","Manchester","Second Half",00:49:51,"Carry",36.07,55.04,42.97,60.09,"GLS",0,0,"Other",NA,"Multi-Phase",NA,8.55,"Own 22 to Halfway"
"233","8","Anselmians","Manchester","Second Half",00:49:55,"Carry",42.97,59.98,43.81,61.55,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,1.78,"Own 22 to Halfway"
"234","7","Anselmians","Manchester","Second Half",00:50:02,"Carry",40.25,49.88,46.11,48.42,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,6.04,"Own 22 to Halfway"
"235","1","Anselmians","Manchester","Second Half",00:50:05,"Carry",45.9,45.95,55.09,41.24,"No GLS",0,0,"Support Carry",NA,"Multi-Phase",NA,10.33,"Own 22 to Halfway"
"236","17","Anselmians","Manchester","Second Half",00:51:29,"Carry",83.1,64.13,89.16,55.15,"GLS",0,0,"Other",NA,"Multi-Phase",NA,10.83,"Opposition 22"
"237","1","Anselmians","Manchester","Second Half",00:51:35,"Carry",87.7,46.18,91.25,52.8,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,7.51,"Opposition 22"
"238","21","Anselmians","Manchester","Second Half",00:54:27,"Carry",5.14,19.36,11.2,19.25,"GLS",0,0,"Other",NA,"Multi-Phase",NA,6.06,"Own 22"
"239","7","Anselmians","Manchester","Second Half",00:55:50,"Carry",25.83,20.03,32.1,26.54,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,9.04,"Own 22 to Halfway"
"240","21","Anselmians","Manchester","Second Half",00:55:56,"Carry",31.27,46.51,35.66,49.43,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,5.27,"Own 22 to Halfway"
"241","18","Anselmians","Manchester","Second Half",00:56:02,"Carry",34.82,55.15,36.07,56.05,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,1.54,"Own 22 to Halfway"
"242","19","Anselmians","Manchester","Second Half",01:00:39,"Carry",12.67,35.4,36.91,58.74,"GLS",0,0,"One Out",NA,"Lineout",NA,33.65,"Own 22"
"243","8","Anselmians","Manchester","Second Half",01:00:44,"Carry",34.61,48.53,34.61,48.53,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,0,"Own 22 to Halfway"
"244","8","Anselmians","Manchester","Second Half",01:03:45,"Carry",72.44,61.1,73.49,64.13,"GLS",0,0,"Other",NA,"Multi-Phase",NA,3.21,"Halfway to Opposition 22"
"245","19","Anselmians","Manchester","Second Half",01:06:42,"Carry",43.18,16.89,47.99,16.89,"GLS",0,0,"One Out",NA,"Lineout",NA,4.81,"Own 22 to Halfway"
"246","11","Anselmians","Manchester","Second Half",01:06:51,"Carry",39.63,51,46.11,64.69,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,15.15,"Own 22 to Halfway"
"247","22","Anselmians","Manchester","Second Half",01:07:01,"Carry",46.11,64.69,52.17,68.73,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,7.28,"Own 22 to Halfway"
"248","4","Anselmians","Manchester","Second Half",01:07:12,"Carry",49.66,63.57,55.3,59.75,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,6.81,"Own 22 to Halfway"
"249","20","Anselmians","Manchester","Second Half",01:07:24,"Carry",48.41,34.06,63.66,15.77,"GLS",1,0,"Other",NA,"Multi-Phase",NA,23.81,"Own 22 to Halfway"
"250","11","Anselmians","Manchester","Second Half",01:07:31,"Carry",60.11,5.56,71.6,5.11,"GLS",0,0,"Other",NA,"Multi-Phase",NA,11.5,"Halfway to Opposition 22"
"251","20","Anselmians","Manchester","Second Half",01:07:44,"Carry",54.47,40.68,60.11,27.66,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,14.19,"Halfway to Opposition 22"
"252","8","Anselmians","Manchester","Second Half",01:07:50,"Carry",53.21,15.66,56.77,14.31,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.81,"Halfway to Opposition 22"
"253","4","Anselmians","Manchester","Second Half",01:07:57,"Carry",58.86,14.65,61.78,9.82,"GLS",0,0,"Other",NA,"Multi-Phase",NA,5.64,"Halfway to Opposition 22"
"254","15","Anselmians","Manchester","Second Half",01:08:22,"Carry",10.58,9.6,40.25,17,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,30.58,"Own 22"
"255","17","Anselmians","Manchester","Second Half",01:09:15,"Carry",54.68,10.5,57.81,15.1,"GLS",0,0,"Other",NA,"Multi-Phase",NA,5.56,"Halfway to Opposition 22"
"256","19","Anselmians","Manchester","Second Half",01:09:19,"Carry",57.18,18.01,60.32,15.32,"No GLS",0,0,"Support Carry",NA,"Multi-Phase",NA,4.13,"Halfway to Opposition 22"
"257","7","Anselmians","Manchester","Second Half",01:10:49,"Carry",60.11,59.3,61.99,64.91,"GLS",0,0,"Other",NA,"Multi-Phase",NA,5.92,"Halfway to Opposition 22"
"258","22","Anselmians","Manchester","Second Half",01:10:51,"Carry",60.11,64.46,62.62,68.73,"No GLS",0,0,"Support Carry",NA,"Multi-Phase",NA,4.95,"Halfway to Opposition 22"
"259","21","Anselmians","Manchester","Second Half",01:10:53,"Carry",61.78,65.92,66.38,63.45,"No GLS",0,0,"Support Carry",NA,"Multi-Phase",NA,5.22,"Halfway to Opposition 22"
"260","8","Anselmians","Manchester","Second Half",01:10:59,"Carry",61.99,55.94,66.38,54.7,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,4.56,"Halfway to Opposition 22"
"261","2","Anselmians","Manchester","Second Half",01:12:03,"Carry",95.01,59.86,95.01,59.86,"GLS",0,0,"Other",NA,"Multi-Phase",NA,0,"Opposition 22"
"262","4","Anselmians","Manchester","Second Half",01:12:12,"Carry",95.01,59.86,93.97,58.29,"No GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,1.88,"Opposition 22"
"263","8","Anselmians","Manchester","Second Half",01:13:15,"Carry",96.69,55.15,99.4,55.71,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,2.77,"Opposition 22"
"264","7","Anselmians","Manchester","Second Half",01:13:23,"Carry",99.4,55.71,99.82,59.3,"No GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,3.61,"Opposition 22"
"265","17","Anselmians","Manchester","Second Half",01:17:14,"Carry",42.76,18.13,54.05,35.07,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,20.36,"Own 22 to Halfway"
"266","20","Anselmians","Manchester","Second Half",01:17:22,"Carry",48.61,51.9,52.17,50.55,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,3.81,"Own 22 to Halfway"
"267","19","Anselmians","Manchester","Second Half",01:17:28,"Carry",48.41,57.17,56.14,56.83,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,7.74,"Own 22 to Halfway"
"268","1","Anselmians","Manchester","Second Half",01:17:37,"Carry",50.29,49.2,53.84,48.98,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.56,"Halfway to Opposition 22"
"269","18","Anselmians","Manchester","Second Half",01:17:49,"Carry",49.87,15.66,56.14,15.1,"GLS",0,0,"Other",NA,"Multi-Phase",NA,6.29,"Own 22 to Halfway"
"270","4","Anselmians","Manchester","Second Half",01:18:43,"Carry",56.77,23.62,61.78,10.27,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,14.26,"Halfway to Opposition 22"
"271","17","Anselmians","Manchester","Second Half",01:18:50,"Carry",58.02,15.55,64.71,14.87,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,6.72,"Halfway to Opposition 22"
"272","1","Anselmians","Manchester","Second Half",01:18:58,"Carry",56.77,22.84,61.57,20.15,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,5.5,"Halfway to Opposition 22"
"273","8","Anselmians","Manchester","Second Half",01:19:53,"Carry",48.82,16.67,51.96,17.12,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.17,"Own 22 to Halfway"
"274","19","Anselmians","Manchester","Second Half",01:20:56,"Carry",55.09,15.55,63.87,14.87,"GLS",0,0,"One Out",NA,"Lineout",NA,8.81,"Halfway to Opposition 22"
"275","7","Anselmians","Manchester","Second Half",01:21:03,"Carry",60.53,18.91,65.13,20.37,"GLS",0,0,"One Out",NA,"Lineout",NA,4.83,"Halfway to Opposition 22"
"276","1","Anselmians","Manchester","Second Half",01:21:09,"Carry",63.66,38.21,68.05,39.67,"No GLS",0,0,"One Out",NA,"Lineout",NA,4.63,"Halfway to Opposition 22"
"277","15","Anselmians","Manchester","Second Half",01:21:18,"Carry",55.3,24.86,66.59,26.43,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,11.4,"Halfway to Opposition 22"
"278","19","Anselmians","Manchester","Second Half",01:23:11,"Carry",60.95,18.13,73.28,18.69,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,12.34,"Halfway to Opposition 22"
"279","2","Anselmians","Manchester","Second Half",01:26:49,"Carry",44.23,54.7,52.17,57.62,"GLS",0,0,"Other",NA,"Lineout",NA,8.46,"Own 22 to Halfway"
"280","18","Anselmians","Manchester","Second Half",01:26:57,"Carry",46.52,50.1,50.29,48.98,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.93,"Own 22 to Halfway"
"281","13","Anselmians","Manchester","Second Half",01:27:03,"Carry",44.43,36.41,45.9,33.05,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.67,"Own 22 to Halfway"
"282","7","Anselmians","Manchester","Second Half",01:27:12,"Carry",43.18,37.42,44.64,38.43,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,1.78,"Own 22 to Halfway"
"283","2","Anselmians","Manchester","Second Half",01:27:23,"Carry",41.3,65.7,47.36,60.2,"GLS",0,0,"Other",NA,"Multi-Phase",NA,8.18,"Own 22 to Halfway"
"284","8","Anselmians","Manchester","Second Half",01:27:28,"Carry",42.55,54.7,48.82,51,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,7.28,"Own 22 to Halfway"
"285","7","Anselmians","Manchester","Second Half",01:27:33,"Carry",43.81,37.2,47.15,36.53,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,3.41,"Own 22 to Halfway"
"286","4","Anselmians","Manchester","Second Half",01:27:45,"Carry",41.72,57.51,56.56,60.31,"GLS",0,0,"Other",NA,"Multi-Phase",NA,15.1,"Own 22 to Halfway"
"287","8","Anselmians","Manchester","Second Half",01:27:51,"Carry",51.54,53.13,57.6,50.21,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,6.73,"Halfway to Opposition 22"
