"","ID","Team","Opponent","Half","Minute","Event_Type","Start_X","Start_Y","End_X","End_Y","GLS","Linebreak","Prior_GLS","Type","Pass_Receipt","Source","Defenders_Infront","Distance","pitch_location"
"89","Jackson Bell","HSFC","TyneMet","First Half",00:24:53,"Carry",16.06,37.06,16.06,36.28,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,0.78,"Own 22"
"90","L Tubuna","HSFC","TyneMet","First Half",00:28:00,"Carry",39.05,42.67,49.92,35.27,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,13.15,"Own 22 to Halfway"
"91","Harry Hogg","HSFC","TyneMet","First Half",00:29:03,"Carry",68.52,63.88,69.57,64.78,"GLS",0,0,"Other",NA,"Multi-Phase",NA,1.38,"Halfway to Opposition 22"
"92","Hayden Hodgeson","HSFC","TyneMet","First Half",00:29:12,"Carry",62.46,54.79,69.78,60.18,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,9.09,"Halfway to Opposition 22"
"93","Jackson Bell","HSFC","TyneMet","First Half",00:29:23,"Carry",54.73,15.75,64.14,16.53,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,9.44,"Halfway to Opposition 22"
"94","Jack Brown","HSFC","TyneMet","First Half",00:29:34,"Carry",59.95,6.77,75.42,4.75,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,15.6,"Halfway to Opposition 22"
"95","Joe Browell","HSFC","TyneMet","First Half",00:29:43,"Carry",68.73,15.19,77.93,16.42,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,9.28,"Halfway to Opposition 22"
"96","Jack Brown","HSFC","TyneMet","First Half",00:29:48,"Carry",72.5,7.89,82.74,6.21,"GLS",0,0,"One Out",NA,"Multi-Phase",NA,10.38,"Halfway to Opposition 22"
"97","Joe Browell","HSFC","TyneMet","First Half",00:31:51,"Carry",64.76,27.08,67.48,31.79,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,5.44,"Halfway to Opposition 22"
"98","Jackson Bell","HSFC","TyneMet","First Half",00:33:14,"Carry",44.91,22.03,55.98,27.53,"GLS",0,0,"Other","On Target","Multi-Phase",NA,12.36,"Own 22 to Halfway"
"99","Joe Browell","HSFC","TyneMet","First Half",00:35:19,"Carry",78.14,31.79,81.06,34.71,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,4.13,"Opposition 22"
"100","Jackson Bell","HSFC","TyneMet","First Half",00:35:26,"Carry",75,55.91,79.6,59.39,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,5.77,"Halfway to Opposition 22"
"101","Joe Browell","HSFC","TyneMet","First Half",00:36:14,"Carry",61,35.27,79.81,34.71,"GLS",0,0,"Other","On Target","Multi-Phase",NA,18.82,"Halfway to Opposition 22"
"102","L Tubuna","HSFC","TyneMet","First Half",00:36:20,"Carry",68.32,18.66,76.88,18.44,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,8.56,"Halfway to Opposition 22"
"103","K Shaw","HSFC","TyneMet","First Half",00:36:29,"Carry",70.2,4.64,78.14,5.09,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,7.95,"Halfway to Opposition 22"
"104","Riley Ward","HSFC","TyneMet","First Half",00:36:38,"Carry",67.06,20.68,77.51,25.4,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,11.47,"Halfway to Opposition 22"
"105","Joe Cholmondely","HSFC","TyneMet","First Half",00:36:41,"Carry",77.93,27.53,79.6,26.29,"GLS",0,0,"Pick & Go","On Target","Multi-Phase",NA,2.08,"Halfway to Opposition 22"
"106","Jack Brown","HSFC","TyneMet","First Half",00:36:45,"Carry",79.6,20.01,81.9,16.98,"No GLS",0,0,"Support Carry","On Target","Multi-Phase",NA,3.8,"Opposition 22"
"107","Hayden Hodgeson","HSFC","TyneMet","First Half",00:36:53,"Carry",77.93,24.16,85.87,28.99,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,9.29,"Halfway to Opposition 22"
"108","Jackson Bell","HSFC","TyneMet","First Half",00:37:02,"Carry",85.24,16.98,94.86,24.27,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,12.07,"Opposition 22"
"109","Hayden Hodgeson","HSFC","TyneMet","First Half",00:37:31,"Carry",78.35,8.23,84.2,14.29,"No GLS",0,0,"Tap Pen","On Target","Multi-Phase",NA,8.42,"Opposition 22"
"110","Joe Browell","HSFC","TyneMet","First Half",00:37:35,"Carry",80.65,23.04,82.32,24.16,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,2.01,"Opposition 22"
"111","Dan Waldock","HSFC","TyneMet","First Half",00:37:38,"Carry",82.32,30.78,82.32,30.78,"No GLS",0,0,"Support Carry","On Target","Multi-Phase",NA,0,"Opposition 22"
"112","Darcey Bennett","HSFC","TyneMet","First Half",00:37:46,"Carry",79.6,26.29,80.65,27.75,"No GLS",0,0,"One Out","Off Target","Multi-Phase",NA,1.8,"Opposition 22"
"113","Hayden Hodgeson","HSFC","TyneMet","First Half",00:37:57,"Carry",78.35,15.52,85.66,26.18,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,12.93,"Opposition 22"
"114","Matthew Fothergill","HSFC","TyneMet","First Half",00:38:08,"Carry",84.62,28.42,92.35,33.81,"GLS",0,0,"Pick & Go","On Target","Multi-Phase",NA,9.42,"Opposition 22"
"115","Hayden Hodgeson","HSFC","TyneMet","First Half",00:38:16,"Carry",87.75,16.2,99.88,22.37,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,13.61,"Opposition 22"
"116","L Tubuna","HSFC","TyneMet","First Half",00:40:12,"Carry",31.75,12.63,43.99,10.72,"No GLS",0,1,"Kick Return",NA,"Multi-Phase",NA,12.39,"Own 22 to Halfway"
"117","Darcey Bennett","HSFC","TyneMet","First Half",00:40:19,"Carry",37.11,21.83,40.47,22.61,"No GLS",0,1,"One Out",NA,"Multi-Phase",NA,3.45,"Own 22 to Halfway"
"118","24","HSFC","TyneMet","First Half",00:41:12,"Carry",48.28,16.33,54.71,16.56,"GLS",0,0,"Other",NA,"Multi-Phase",NA,6.43,"Own 22 to Halfway"
"119","T Ward","HSFC","TyneMet","First Half",00:41:16,"Carry",54.09,17.34,54.71,17.79,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,0.77,"Halfway to Opposition 22"
"120","Darcey Bennett","HSFC","TyneMet","First Half",00:41:22,"Carry",48.28,30.8,52.87,31.93,"No GLS",0,0,"One Out",NA,"Multi-Phase",NA,4.73,"Own 22 to Halfway"
"121","Jackson Bell","HSFC","TyneMet","First Half",00:43:27,"Carry",42.62,27.21,91.74,30.02,"No GLS",1,0,"Kick Return",NA,"Multi-Phase",NA,49.2,"Own 22 to Halfway"
"122","Riley Ward","HSFC","TyneMet","First Half",00:43:36,"Carry",87,43.93,88.68,44.49,"No GLS",0,0,"Other",NA,"Multi-Phase",NA,1.77,"Opposition 22"
"123","Dan Waldock","HSFC","TyneMet","First Half",00:43:38,"Carry",86.23,46.96,85.31,46.18,"No GLS",0,0,"Support Carry",NA,"Multi-Phase",NA,1.21,"Opposition 22"
"124","Hayden Hodgeson","HSFC","TyneMet","First Half",00:43:52,"Carry",88.99,14.09,100.46,15.43,"No GLS",1,0,"Tap Pen",NA,"Multi-Phase",NA,11.55,"Opposition 22"
"125","L Tubuna","HSFC","TyneMet","First Half",00:44:35,"Carry",58.69,33.72,65.11,19.36,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,15.73,"Halfway to Opposition 22"
"126","Joe Cholmondely","HSFC","TyneMet","First Half",00:45:56,"Carry",60.52,19.36,68.48,13.3,"No GLS",0,0,"Tap Pen",NA,"Multi-Phase",NA,10,"Halfway to Opposition 22"
"127","T Ward","HSFC","TyneMet","First Half",00:47:07,"Carry",94.95,13.41,98.01,14.76,"GLS",0,0,"Other",NA,"Multi-Phase",NA,3.34,"Opposition 22"
"128","Hayden Hodgeson","HSFC","TyneMet","First Half",00:47:12,"Carry",89.29,20.26,100.16,19.81,"GLS",1,0,"One Out",NA,"Multi-Phase",NA,10.88,"Opposition 22"
"129","Charlie Evans","HSFC","Scarborough","First Half",00:01:49,"Carry",25.47,18.16,38.27,23.21,"GLS",0,1,"One Out","On Target","Multi-Phase",NA,13.76,"Own 22 to Halfway"
"130","Joe Syson","HSFC","Scarborough","First Half",00:04:08,"Carry",55.82,64.99,63.01,55.55,"GLS",0,1,"Other",NA,"Lineout",NA,11.87,"Halfway to Opposition 22"
"131","Lennon Coates","HSFC","Scarborough","First Half",00:04:14,"Carry",62.13,65.43,64.94,69.81,"No GLS",0,1,"One Out","On Target","Multi-Phase",NA,5.2,"Halfway to Opposition 22"
"132","Ben Gosling","HSFC","Scarborough","First Half",00:04:49,"Carry",61.96,32.76,64.94,43.54,"GLS",0,1,"Other",NA,"Multi-Phase",NA,11.18,"Halfway to Opposition 22"
"133","Matthew Fothergill","HSFC","Scarborough","First Half",00:04:53,"Carry",63.18,52.74,71.08,64.09,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,13.83,"Halfway to Opposition 22"
"134","Hayden Hodgeson","HSFC","Scarborough","First Half",00:05:01,"Carry",66.34,55.44,70.2,53.76,"No GLS",0,0,"One Out","On Target","Multi-Phase",NA,4.21,"Halfway to Opposition 22"
"135","Darcey Bennett","HSFC","Scarborough","First Half",00:05:08,"Carry",63.54,31.86,73.18,31.63,"GLS",0,0,"Other","On Target","Multi-Phase",NA,9.64,"Halfway to Opposition 22"
"136","Jack Brown","HSFC","Scarborough","First Half",00:05:38,"Carry",28.8,62.85,38.97,55.66,"No GLS",0,0,"Kick Return",NA,"Multi-Phase",NA,12.45,"Own 22 to Halfway"
"137","Hayden Hodgeson","HSFC","Scarborough","First Half",00:05:49,"Carry",35.64,46.79,47.57,48.14,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,12.01,"Own 22 to Halfway"
"138","Riley Ward","HSFC","Scarborough","First Half",00:05:56,"Carry",43.36,58.02,55.47,64.09,"GLS",0,0,"One Out","On Target","Multi-Phase",NA,13.55,"Own 22 to Halfway"
"139","Riley Ward","HSFC","Scarborough","First Half",00:10:26,"Carry",30.2,22.42,30.2,22.42,"GLS",0,0,"Other",NA,"Multi-Phase",NA,0,"Own 22 to Halfway"
"140","Charlie Evans","HSFC","Scarborough","First Half",00:11:26,"Carry",52.83,36.12,56.69,42.53,"GLS",0,0,"Pick & Go",NA,"Multi-Phase",NA,7.48,"Halfway to Opposition 22"
"141","Joe Syson","HSFC","Scarborough","First Half",00:11:36,"Carry",57.04,42.75,65.47,27.93,"GLS",0,1,"Pick & Go",NA,"Multi-Phase",NA,17.05,"Halfway to Opposition 22"
"142","Riley Ward","HSFC","Scarborough","First Half",00:11:37,"Carry",66.69,17.93,68.45,17.48,"No GLS",0,1,"Support Carry","On Target","Multi-Phase",NA,1.82,"Halfway to Opposition 22"
"143","Lennon Coates","HSFC","Scarborough","First Half",00:12:36,"Carry",55.99,67.91,62.31,70.04,"No GLS",0,0,"Other","On Target","Scrum",NA,6.67,"Halfway to Opposition 22"
"144","Jack Brown","HSFC","Scarborough","First Half",00:13:44,"Carry",50.2,14.79,57.22,7.26,"No GLS",0,0,"Other","Off Target","Scrum",NA,10.29,"Halfway to Opposition 22"
"145","Charlie Evans jr","HSFC","Scarborough","First Half",00:13:49,"Carry",57.57,5.34999999999999,77.22,0.859999999999999,"GLS",1,0,"Other","On Target","Scrum",NA,20.16,"Halfway to Opposition 22"
"146","20","HSFC","Scarborough","First Half",00:15:09,"Carry",64.59,42.3,73.71,52.86,"No GLS",0,0,"Other","On Target","Scrum",NA,13.95,"Halfway to Opposition 22"
"147","Lennon Coates","HSFC","Scarborough","First Half",00:15:19,"Carry",71.43,65.43,68.27,58.47,"No GLS",0,0,"Other","On Target","Multi-Phase",NA,7.64,"Halfway to Opposition 22"
