ID,Opposition,TD,MPM,HSR,SD,TS,Accels,Decels,Max_Accel,Max_Decel,cv_Accels,cv_Decels,cv_HSR,cv_MPM,cv_Max_Accel,cv_Max_Decel,cv_SD,cv_TD,cv_TS,TD_Sumcv,MPM_Sumcv,HSR_Sumcv,SD_Sumcv,TS_Sumcv,Accels_Sumcv,Decels_Sumcv,Max_Accel_Sumcv,Max_Decel_Sumcv,TD_Subcv,MPM_Subcv,HSR_Subcv,SD_Subcv,TS_Subcv,Accels_Subcv,Decels_Subcv,Max_Accel_Subcv,Max_Decel_Subcv
Ath8,Tynedale,4821.779,65.8863,1417.6651,221.873,6.9801,0,0,5.7704,7.6741,,,23.97661685,4.330120471,13.57179753,6.245739782,31.33980607,16.60110752,4.922784666,4838.380108,70.21642047,1441.641717,253.2128061,11.90288467,,,19.34219753,13.91983978,4805.177892,61.55617953,1393.688483,190.5331939,2.057315334,,,-7.801397533,1.428360218
Ath6,Tynedale,5504.107,59.8381,1255.8825,334.744,6.7023,0,0,5.0061,6.9815,,,18.38857011,13.17188731,58.72542358,41.30173538,22.77619317,9.854128346,10.48936568,5513.961128,73.00998731,1274.27107,357.5201932,17.19166568,,,63.73152358,48.28323538,5494.252872,46.66621269,1237.49393,311.9678068,-3.787065679,,,-53.71932358,-34.32023538
Ath7,Tynedale,6435.459,69.9633,1698.5731,847.837,7.1267,0,0,5.6858,6.1223,,,21.32185624,15.82752004,51.28684932,43.80993558,20.55507787,5.530548935,4.383396279,6440.989549,85.79082004,1719.894956,868.3920779,11.51009628,,,56.97264932,49.93223558,6429.928451,54.13577996,1677.251244,827.2819221,2.743303721,,,-45.60104932,-37.68763558
Ath29,Tynedale,6224.56,67.6705,1857.0166,105.314,7.5712,0,0,5.0788,8.329,,,16.28979731,18.05591461,57.15639879,56.56717899,51.51826238,8.82532615,7.613096792,6233.385326,85.72641461,1873.306397,156.8322624,15.18429679,,,62.23519879,64.89617899,6215.734674,49.61458539,1840.726803,53.79573762,-0.041896792,,,-52.07759879,-48.23817899
Ath9,Tynedale,6985.425,75.9423,2419.5811,213.196,6.9512,0,0,5.1516,6.9001,,,18.04660977,16.18152552,34.62142757,26.60316974,34.7432654,18.80214173,5.931815551,7004.227142,92.12382552,2437.62771,247.9392654,12.88301555,,,39.77302757,33.50326974,6966.622858,59.76077448,2401.53449,178.4527346,1.019384449,,,-29.46982757,-19.70306974
Ath10,Tynedale,3457.01,60.0002,675.1156,58.998,5.9156,0,0,6.6142,5.4505,,,26.12690555,12.85886745,52.65091985,48.31499094,66.74772021,21.13108858,8.660911563,3478.141089,72.85906745,701.2425055,125.7457202,14.57651156,,,59.26511985,53.76549094,3435.878911,47.14133255,648.9886945,-7.749720215,-2.745311563,,,-46.03671985,-42.86449094
Ath11,Tynedale,6595.491,71.7031,1676.1285,277.281,8.5467,0,0,5.5852,9.0826,,,15.95142129,17.18989947,89.6515921,67.71808794,17.26558923,29.60281639,2.433414782,6625.093816,88.89299947,1692.079921,294.5465892,10.98011478,,,95.2367921,76.80068794,6565.888184,54.51320053,1660.177079,260.0154108,6.113285218,,,-84.0663921,-58.63548794
Ath12,Tynedale,6535.914,71.0554,1527.3078,901.039,9.0134,0,0,5.8075,9.0318,,,7.948194092,10.60251529,52.43891297,41.64285021,18.23568148,6.858597743,6.92985572,6542.772598,81.65791529,1535.255994,919.2746815,15.94325572,,,58.24641297,50.67465021,6529.055402,60.45288471,1519.359606,882.8033185,2.08354428,,,-46.63141297,-32.61105021
Ath13,Tynedale,5423.536,58.9622,1314.7776,347.182,9.2667,0,0,5.1677,10,,,31.95901555,12.02021804,84.19039147,77.29807725,30.47022764,41.77219973,7.775952378,5465.3082,70.98241804,1346.736616,377.6522276,17.04265238,,,89.35809147,87.29807725,5381.7638,46.94198196,1282.818584,316.7117724,1.490747622,,,-79.02269147,-67.29807725
Ath14,Tynedale,6640.28,72.19,1468.4362,762.779,8.649,0,0,6.1334,9.369,,,17.67679648,18.76310491,62.15212915,42.41496688,7.366726785,18.2088331,4.658860894,6658.488833,90.95310491,1486.112996,770.1457268,13.30786089,,,68.28552915,51.78396688,6622.071167,53.42689509,1450.759404,755.4122732,3.990139106,,,-56.01872915,-33.04596688
Ath15,Tynedale,6113.365,66.4617,1109.9693,316.627,7.2312,0,0,4.8408,7.2534,,,26.14248442,15.0573229,32.57898905,28.54657672,29.88028599,13.58500971,5.735026886,6126.95001,81.5190229,1136.111784,346.507286,12.96622689,,,37.41978905,35.79997672,6099.77999,51.4043771,1083.826816,286.746714,1.496173114,,,-27.73818905,-21.29317672
Ath16,Tynedale,4024.338,43.7507,938.1866,176.143,7.0045,0,0,4.9956,7.8445,,,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,4197.543081,216.9557808,1111.391681,349.3480808,180.2095808,,,178.2006808,181.0495808,3851.132919,-129.4543808,764.9815192,2.937919243,-166.2005808,,,-168.2094808,-165.3605808
Ath1,Otley,5663.04,64.7328,1299.6104,177.092,6.6889,0,0,4.5778,5.7744,,,39.88924933,27.47687655,58.23806546,51.87046408,49.02774214,25.55703399,5.452202412,5688.597034,92.20967655,1339.499649,226.1197421,12.14110241,,,62.81586546,57.64486408,5637.482966,37.25592345,1259.721151,128.0642579,1.236697588,,,-53.66026546,-46.09606408
Ath2,Otley,6258.145,71.4944,1923.6638,274.666,6.9267,0,0,5.5889,6.1075,,,24.93300909,7.866548068,8.691736048,8.999338154,35.37852387,22.44240164,6.216459097,6280.587402,79.36094807,1948.596809,310.0445239,13.1431591,,,14.28063605,15.10683815,6235.702598,63.62785193,1898.730791,239.2874761,0.710240903,,,-3.102836048,-2.891838154
Ath3,Otley,1754.59,34.0918,275.376,26.547,5.8489,0,0,4.44,4.3645,,,75.72137583,63.18636466,56.44375076,62.13624412,58.60439044,65.65224392,55.9844513,1820.242244,97.27816466,351.0973758,85.15139044,61.8333513,,,60.88375076,66.50074412,1688.937756,-29.09456466,199.6546242,-32.05739044,-50.1355513,,,-52.00375076,-57.77174412
Ath6,Otley,6080.856,69.4823,1603.8631,265.716,6.9467,0,0,5.3156,7.6223,,,18.38857011,13.17188731,58.72542358,41.30173538,22.77619317,9.854128346,10.48936568,6090.710128,82.65418731,1622.25167,288.4921932,17.43606568,,,64.04102358,48.92403538,6071.001872,56.31041269,1585.47453,242.9398068,-3.542665679,,,-53.40982358,-33.67943538
Ath8,Otley,5475.093,62.5487,1407.9802,247.938,7.3245,0,0,4.9823,6.8356,,,23.97661685,4.330120471,13.57179753,6.245739782,31.33980607,16.60110752,4.922784666,5491.694108,66.87882047,1431.956817,279.2778061,12.24728467,,,18.55409753,13.08133978,5458.491892,58.21857953,1384.003583,216.5981939,2.401715334,,,-8.589497533,0.589860218
Ath5,Otley,4827.382,55.1596,982.5847,58.695,5.6934,0,0,5.1689,6.4401,,,24.04852892,17.33604156,56.16972124,56.81722424,31.00745653,17.59158591,6.989048381,4844.973586,72.49564156,1006.633229,89.70245653,12.68244838,,,61.33862124,63.25732424,4809.790414,37.82355844,958.5361711,27.68754347,-1.295648381,,,-51.00082124,-50.37712424
Ath7,Otley,7111.691,81.261,2355.1086,743.143,7.0934,0,0,6.0963,7.3593,,,21.32185624,15.82752004,51.28684932,43.80993558,20.55507787,5.530548935,4.383396279,7117.221549,97.08852004,2376.430456,763.6980779,11.47679628,,,57.38314932,51.16923558,7106.160451,65.43347996,2333.786744,722.5879221,2.710003721,,,-45.19054932,-36.45063558
Ath29,Otley,6055.313,69.1904,1508.9952,45.052,6.6001,0,0,6.4112,8.0137,,,16.28979731,18.05591461,57.15639879,56.56717899,51.51826238,8.82532615,7.613096792,6064.138326,87.24631461,1525.284997,96.57026238,14.21319679,,,63.56759879,64.58087899,6046.487674,51.13448539,1492.705403,-6.466262375,-1.012996792,,,-50.74519879,-48.55347899
Ath9,Otley,7382.464,84.4676,2434.7248,388.164,7.1023,0,0,5.2297,5.6926,,,18.04660977,16.18152552,34.62142757,26.60316974,34.7432654,18.80214173,5.931815551,7401.266142,100.6491255,2452.77141,422.9072654,13.03411555,,,39.85112757,32.29576974,7363.661858,68.28607448,2416.67819,353.4207346,1.170484449,,,-29.39172757,-20.91056974
Ath10,Otley,4975.914,56.8459,772.6355,162.037,6.6378,0,0,5.1741,7.0267,,,26.12690555,12.85886745,52.65091985,48.31499094,66.74772021,21.13108858,8.660911563,4997.045089,69.70476745,798.7624055,228.7847202,15.29871156,,,57.82501985,55.34169094,4954.782911,43.98703255,746.5085945,95.28927979,-2.023111563,,,-47.47681985,-41.28829094
Ath11,Otley,6774.225,77.405,2001.1765,421.114,8.5801,0,0,6.1556,8.7354,,,15.95142129,17.18989947,89.6515921,67.71808794,17.26558923,29.60281639,2.433414782,6803.827816,94.59489947,2017.127921,438.3795892,11.01351478,,,95.8071921,76.45348794,6744.622184,60.21510053,1985.225079,403.8484108,6.146685218,,,-83.4959921,-58.98268794
Ath12,Otley,6193.619,70.7707,1491.1666,569.968,7.2556,0,0,5.8267,6.9915,,,7.948194092,10.60251529,52.43891297,41.64285021,18.23568148,6.858597743,6.92985572,6200.477598,81.37321529,1499.114794,588.2036815,14.18545572,,,58.26561297,48.63435021,6186.760402,60.16818471,1483.218406,551.7323185,0.32574428,,,-46.61221297,-34.65135021
Ath13,Otley,5842.014,66.7532,1379.5906,369.527,8.4978,0,0,4.9657,7.263,,,31.95901555,12.02021804,84.19039147,77.29807725,30.47022764,41.77219973,7.775952378,5883.7862,78.77341804,1411.549616,399.9972276,16.27375238,,,89.15609147,84.56107725,5800.2418,54.73298196,1347.631584,339.0567724,0.721847622,,,-79.22469147,-70.03507725
Ath14,Otley,5541.154,69.8905,1211.3635,779.577,8.2934,0,0,6.2263,8.0556,,,17.67679648,18.76310491,62.15212915,42.41496688,7.366726785,18.2088331,4.658860894,5559.362833,88.65360491,1229.040296,786.9437268,12.95226089,,,68.37842915,50.47056688,5522.945167,51.12739509,1193.686704,772.2102732,3.634539106,,,-55.92582915,-34.35936688
Ath15,Otley,6879.095,78.5883,1258.9154,530.902,8.2267,0,0,4.7689,8.2445,,,26.14248442,15.0573229,32.57898905,28.54657672,29.88028599,13.58500971,5.735026886,6892.68001,93.6456229,1285.057884,560.782286,13.96172689,,,37.34788905,36.79107672,6865.50999,63.5309771,1232.772916,501.021714,2.491673114,,,-27.81008905,-20.30207672
Ath4,Otley,1455.607,77.3573,434.5204,80.594,6.4245,0,0,5.1963,6.8623,,,84.72483116,71.29136037,67.12291599,67.23384346,68.7825496,85.32988191,66.70478403,1540.936882,148.6486604,519.2452312,149.3765496,73.12928403,,,72.31921599,74.09614346,1370.277118,6.065939626,349.7955688,11.8114504,-60.28028403,,,-61.92661599,-60.37154346
Ath18,Hull,5922.973,66.3267,1379.0395,164.544,6.0312,0,0,5.8788,6.4534,,,93.2630631,93.77488518,106.9993435,109.1606028,86.75874527,86.62059263,88.2308756,6009.593593,160.1015852,1472.302563,251.3027453,94.2620756,,,112.8781435,115.6140028,5836.352407,-27.44818518,1285.776437,77.78525473,-82.1996756,,,-101.1205435,-102.7072028
Ath2,Hull,3991.698,71.6857,1279.136,211.738,6.4467,0,0,4.8074,7.3038,,,24.93300909,7.866548068,8.691736048,8.999338154,35.37852387,22.44240164,6.216459097,4014.140402,79.55224807,1304.069009,247.1165239,12.6631591,,,13.49913605,16.30313815,3969.255598,63.81915193,1254.202991,176.3594761,0.230240903,,,-3.884336048,-1.695538154
Ath1,Hull,6057.312,67.831,1529.5371,113.262,6.0667,0,0,4.7758,5.9354,,,39.88924933,27.47687655,58.23806546,51.87046408,49.02774214,25.55703399,5.452202412,6082.869034,95.30787655,1569.426349,162.2897421,11.51890241,,,63.01386546,57.80586408,6031.754966,40.35412345,1489.647851,64.23425786,0.614497588,,,-53.46226546,-45.93506408
Ath4,Hull,4287.196,48.0089,1057.0738,110.322,6.1645,0,0,5.3253,7.9512,,,84.72483116,71.29136037,67.12291599,67.23384346,68.7825496,85.32988191,66.70478403,4372.525882,119.3002604,1141.798631,179.1045496,72.86928403,,,72.44821599,75.18504346,4201.866118,-23.28246037,972.3489688,41.5394504,-60.54028403,,,-61.79761599,-59.28264346
Ath5,Hull,5935.413,66.466,1566.6348,147.062,6.6178,0,0,5.4134,6.093,,,24.04852892,17.33604156,56.16972124,56.81722424,31.00745653,17.59158591,6.989048381,5953.004586,83.80204156,1590.683329,178.0694565,13.60684838,,,61.58312124,62.91022424,5917.821414,49.12995844,1542.586271,116.0545435,-0.371248381,,,-50.75632124,-50.72422424
Ath6,Hull,6022.65,67.4429,1639.4069,420.809,8.0401,0,0,4.901,7.363,,,18.38857011,13.17188731,58.72542358,41.30173538,22.77619317,9.854128346,10.48936568,6032.504128,80.61478731,1657.79547,443.5851932,18.52946568,,,63.62642358,48.66473538,6012.795872,54.27101269,1621.01833,398.0328068,-2.449265679,,,-53.82442358,-33.93873538
Ath7,Hull,7057.221,79.0282,2269.5288,688.485,7.7912,0,0,6.7556,8.0001,,,21.32185624,15.82752004,51.28684932,43.80993558,20.55507787,5.530548935,4.383396279,7062.751549,94.85572004,2290.850656,709.0400779,12.17459628,,,58.04244932,51.81003558,7051.690451,63.20067996,2248.206944,667.9299221,3.407803721,,,-44.53124932,-35.80983558
Ath8,Hull,5519.269,61.8059,1500.496,383.916,7.9378,0,0,6.6267,6.8889,,,23.97661685,4.330120471,13.57179753,6.245739782,31.33980607,16.60110752,4.922784666,5535.870108,66.13602047,1524.472617,415.2558061,12.86058467,,,20.19849753,13.13463978,5502.667892,57.47577953,1476.519383,352.5761939,3.015015334,,,-6.945097533,0.643160218
Ath9,Hull,7450.773,83.4353,2635.7184,383.954,7.2889,0,0,5.1314,7.5408,,,18.04660977,16.18152552,34.62142757,26.60316974,34.7432654,18.80214173,5.931815551,7469.575142,99.61682552,2653.76501,418.6972654,13.22071555,,,39.75282757,34.14396974,7431.970858,67.25377448,2617.67179,349.2107346,1.357084449,,,-29.49002757,-19.06236974
Ath10,Hull,4040.89,59.5855,627.1264,102.133,6,0,0,6.6926,6.6586,,,26.12690555,12.85886745,52.65091985,48.31499094,66.74772021,21.13108858,8.660911563,4062.021089,72.44436745,653.2533055,168.8807202,14.66091156,,,59.34351985,54.97359094,4019.758911,46.72663255,600.9994945,35.38527979,-2.660911563,,,-45.95831985,-41.65639094
Ath24,Hull,4831.549,54.1047,858.3669,542.661,8.6512,0,0,5.2556,7.5727,,,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,173.2050808,5004.754081,227.3097808,1031.571981,715.8660808,181.8562808,,,178.4606808,180.7777808,4658.343919,-119.1003808,685.1618192,369.4559192,-164.5538808,,,-167.9494808,-165.6323808
Ath12,Hull,6585.296,73.7435,1447.2529,781.234,8.4045,0,0,6.0963,7.5593,,,7.948194092,10.60251529,52.43891297,41.64285021,18.23568148,6.858597743,6.92985572,6592.154598,84.34601529,1455.201094,799.4696815,15.33435572,,,58.53521297,49.20215021,6578.437402,63.14098471,1439.304706,762.9983185,1.47464428,,,-46.34261297,-34.08355021
Ath13,Hull,5689.518,63.7124,1287.1103,298.363,7.6912,0,0,6.3435,7.8267,,,31.95901555,12.02021804,84.19039147,77.29807725,30.47022764,41.77219973,7.775952378,5731.2902,75.73261804,1319.069316,328.8332276,15.46715238,,,90.53389147,85.12477725,5647.7458,51.69218196,1255.151284,267.8927724,-0.084752378,,,-77.84689147,-69.47137725
Ath11,Hull,6815.412,76.3204,2110.1053,417.237,8.6578,0,0,5.2741,8.7853,,,15.95142129,17.18989947,89.6515921,67.71808794,17.26558923,29.60281639,2.433414782,6845.014816,93.51029947,2126.056721,434.5025892,11.09121478,,,94.9256921,76.50338794,6785.809184,59.13050053,2094.153879,399.9714108,6.224385218,,,-84.3774921,-58.93278794
Ath15,Hull,6447.679,72.2025,1189.4562,293.181,7.8978,0,0,4.6741,7.9445,,,26.14248442,15.0573229,32.57898905,28.54657672,29.88028599,13.58500971,5.735026886,6461.26401,87.2598229,1215.598684,323.061286,13.63282689,,,37.25308905,36.49107672,6434.09399,57.1451771,1163.313716,263.300714,2.162773114,,,-27.90488905,-20.60207672
Ath31,Hull,4521.831,50.6364,1094.8661,157.309,6.1823,0,0,5.0578,8.8112,,,141.4213562,141.4213562,141.4213562,141.4213562,141.4213562,141.4213562,141.4213562,4663.252356,192.0577562,1236.287456,298.7303562,147.6036562,,,146.4791562,150.2325562,4380.409644,-90.78495624,953.4447438,15.88764376,-135.2390562,,,-136.3635562,-132.6101562
