"","ID","Team","Opponent","Half","Minute","Event_Type","X_Start","Y_Start","X_End","Y_End","Additional_Info","Type","Body_Part","Rec_Player","Complete","Height","Corner_Type","Outcome","Foul_Type","Event_Won","Offence","Shot_Outcome","Possession_Type","GK_Type","Interception_Type","Assist_Type","Card_Type","Duel_Type","Duel_Outcome","Dribble_Outcome","Beaten_By","Block_Outcome","Block_Body_Part","Clearance_Type","Player_On","Player_Off","Sub_Type"
"92",5,"Hartlepool","Rotherham","First Half",00:16:34,"Pass",12.23,57.22,39.25,79.17,NA,"Other","Left Foot","Ath10","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",10,"Hartlepool","Rotherham","First Half",00:16:36,"Pass",37.77,81.51,36.28,70.3,NA,"Standard","Right Foot","Ath8","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",8,"Hartlepool","Rotherham","First Half",00:16:38,"Pass",35.99,71.23,52.02,67.26,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",5,"Hartlepool","Rotherham","First Half",00:16:46,"Clearance",11.05,55.58,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Head",NA,NA,NA
"96",3,"Hartlepool","Rotherham","First Half",00:17:21,"Duel",1.99,68.9,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"97",3,"Hartlepool","Rotherham","First Half",00:17:21,"Defender Beaten",2.73,67.73,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dribble Past",NA,NA,NA,NA,NA,NA
"98",3,"Hartlepool","Rotherham","First Half",00:17:21,"Dribble",2.14,67.5,3.03,78.01,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"99",3,"Hartlepool","Rotherham","First Half",00:17:24,"Pass",3.03,78.47,36.73,77.77,NA,"Standard","Left Foot","Ath10","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",10,"Hartlepool","Rotherham","First Half",00:17:25,"Pass",40.59,78.71,44.89,60.96,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",5,"Hartlepool","Rotherham","First Half",00:17:34,"Block",5.85,35.5,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful","Foot",NA,NA,NA,NA
"102",2,"Hartlepool","Rotherham","First Half",00:18:10,"Clearance",6.29,41.8,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"103",7,"Hartlepool","Rotherham","First Half",00:18:12,"Duel",22.62,46.24,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"104",3,"Hartlepool","Rotherham","First Half",00:18:22,"Duel",9.41,60.96,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"105",9,"Hartlepool","Rotherham","First Half",00:18:27,"Duel",21.73,42.74,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"106",7,"Hartlepool","Rotherham","First Half",00:18:28,"Pass",30.94,39.7,21.44,38.3,NA,"Standard","Left Foot","Ath8","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",8,"Hartlepool","Rotherham","First Half",00:18:30,"Pass",21.14,38.77,72.36,17.28,NA,"Other","Right Foot","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2,"Hartlepool","Rotherham","First Half",00:18:59,"Throw in",54.99,-0.47,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",9,"Hartlepool","Rotherham","First Half",00:19:01,"Pass",80.67,7.24,75.48,23.12,NA,"Flick on","Right Foot","Ath7","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",7,"Hartlepool","Rotherham","First Half",00:19:02,"Pass",77.85,22.89,82.3,30.59,NA,"Standard","Left Foot","Ath10","Completed","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",10,"Hartlepool","Rotherham","First Half",00:19:04,"Pass",83.05,33.63,83.49,43.2,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",7,"Hartlepool","Rotherham","First Half",00:19:05,"Pass",84.53,46.24,85.72,56.05,NA,"Standard","Left Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",3,"Hartlepool","Rotherham","First Half",00:19:15,"Pass",57.07,94.35,66.86,99.49,NA,"Standard","Left Foot","Ath11","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",11,"Hartlepool","Rotherham","First Half",00:19:16,"Pass",66.86,99.49,68.2,93.19,NA,"Standard","Right Foot","Ath3","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",3,"Hartlepool","Rotherham","First Half",00:19:18,"Pass",68.5,94.82,77.11,97.39,NA,"Standard","Head","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",11,"Hartlepool","Rotherham","First Half",00:19:20,"Foul",79.34,98.09,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",11,"Hartlepool","Rotherham","First Half",00:20:20,"Throw in",40.74,101.83,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",10,"Hartlepool","Rotherham","First Half",00:20:22,"Duel",55.29,97.62,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"119",3,"Hartlepool","Rotherham","First Half",00:20:27,"Duel",39.1,78.01,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"120",4,"Hartlepool","Rotherham","First Half",00:20:28,"Pass",38.66,77.54,28.71,73.33,NA,"Standard","Right Foot","Ath6","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",6,"Hartlepool","Rotherham","First Half",00:20:29,"Pass",25.3,73.1,73.1,28.26,NA,"Other","Right Foot","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",5,"Hartlepool","Rotherham","First Half",00:20:40,"Pass",42.96,8.87,74.73,18.68,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",5,"Hartlepool","Rotherham","First Half",00:20:46,"Duel",29.01,6.07,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"124",5,"Hartlepool","Rotherham","First Half",00:20:46,"Duel",11.49,23.35,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"125",7,"Hartlepool","Rotherham","First Half",00:21:20,"Duel",27.52,15.41,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"126",2,"Hartlepool","Rotherham","First Half",00:21:22,"Clearance",19.06,14.24,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Foot",NA,NA,NA
"127",1,"Hartlepool","Rotherham","First Half",00:21:51,"Goal Kick",5.7,63.29,52.61,68.43,NA,NA,NA,"AthNA",NA,"High",NA,NA,NA,NA,NA,NA,NA,"Long",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",4,"Hartlepool","Rotherham","First Half",00:21:55,"Duel",52.02,67.26,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"129",9,"Hartlepool","Rotherham","First Half",00:21:56,"Pass",56.62,72.63,64.93,74.5,NA,"Flick on","Head","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",8,"Hartlepool","Rotherham","First Half",00:22:02,"Duel",47.86,64.23,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"131",5,"Hartlepool","Rotherham","First Half",00:22:04,"Pass",36.73,63.99,8.82,54.65,NA,"Standard","Right Foot","Ath1","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1,"Hartlepool","Rotherham","First Half",00:22:06,"Pass",9.71,53.72,40.88,57.45,NA,"Other","Right Foot","Ath8","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",8,"Hartlepool","Rotherham","First Half",00:22:08,"Pass",41.63,61.66,45.19,45.77,NA,"Standard","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2,"Hartlepool","Rotherham","First Half",00:22:12,"Foul",38.21,45.54,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Conceded","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1,"Hartlepool","Rotherham","First Half",00:22:47,"Save",1.54,50.68,NA,NA,"Caught",NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",1,"Hartlepool","Rotherham","First Half",00:23:04,"Pass",16.09,28.02,82.01,6.77,NA,"Other","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2,"Hartlepool","Rotherham","First Half",00:23:28,"Throw in",88.09,-0.94,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",9,"Hartlepool","Rotherham","First Half",00:23:32,"Dribble",97.45,29.19,97.74,31.29,"Corner Won",NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"139",7,"Hartlepool","Rotherham","First Half",00:24:01,"Corner",99.67,0.23,97.74,36.2,NA,NA,NA,"AthNA",NA,NA,"Inswing","Opposition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",7,"Hartlepool","Rotherham","First Half",00:24:24,"Corner",99.53,0.46,81.71,3.97,NA,NA,NA,"AthNA",NA,NA,"Standard","Own Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",7,"Hartlepool","Rotherham","First Half",00:24:24,"Pass",99.23,0,81.41,6.3,NA,"Standard","Left Foot","Ath4","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",4,"Hartlepool","Rotherham","First Half",00:24:26,"Pass",82.6,7.24,76.22,32.93,NA,"Standard","Right Foot","Ath11","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",4,"Hartlepool","Rotherham","First Half",00:24:26,"Assist",82.6,9.34,NA,NA,NA,NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",11,"Hartlepool","Rotherham","First Half",00:24:28,"Shot",77.85,31.06,99.82,54.88,NA,NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,"Goal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",11,"Hartlepool","Rotherham","First Half",00:25:14,"Dribble",34.06,73.33,43.26,35.96,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"146",11,"Hartlepool","Rotherham","First Half",00:25:20,"Pass",43.26,35.73,48.46,30.36,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",7,"Hartlepool","Rotherham","First Half",00:25:20,"Dribble",48.31,30.83,47.71,40.4,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"148",7,"Hartlepool","Rotherham","First Half",00:25:23,"Pass",46.67,40.64,42.67,70.76,NA,"Standard","Left Foot","Ath3","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",3,"Hartlepool","Rotherham","First Half",00:25:24,"Dribble",43.26,69.13,51.43,63.29,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"150",3,"Hartlepool","Rotherham","First Half",00:25:27,"Pass",50.98,63.52,53.06,54.18,NA,"Standard","Left Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",7,"Hartlepool","Rotherham","First Half",00:25:31,"Dribble",52.46,52.78,73.1,37.37,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"152",7,"Hartlepool","Rotherham","First Half",00:25:31,"Pass",74.88,37.37,75.48,49.28,NA,"Standard","Left Foot","Ath4","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",4,"Hartlepool","Rotherham","First Half",00:25:34,"Shot",75.77,50.91,100.71,59.79,NA,NA,"Left Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,"Off Target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",8,"Hartlepool","Rotherham","First Half",00:26:04,"Duel",46.97,81.98,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Won",NA,NA,NA,NA,NA,NA,NA,NA
"155",9,"Hartlepool","Rotherham","First Half",00:26:06,"Pass",54.54,71,53.65,63.52,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",7,"Hartlepool","Rotherham","First Half",00:26:07,"Pass",53.95,61.89,68.05,30.59,NA,"Through Ball","Left Foot","Ath2","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2,"Hartlepool","Rotherham","First Half",00:26:10,"Dribble",68.79,31.76,84.68,31.29,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"158",2,"Hartlepool","Rotherham","First Half",00:26:11,"Shot",83.79,30.83,97.74,47.18,"Keeper Saved",NA,"Left Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,"On Target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",6,"Hartlepool","Rotherham","First Half",00:26:22,"Duel",36.13,30.36,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Won",NA,NA,NA,NA,NA,NA,NA,NA
"160",6,"Hartlepool","Rotherham","First Half",00:26:22,"Dribble",34.2,30.83,25,2.57,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"161",6,"Hartlepool","Rotherham","First Half",00:26:26,"Pass",21.29,2.1,48.01,16.81,NA,"Other","Right Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2,"Hartlepool","Rotherham","First Half",00:26:30,"Interception",31.83,9.34,NA,NA,NA,NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",5,"Hartlepool","Rotherham","First Half",00:26:58,"Duel",16.24,13.78,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"164",1,"Hartlepool","Rotherham","First Half",00:27:01,"Save",4.36,34.1,NA,NA,"Collection",NA,"Right Foot","AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",1,"Hartlepool","Rotherham","First Half",00:27:20,"Pass",15.5,26.62,76.96,26.39,NA,"Other","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",9,"Hartlepool","Rotherham","First Half",00:27:24,"Duel",76.22,28.72,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aerial","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"167",11,"Hartlepool","Rotherham","First Half",00:27:29,"Dribble",59.59,68.43,60.93,54.18,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"168",11,"Hartlepool","Rotherham","First Half",00:27:31,"Pass",60.33,52.78,73.99,-3.04,NA,"Switch","Right Foot","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2,"Hartlepool","Rotherham","First Half",00:28:12,"Pass",55.73,4.2,68.05,16.11,NA,"Standard","Head","Ath9","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",9,"Hartlepool","Rotherham","First Half",00:28:14,"Pass",68.35,17.05,71.17,12.38,NA,"Standard","Right Foot","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",7,"Hartlepool","Rotherham","First Half",00:28:15,"Dribble",65.23,15.64,71.62,2.1,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"172",7,"Hartlepool","Rotherham","First Half",00:28:17,"Pass",69.24,2.1,98.93,14.24,NA,"Through Ball","Right Foot","Ath9","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",9,"Hartlepool","Rotherham","First Half",00:28:20,"Pass",99.23,17.05,98.63,-1.4,NA,"Other","Left Foot","Opposition","Incompleted","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2,"Hartlepool","Rotherham","First Half",00:28:52,"Throw in",65.38,-0.24,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2,"Hartlepool","Rotherham","First Half",00:29:37,"Throw in",87.8,-1.17,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",9,"Hartlepool","Rotherham","First Half",00:29:38,"Dribble",93.14,14.01,98.49,16.58,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"177",9,"Hartlepool","Rotherham","First Half",00:29:39,"Foul",102.2,17.75,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,"Won","Free Kick","Tackle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",7,"Hartlepool","Rotherham","First Half",00:30:22,"Free Kick",97.89,16.11,98.04,62.12,NA,"Cross","Left Foot","AthNA",NA,NA,NA,"Own Player",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",6,"Hartlepool","Rotherham","First Half",00:30:24,"Pass",97.6,62.36,99.23,47.41,NA,"Cross","Head","Opposition","Incompleted","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",8,"Hartlepool","Rotherham","First Half",00:30:29,"Pass",58.55,36.43,73.4,64.93,NA,"Standard","Left Foot","Opposition","Completed","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",6,"Hartlepool","Rotherham","First Half",00:30:32,"Pass",75.03,64.69,82.9,63.99,NA,"Standard","Head","Opposition","Incompleted","Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",10,"Hartlepool","Rotherham","First Half",00:30:34,"Duel",86.31,71.47,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ground","Lost",NA,NA,NA,NA,NA,NA,NA,NA
"183",8,"Hartlepool","Rotherham","First Half",00:30:41,"Pass",54.39,41.57,66.12,17.75,NA,"Standard","Head","Ath7","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",7,"Hartlepool","Rotherham","First Half",00:30:43,"Dribble",70.43,16.58,72.36,23.12,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"185",7,"Hartlepool","Rotherham","First Half",00:30:45,"Pass",71.91,24.75,61.37,38.77,NA,"Standard","Right Foot","Ath8","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",8,"Hartlepool","Rotherham","First Half",00:30:46,"Dribble",60.48,37.83,75.18,46.24,NA,NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Successful",NA,NA,NA,NA,NA,NA,NA
"187",8,"Hartlepool","Rotherham","First Half",00:30:50,"Pass",75.48,48.58,79.93,47.64,NA,"Standard","Right Foot","Ath9","Completed","Ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",9,"Hartlepool","Rotherham","First Half",00:30:50,"Dribble",79.78,47.64,80.08,47.18,"Lost",NA,NA,"AthNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsuccessful",NA,NA,NA,NA,NA,NA,NA
"189",2,"Hartlepool","Rotherham","First Half",00:31:13,"Throw in",53.65,-0.47,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2,"Hartlepool","Rotherham","First Half",00:31:14,"Throw in",65.68,0,NA,NA,NA,NA,NA,"AthNA",NA,NA,NA,"Retained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
